user,comments,posts,reason
masterpieceloud4931,1,1,
kirtash93,1,1,
dbrimatt,1,1,
0xmarcaurel,1,1,
cymandetv,1,1,
drrobbe,1,1,
siginwanne,1,1,
gabfrommars,1,1,
odd-radio-8500,1,1,
creative_ad7831,1,1,
obolli,1,1,
mixdealyn,1,1,
king__robbo,1,1,
donut-bot,1,1,
coinfeeds-bot,1,1,
malixshak,1,1,
wisechest8227,1,1,
lorem_epsom_dollar,1,1,
remedyiii,1,1,
xcreampye69x,1,1,
thorp1,1,1,
dongerated,1,1,
interpole10,1,1,
alt-co,1,1,
tahiraslam8k,1,1,
legionticket,1,1,
olmops,1,1,
maximumstudent1839,1,1,
shibeceo,1,1,
pinewatch762,1,1,
tserica,1,1,
purple-hawk-4405,1,1,
ikeo1,1,1,
ice-flght,1,1,
abcoathup,1,1,
incompetentdonuts,1,0,comments only
security_raven,1,1,
roy1984,1,1,
chillinewman,1,1,
fattestlion,1,1,
flame_ftw,1,1,
centralbankerscum,1,1,
emergensee13,0,0,karma and/or age
chubby_fit,1,1,
m_i_n_d_,1,1,
zeroxoia,1,1,
consistentpeachkey,0,0,karma and/or age
fribben,1,1,
guaranteejazzlike653,0,0,karma and/or age
bzzking,1,1,
k4yce,1,0,comments only
gubbie99,1,1,
timbulance,1,1,
0x456,1,1,
kaijeng,1,1,
rv8n8,1,1,
kingkai1998,0,0,karma and/or age
criticalcobraz,1,1,
prospero_quant,0,0,karma and/or age
zepoid,1,1,
bottomtimer_tunafish,1,1,
aminok,1,1,
oaxaca_locker,1,1,
voidfactory,1,1,
yoldark,1,1,
parakite,1,1,
nickel62,1,1,
studdmufin,1,1,
poojaapriyaa,1,1,
wytherlanejazz,1,1,
demapples4u,1,1,
puddingbuks26,1,1,
rootpl,1,1,
megselepgeci,1,1,
offgridgecko,1,1,
mimsoo777,1,1,
uthillygooth,1,1,
norecommendation9108,1,1,
beerdrinker_mavech,1,1,
distinctengineering2,1,1,
hooftly,1,1,
physicaljoe3011,1,1,
thinkingperson,1,1,
mattie_kadlec,1,1,
wales-bloke,1,1,
nethanns,1,1,
1moreanonaccount,1,1,
greenwolf_12,1,1,
shelbyturtle,1,1,
flashy-butterfly6310,1,1,
dfeldsyo,1,1,
shib_army,1,1,
bapfelbaum,1,1,
desperate-fondant-41,1,1,
jesser9,1,1,
hardciderguy,1,1,
master-cicada1480,0,0,suspended
2020visionsloth,1,1,
dogstunning4845,1,1,
few-butterscotch1572,0,0,karma and/or age
alternativewonder471,1,1,
according_time5120,1,1,
basoosh,1,1,
memeycurmudgeon,1,1,
_-_--_---,0,0,suspended
physicallodging,1,1,
