username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,eligibility_reason,eligible_comments,eligible_posts,voter_bonus_comments,comment_upvotes_with_bonus,voter_bonus_posts,post_upvotes_with_bonus,comment_score_after_bonus,post_score_after_bonus,pay2post_after_bonus,points_after_bonus
masterpieceloud4931,53,45.28775,28624.26233,18,83.0103,119571.34242,18,4500,143695.60475,0x16Bd6F1d0d3a5c039ca67e0Da0DEa4bA3823bB23,,1,1,0,45.28775,0,83.0103,33200.1796100100,125754.11309454001,4500.0,154454.2927
kirtash93,64,54.98035,34750.50011,19,58.95712,84924.19111,19,4750,114924.69122,0xc149c6d082Da03319497A4Cfea8324A88CD1C898,,1,1,0,54.98035,0,58.95712,40305.7669021140,89315.42635321601,4750.0,124871.19326
dbrimatt,58,42.8786,27101.55162,8,29.4283,42389.69545,8,2000,67491.24707,0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,,1,1,0,42.8786,0,29.4283,31434.046103544,44581.573206940004,2000.0,74015.61931
0xmarcaurel,5,5.0,3160.26545,10,39.28295,56584.72582,10,2500,57244.99127,0x354E93137D53ec467112504d7b0e4961362Ef7B7,,1,1,0,5.0,0,39.28295,3665.470200,59510.59732331,2500.0,60676.06752
cymandetv,42,35.655,22535.85292,17,24.10765,34725.61927,23,5750,51511.47219,0x94f5926AD5902b41588097788A1e84884aCE4494,,1,1,0,35.655,0,24.10765,26138.46799620,36521.20453177,5750.0,56909.67253
drrobbe,26,20.70695,13087.89173,4,25.4659,36682.09667,4,1000,48769.9884,0x5eD61dee19B3355cf125a5cB95bEC8f344523628,,1,1,0,20.70695,0,25.4659,15180.1416315780,38578.84706662,1000.0,52758.9887
siginwanne,25,21.6168,13662.96524,24,18.9522,27299.50375,25,6250,34712.46898,0xD90C22d2Da086Eaf293E6Ca056116C7d08DecA47,,1,1,0,21.6168,0,18.9522,15847.147243872,28711.100937960004,6250.0,38308.24818
gabfrommars,3,2.1567,1363.1489,12,16.05,23119.05927,20,5000,19482.20817,0xce1EeFfa0390b7A97BA342EebF682170A1fD02C3,,1,1,0,2.1567,0,16.05,1581.063916068,24314.49489,5000.0,20895.55881
odd-radio-8500,26,26.0,16433.38034,0,0,0.0,0,0,16433.38034,0x795065F0368BE7149140D2b134fe2bA072db42AE,temp ban,0,0,0,26.0,0,0,19060.445040,0.0,0.0,19060.44504
creative_ad7831,3,3.0,1896.15927,6,10.1125,14566.44778,6,1500,14962.60705,0x5ce03C34F851066DA7a7392526a7EC4F81790e1D,temp ban,0,0,0,3.0,0,10.1125,2199.282120,15319.646702500002,1500.0,16018.92882
obolli,0,0,0.0,5,9.51042,13699.19497,5,1250,12449.19497,0xd44d3D1652851a35ad1A0418114c03a0f97c1D60,,1,1,0,0,0,9.51042,0.00000,14407.542585156001,1250.0,13157.54259
mixdealyn,14,12.5,7900.66363,2,2.8719,4136.79915,2,500,11537.46277,0xd90deab1894f334febcB808b4b44265Be463aAa2,,1,1,0,12.5,0,2.8719,9163.675500,4350.703917420001,500.0,13014.37942
king__robbo,20,15.30905,9676.13236,0,0,0.0,0,0,9676.13236,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b,,1,1,0,15.30905,0,0,11222.9733130620,0.0,0.0,11222.97331
donut-bot,15,13.5,8532.71672,0,0,0.0,0,0,8532.71672,0xa8C8c9e18C763805c91bcB720B2320aDe16a0BBf,,1,1,0,13.5,0,0,9896.769540,0.0,0.0,9896.76954
coinfeeds-bot,13,13.0,8216.69017,0,0,0.0,0,0,8216.69017,0xd056666321700092B032b2571431B2478cD6512E,,1,1,0,13.0,0,0,9530.222520,0.0,0.0,9530.22252
malixshak,5,5.0,3160.26545,7,4.0,5761.75932,9,2250,6672.02477,0xb10135E33D94f8364E9dA4148f908EdF92b1bD2f,,1,1,0,5.0,0,4.0,3665.470200,6059.6872,2250.0,7475.1574
wisechest8227,6,4.51885,2856.15311,4,3.01708,4345.915,4,1000,6202.06811,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082,,1,1,0,4.51885,0,3.01708,3312.7420026540,4570.640264344001,1000.0,6883.38227
lorem_epsom_dollar,9,6.03275,3813.01828,0,0,0.0,0,0,3813.01828,0xbA57aCa2547387c651cA32FE7b17D92F90253B44,,1,1,0,6.03275,0,0,4422.5730698100,0.0,0.0,4422.57307
remedyiii,4,6.0,3792.31854,0,0,0.0,0,0,3792.31854,0x47F7f4a47e11e2B252aa9885C36B54cFa3Ce6eC1,,1,1,0,6.0,0,0,4398.564240,0.0,0.0,4398.56424
xcreampye69x,8,5.54085,3502.11136,0,0,0.0,0,0,3502.11136,0xe64C85059F9560fd475cc4d3DDe881334917D4eB,,1,1,0,5.54085,0,0,4061.9641115340,0.0,0.0,4061.96411
thorp1,6,5.5,3476.292,0,0,0.0,0,0,3476.292,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13,,1,1,0,5.5,0,0,4032.017220,0.0,0.0,4032.01722
dongerated,1,1.0,632.05309,6,3.45337,4974.3789,9,2250,3356.43199,0xAeE1c7b2d3Ea82C4A1014696B6A5e3371fC698FC,,1,1,0,1.0,0,3.45337,733.094040,5231.585496466,2250.0,3714.67954
interpole10,5,5.0,3160.26545,0,0,0.0,0,0,3160.26545,0x0433d140d0F29d05D77a8Ee9f3da24E1A2b73339,,1,1,0,5.0,0,0,3665.470200,0.0,0.0,3665.4702
alt-co,0,0,0.0,1,2.0,2880.87966,1,250,2630.87966,0xc27141e41BfC20d37911E5D6178EaabA10F825d8,,1,1,0,0,0,2.0,0.00000,3029.8436,250.0,2779.8436
tahiraslam8k,5,4.0142,2537.18751,0,0,0.0,0,0,2537.18751,0x01761f6FF1CFa8f81FbFC830df947a11a1C34F6D,,1,1,0,4.0142,0,0,2942.786095368,0.0,0.0,2942.7861
legionticket,1,1.0,632.05309,3,1.75,2520.7697,3,750,2402.82279,0x4a5008a960Df61CE7CF1EFDe0CBc268C390ff94F,,1,1,0,1.0,0,1.75,733.094040,2651.11315,750.0,2634.20719
olmops,3,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0xCA7d56f69C1321DA5ac0fc68B2433A4B3c4624Dc,,1,1,0,3.0,0,0,2199.282120,0.0,0.0,2199.28212
maximumstudent1839,2,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0xeC64E641Daf8228c7043E25948c3eE5CEd89FaC6,,1,1,0,3.0,0,0,2199.282120,0.0,0.0,2199.28212
shibeceo,3,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0x6423c5ce78E66d37172163D581469822879b1d4a,,1,1,0,3.0,0,0,2199.282120,0.0,0.0,2199.28212
pinewatch762,3,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0x14f40e47227c9F75FD3165292D9F9ff28a4BE577,,1,1,0,3.0,0,0,2199.282120,0.0,0.0,2199.28212
tserica,2,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0x2dED425b17b63c26bC51C8888466B560717C1Dd8,,1,1,0,3.0,0,0,2199.282120,0.0,0.0,2199.28212
purple-hawk-4405,2,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0xBb3ee4bFa92A7ca51169163668C418048E24d88c,,1,1,0,3.0,0,0,2199.282120,0.0,0.0,2199.28212
ikeo1,2,3.0,1896.15927,0,0,0.0,0,0,1896.15927,0xb26Ea1838AF0A3bCf7CFd9fCD50e07D33e049BD3,,1,1,0,3.0,0,0,2199.282120,0.0,0.0,2199.28212
ice-flght,4,2.5142,1589.10788,0,0,0.0,0,0,1589.10788,0xdb45859C25c08a38f2cC04c17a04F76C0FC3191f,,1,1,0,2.5142,0,0,1843.145035368,0.0,0.0,1843.14504
abcoathup,4,2.5,1580.13272,0,0,0.0,0,0,1580.13272,0x13ebd3443fa5575F0Eb173e323D8419F7452CfB1,,1,1,0,2.5,0,0,1832.735100,0.0,0.0,1832.7351
incompetentdonuts,3,2.5,1580.13272,0,0,0.0,0,0,1580.13272,0x2A043F315F24762937CBCf0EB6CB313a43bDE534,comments only,1,0,0,2.5,0,0,1832.735100,0.0,0.0,1832.7351
security_raven,4,2.01885,1276.02038,0,0,0.0,0,0,1276.02038,0xFBddB66A587515789f4bF2bFA5e19FE98e980104,,1,1,0,2.01885,0,0,1480.0069026540,0.0,0.0,1480.0069
roy1984,2,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x0cC7dAE1748e8E5371b2e2b47a5D9446E1D46546,,1,1,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
chillinewman,2,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xC9BEd71F2F1760002864E7ecCAA8C3f36fFc4745,,1,1,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
fattestlion,2,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x2dBB136D8DC31698ADA7C56E0853C255629d0cA6,,1,1,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
flame_ftw,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x913A7536ed86f5CC02B749A91728E0a80D349Aa2,,1,1,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
centralbankerscum,2,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x6E50910Df475eb94Da8C72ac29FA6B753691Cb7b,,1,1,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
emergensee13,3,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xC73d8C34297F3d78Cb1d0708c6D458AC068fFC53,karma and/or age,0,0,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
chubby_fit,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x50459CAE2eF68E355013dEb7d6C902C58B0B22aE,,1,1,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
m_i_n_d_,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xD04bB94C97e27fF6dE07A316CBEF65bB5A0Fb613,,1,1,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
zeroxoia,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0xCfAA0ce788fe52037af11c2f3b3a6F50ADB2597B,,1,1,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
consistentpeachkey,1,2.0,1264.10618,0,0,0.0,0,0,1264.10618,0x1e3f0E9Cfb23931A79E086530914a96371c618a7,karma and/or age,0,0,0,2.0,0,0,1466.188080,0.0,0.0,1466.18808
