username,points,contrib,comment_score,post_score,offchain_tips,funded,voting,pay2post,eligible_comments,eligible_posts,eligibility_reason,multiplier,address
ROUND 157 BURN,406691.6272,0,0,0,0,0,0,0,0,0,,1.0,0x000000000000000000000000000000000000dEaD
masterpieceloud4931,42500.0,160454.2927,28624.2623,119571.3424,10.0,0.0,0.0,-4500.0,1,1,,1.0,0x16Bd6F1d0d3a5c039ca67e0Da0DEa4bA3823bB23
kirtash93,42500.0,126871.1933,34750.5001,84924.1911,-195.21,0.0,0.0,-4750.0,1,1,,1.0,0xc149c6d082Da03319497A4Cfea8324A88CD1C898
dbrimatt,42500.0,84015.6193,27101.5516,42389.6954,-225.41,0.0,0.0,-2000.0,1,1,,1.0,0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650
0xmarcaurel,42500.0,65676.0675,3160.2654,56584.7258,-108.0,0.0,0.0,-2500.0,1,1,,1.0,0x354E93137D53ec467112504d7b0e4961362Ef7B7
cymandetv,42500.0,56909.6725,22535.8529,34725.6193,-5.0,0.0,0.0,-5750.0,1,1,,1.0,0x94f5926AD5902b41588097788A1e84884aCE4494
drrobbe,42500.0,52758.9887,13087.8917,36682.0967,-170.0,0.0,0.0,-1000.0,1,1,,1.0,0x5eD61dee19B3355cf125a5cB95bEC8f344523628
siginwanne,27143.0497,38308.2482,13662.9652,27299.5037,19.0,0.0,0.0,-6250.0,1,1,,0.7813921178740335,0xD90C22d2Da086Eaf293E6Ca056116C7d08DecA47
gabfrommars,19519.2082,20895.5588,1363.1489,23119.0593,37.0,0.0,0.0,-5000.0,1,1,,1.0,0xce1EeFfa0390b7A97BA342EebF682170A1fD02C3
obolli,12464.195,13157.5426,0.0,13699.195,15.0,0.0,0.0,-1250.0,1,1,,1.0,0xd44d3D1652851a35ad1A0418114c03a0f97c1D60
mixdealyn,11549.4628,13014.3794,7900.6636,4136.7991,12.0,0.0,0.0,-500.0,1,1,,1.0,0xd90deab1894f334febcB808b4b44265Be463aAa2
king__robbo,9749.1324,11222.9733,9676.1324,0.0,73.0,0.0,0.0,0,1,1,,1.0,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b
donut-bot,8548.7167,9896.7695,8532.7167,0.0,16.0,0.0,0.0,0,1,1,,1.0,0xa8C8c9e18C763805c91bcB720B2320aDe16a0BBf
coinfeeds-bot,8230.6902,9530.2225,8216.6902,0.0,14.0,0.0,0.0,0,1,1,,1.0,0xd056666321700092B032b2571431B2478cD6512E
wisechest8227,6199.0681,6883.3823,2856.1531,4345.915,-3.0,0.0,0.0,-1000.0,1,1,,1.0,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082
remedyiii,3798.3185,4398.5642,3792.3185,0.0,6.0,0.0,0.0,0,1,1,,1.0,0x47F7f4a47e11e2B252aa9885C36B54cFa3Ce6eC1
lorem_epsom_dollar,3611.1289,4422.5731,3813.0183,0.0,-6.0,0.0,0.0,0,1,1,,0.9486261639375039,0xbA57aCa2547387c651cA32FE7b17D92F90253B44
xcreampye69x,3511.1114,4061.9641,3502.1114,0.0,9.0,0.0,0.0,0,1,1,,1.0,0xe64C85059F9560fd475cc4d3DDe881334917D4eB
thorp1,3453.602,4032.0172,3476.292,0.0,-22.69,0.0,0.0,0,1,1,,1.0,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13
dongerated,3377.432,3714.6795,632.0531,4974.3789,21.0,0.0,0.0,-2250.0,1,1,,1.0,0xAeE1c7b2d3Ea82C4A1014696B6A5e3371fC698FC
interpole10,3163.2654,3665.4702,3160.2654,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x0433d140d0F29d05D77a8Ee9f3da24E1A2b73339
alt-co,2632.8797,2779.8436,0.0,2880.8797,2.0,0.0,0.0,-250.0,1,1,,1.0,0xc27141e41BfC20d37911E5D6178EaabA10F825d8
tahiraslam8k,2533.1875,2942.7861,2537.1875,0.0,-4.0,0.0,0.0,0,1,1,,1.0,0x01761f6FF1CFa8f81FbFC830df947a11a1C34F6D
ikeo1,1916.1593,2199.2821,1896.1593,0.0,20.0,0.0,0.0,0,1,1,,1.0,0xb26Ea1838AF0A3bCf7CFd9fCD50e07D33e049BD3
purple-hawk-4405,1911.1593,2199.2821,1896.1593,0.0,15.0,0.0,0.0,0,1,1,,1.0,0xBb3ee4bFa92A7ca51169163668C418048E24d88c
maximumstudent1839,1901.1593,2199.2821,1896.1593,0.0,5.0,0.0,0.0,0,1,1,,1.0,0xeC64E641Daf8228c7043E25948c3eE5CEd89FaC6
olmops,1899.1593,2199.2821,1896.1593,0.0,3.0,0.0,0.0,0,1,1,,1.0,0xCA7d56f69C1321DA5ac0fc68B2433A4B3c4624Dc
shibeceo,1899.1593,2199.2821,1896.1593,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x6423c5ce78E66d37172163D581469822879b1d4a
pinewatch762,1899.1593,2199.2821,1896.1593,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x14f40e47227c9F75FD3165292D9F9ff28a4BE577
ice-flght,1591.1079,1843.145,1589.1079,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xdb45859C25c08a38f2cC04c17a04F76C0FC3191f
