username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,multiplier,need_to_buy,current_balance,earned,sent_to_lp,membership
subdep,2,50.0,6543.494996150885,0,0.0,0.0,0.0,-0.0,6543.494996150885,0xeCf56076be8790a24E44f6c27D6Fe304754eCF41,1.0,0.0,1609.0696,1609.0696,0.0,0.0
WiseChest8227,29,26.0,3402.61739799846,4,60.75,3489.256030812893,4.0,-574.3631326440976,6317.5102961672565,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082,1.0,0.0,16270.3511,16270.3511,0.0,0.0
rootpl,2,47.0,6150.885296381832,0,0.0,0.0,0.0,-0.0,6150.885296381832,0xEdc0321b407b165CF926BE3E77ecB6C791f731bA,1.0,0.0,201301.15399101627,62277.258700000006,0.0,0.0
megselepgeci,7,45.0,5889.145496535796,0,0.0,0.0,0.0,-0.0,5889.145496535796,0xe0ADe6c4900d80Abd8cc8C462F8F9F586b5Cd065,1.0,0.0,3320.1718,3320.1718,0.0,0.0
TheWoodser,1,44.0,5758.275596612779,0,0.0,0.0,0.0,-0.0,5758.275596612779,0xd332f7394F24e867f9dDf3DC1B2E63bDaaefdFf3,1.0,0.0,141.8345,141.8345,0.0,0.0
1moreanonaccount,2,44.0,5758.275596612779,0,0.0,0.0,0.0,-0.0,5758.275596612779,0x7A6c54B21118Fa431e602A3298d86aFe42a1Ae1f,1.0,0.0,4.2222,4.2222,0.0,0.0
Thorp1,19,43.0,5627.405696689761,0,0.0,0.0,0.0,-0.0,5627.405696689761,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13,1.0,0.0,23196.9374,23196.937400000003,0.0,0.0
ReMeDyIII,10,42.0,5496.535796766743,0,0.0,0.0,0.0,-0.0,5496.535796766743,0x47F7f4a47e11e2B252aa9885C36B54cFa3Ce6eC1,1.0,0.0,4019.7474,4019.7474,0.0,0.0
k4yce,4,-8.0,-1046.9591993841416,1,95.25,5470.808838435029,1.0,-143.5907831610244,5327.218055274005,0xa682ff6C94C4df3fDb9aa7C7d5E9b0B2a84c1ef6,1.0,0.0,2138.8139,2138.8139,0.0,0.0
CriticalCobraz,2,6.5,850.654349499615,1,82.5,4738.495844313806,2.0,-287.1815663220488,5301.968627491372,0xdBdD159aC55fCc78b67F15751A9cB66d395eCb1F,1.0,0.0,2022.6208,2022.6208000000001,0.0,0.0
Mixdealyn,30,8.0,1046.9591993841416,2,71.25,4092.337320089196,2.0,-287.1815663220488,4852.114953151288,0xd90deab1894f334febcB808b4b44265Be463aAa2,1.0,0.0,60031.37392870147,59651.952,0.0,0.0
abc_123_anyname,1,37.0,4842.186297151655,0,0.0,0.0,0.0,-0.0,4842.186297151655,0xa1928e91D7b4920FF6CC3A98360Bec2D45567E6C,1.0,0.0,251.3993,251.3993,0.0,0.0
uthillygooth,4,29.0,3795.2270977675134,0,0.0,0.0,0.0,-0.0,3795.2270977675134,0xAf79312EB821871208ac76A80c8E282f8796964e,0.10000000000000009,258.81426,0.0,431.3571,0.0,0.0
ICE-FlGHT,32,28.5,3729.792147806004,0,0.0,0.0,0.0,-0.0,3729.792147806004,0xdb45859C25c08a38f2cC04c17a04F76C0FC3191f,1.0,0.0,7998.8446,6946.2259,0.0,0.0
CoolCoolPapaOldSkool,3,28.0,3664.357197844496,0,0.0,0.0,0.0,-0.0,3664.357197844496,0x3e94cE15A42a8E8a0AbE405a7B0dc4F00f2862Db,1.0,0.0,3838.8074,3838.8073999999997,0.0,0.0
Olmops,4,28.0,3664.357197844496,0,0.0,0.0,0.0,-0.0,3664.357197844496,0xCA7d56f69C1321DA5ac0fc68B2433A4B3c4624Dc,1.0,0.0,4624.2465,4624.2465,0.0,0.0
centralbankerscum,7,25.0,3271.7474980754423,0,0.0,0.0,0.0,-0.0,3271.7474980754423,0x6E50910Df475eb94Da8C72ac29FA6B753691Cb7b,1.0,0.0,1841.997,1841.997,0.0,0.0
King__Robbo,59,22.0,2879.1377983063894,0,0.0,0.0,0.0,-0.0,2879.1377983063894,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b,1.0,0.0,77032.49319998613,72965.6891,0.0,0.0
qqAzo,2,21.0,2748.267898383372,0,0.0,0.0,0.0,-0.0,2748.267898383372,0x09E3ca09031b2f2539B08fc0C38EE145629086ff,1.0,0.0,2.0,2.0,0.0,0.0
ShibeCEO,9,21.0,2748.267898383372,0,0.0,0.0,0.0,-0.0,2748.267898383372,0x6423c5ce78E66d37172163D581469822879b1d4a,1.0,0.0,1454.077,1454.077,0.0,0.0
terp_studios,2,19.0,2486.528098537336,0,0.0,0.0,0.0,-0.0,2486.528098537336,0xA92c2dFb5974c0531A1028Fc2f3acEf615F468aE,1.0,0.0,1.2823,1.2823,0.0,0.0
BottomTimer_TunaFish,8,3.0,392.6096997690531,1,37.5,2153.861747415366,1.0,-143.5907831610244,2402.8806640233947,0xcbe8B4E8A16437D94e065A8C3E4797896C228Cee,1.0,0.0,469.1941,469.1941,0.0,0.0
PhysicalLodging,9,2.0,261.7397998460354,1,30.0,1723.0893979322927,1.0,-143.5907831610244,1841.238414617304,0x100301F03299C90EC2945f64Db1f9F4e424d71F2,0.7186041027513489,591.2186399999996,3606.9534,6996.953399999999,0.0,0.0
wales-bloke,2,14.0,1832.178598922248,0,0.0,0.0,0.0,-0.0,1832.178598922248,0x99dbCd0732Df1A4Aa0bb45d313cA1f22Ee2b4062,1.0,0.0,3977.6375,3977.6375,0.0,0.0
bzzking,7,-8.0,-1046.9591993841416,1,33.0,1895.3983377255224,1.0,-143.5907831610244,1751.807554564498,0x7C48CF841a4cd5754127148fB9B20580Fc51eBeb,0.9444479377939412,0.0,17497.6825,24865.0249,0.0,0.0
Flashy-Butterfly6310,6,11.0,1439.5688991531947,0,0.0,0.0,0.0,-0.0,1439.5688991531947,0xD5bB9395dB87015F8240D768ad9575987CEDAF3F,0.41802720986005903,144.60606,114.4074,431.6891,0.0,0.0
DogStunning4845,7,11.0,1439.5688991531947,0,0.0,0.0,0.0,-0.0,1439.5688991531947,0xa21fca7a26bb74E8604858F329aF48c68428d596,1.0,0.0,1732.1423,1732.1423,0.0,0.0
MA78L,10,11.0,1439.5688991531947,0,0.0,0.0,0.0,-0.0,1439.5688991531947,0x55358E4456aE69A250818ADD1701abad79C3e229,1.0,0.0,2805.8324,2805.8324000000002,0.0,0.0
JVHooligan,1,10.0,1308.698999230177,0,0.0,0.0,0.0,-0.0,1308.698999230177,0x45B74f08d50F042C1eA2fc9C525B4e57E2ed63A6,1.0,0.0,308.8431,308.8431,0.0,0.0
Lucaslouch,2,10.0,1308.698999230177,0,0.0,0.0,0.0,-0.0,1308.698999230177,0xFf700Dc22A1AdC8737b639768d6c7427dfa0c48E,1.0,0.0,1689.1115,1689.1115,0.0,0.0
UFONomura808,1,9.0,1177.8290993071594,0,0.0,0.0,0.0,-0.0,1177.8290993071594,0xF0d241d7C6ffE48D6bFb14e55882897548741De3,1.0,0.0,813.0993,813.0993000000001,0.0,0.0
Roy1984,4,9.0,1177.8290993071594,0,0.0,0.0,0.0,-0.0,1177.8290993071594,0x0cC7dAE1748e8E5371b2e2b47a5D9446E1D46546,1.0,0.0,236509.5632797928,2055.5625,0.0,0.0
Jenn2895,1,9.0,1177.8290993071594,0,0.0,0.0,0.0,-0.0,1177.8290993071594,0x35ACD062dac967F50aB7e19Caa1dD529096040C5,1.0,0.0,0.0,0.0,0.0,0.0
nethanns,2,8.5,1112.3941493456505,0,0.0,0.0,0.0,-0.0,1112.3941493456505,0xB3184DA621427417e4991eD9321895e03052608E,0.10000000000000009,3347.8630799999996,0.0,5579.7717999999995,0.0,0.0
AlternativeWonder471,13,9.0,1177.8290993071594,1,0.9,51.69268193796879,1.0,-143.5907831610244,1085.9309980841035,0x1c2f252a47d6C0160a0fDe8e70FDb09e790a7d5D,1.0,0.0,2317.8765,2317.8765,0.0,0.0
Dfeldsyo,4,8.0,1046.9591993841416,0,0.0,0.0,0.0,-0.0,1046.9591993841416,0xBa2dd18c7A9903187a09ca6f6982afAD98847B32,1.0,0.0,1962.6566,1962.6566,0.0,0.0
Admirral,2,7.0,916.089299461124,0,0.0,0.0,0.0,-0.0,916.089299461124,0x23930436f8ecBCC18149f68e82E60Eeb7b0aF4D0,1.0,0.0,3490.7425,3490.7425000000003,0.0,0.0
lorem_epsom_dollar,28,7.0,916.089299461124,0,0.0,0.0,0.0,-0.0,916.089299461124,0xbA57aCa2547387c651cA32FE7b17D92F90253B44,0.9486261639375039,0.0,20000.0,43381.64620000001,0.0,10679.0
mimsoo777,1,7.0,916.089299461124,0,0.0,0.0,0.0,-0.0,916.089299461124,0x0F178370Bd5F68003C107527143C3a082134F966,0.10000000000000009,167.02746,0.0,278.3791,0.0,0.0
wytherlanejazz,1,6.0,785.2193995381062,0,0.0,0.0,0.0,-0.0,785.2193995381062,0x9663DcbcF075ab5d3A1aE2e96A52DbdD88c886Ff,1.0,0.0,414.5412,414.5412,0.0,0.0
TSErica,7,6.0,785.2193995381062,0,0.0,0.0,0.0,-0.0,785.2193995381062,0x2dED425b17b63c26bC51C8888466B560717C1Dd8,0.10000000000000009,1731.7254599999999,0.0,2886.2091,0.0,0.0
According_Time5120,0,0.0,0.0,1,15.75,904.6219339144536,1.0,-143.5907831610244,761.0311507534293,0xeDDf642049e08c287335a9aa87854E3442ff99B4,1.0,0.0,927.1532,927.1532,0.0,0.0
legionticket,9,-1.0,-130.8698999230177,3,20.25,1163.0853436042976,3.0,-430.7723494830732,732.3129941212244,0x4a5008a960Df61CE7CF1EFDe0CBc268C390ff94F,0.24796865130367207,4041.1118399999996,1045.3236,8477.392399999999,0.0,0.0
jbrev01,3,5.0,654.3494996150885,0,0.0,0.0,0.0,-0.0,654.3494996150885,0x82351f8776b2a1ED4EDaAe0CF319753A5806EEd7,1.0,0.0,839.3485,839.3485,0.0,0.0
FastFlow6515,1,5.0,654.3494996150885,0,0.0,0.0,0.0,-0.0,654.3494996150885,0x26844496112087CE4fE5C8952194318C152f3B7F,1.0,0.0,7.9373,7.9373,0.0,0.0
trashtv,1,5.0,654.3494996150885,0,0.0,0.0,0.0,-0.0,654.3494996150885,0x96aFCc1F5b4949571B6CB0b133167E217F14435A,1.0,0.0,703.9137,703.9137000000001,0.0,0.0
chillinewman,4,5.0,654.3494996150885,0,0.0,0.0,0.0,-0.0,654.3494996150885,0xC9BEd71F2F1760002864E7ecCAA8C3f36fFc4745,1.0,0.0,114.7639,114.7639,0.0,0.0
flame_ftw,1,4.0,523.4795996920708,0,0.0,0.0,0.0,-0.0,523.4795996920708,0x913A7536ed86f5CC02B749A91728E0a80D349Aa2,1.0,0.0,0.0,0.0,0.0,0.0
offgridgecko,2,4.0,523.4795996920708,0,0.0,0.0,0.0,-0.0,523.4795996920708,0x2496286BDB820d40C402802F828ae265b244188A,1.0,0.0,234.7308,234.7308,0.0,0.0
Hooftly,1,4.0,523.4795996920708,0,0.0,0.0,0.0,-0.0,523.4795996920708,0x4CF8e4D37F561815F208565a5b6Ca8a85b143205,1.0,0.0,145.676,145.676,0.0,0.0
shib_army,6,4.0,523.4795996920708,0,0.0,0.0,0.0,-0.0,523.4795996920708,0xE4cebdE475674EB709f3B169541386Bf326066Df,1.0,0.0,354.6219,354.6219,0.0,0.0
Wonderful_Fun543,4,4.0,523.4795996920708,0,0.0,0.0,0.0,-0.0,523.4795996920708,0x08C62DCC425fe1E6B1Ea7f2595Ad2E91C855bcbD,1.0,0.0,769.7429,769.7429,0.0,0.0
alt-co,0,0.0,0.0,1,11.0,631.7994459085073,1.0,-143.5907831610244,488.2086627474829,0xc27141e41BfC20d37911E5D6178EaabA10F825d8,1.0,0.0,6.0,6.0,0.0,0.0
_-_--_---,8,3.0,392.6096997690531,1,3.8,218.25799040475712,1.0,-143.5907831610244,467.2769070127858,0x98134B610e5bBaD482dd09553B81a5DD55b8E8d0,1.0,0.0,0.0,0.0,0.0,0.0
Vivarevo,2,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0x8a945Ff7dBC68D7DEFeA264c9B838F6824671c01,1.0,0.0,1625.1660550224613,1235.8183000000001,0.0,0.0
parakite,2,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0x2921628Eb2c43ce735A89318fd4865A79e0e9a51,1.0,0.0,852.9197,852.9196999999999,0.0,0.0
Funnyurolith61,4,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0xA0d8A80b61e041Acf6E859BCCbF64698b2764108,1.0,0.0,571.7865,571.7865,0.0,0.0
tahiraslam8k,20,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0x01761f6FF1CFa8f81FbFC830df947a11a1C34F6D,1.0,0.0,0.0,0.0,0.0,0.0
MaximumStudent1839,3,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0xeC64E641Daf8228c7043E25948c3eE5CEd89FaC6,1.0,0.0,972.5553,972.5553,0.0,0.0
beerdrinker_mavech,4,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0x0ab9cb780BAAbd1aC9b93b31A756E255905106A0,1.0,0.0,3098.7734,3098.7734,0.0,0.0
EchoEnclosure,3,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0x42e84F0bCe28696cF1D254F93DfDeaeEB6F0D67d,0.3161052198123936,133.38245999999998,57.2037,317.6436,0.0,0.0
jesser9,3,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0x7d0C0FCD7EbF36c8b3Adf162168F8139E6E72f74,1.0,0.0,1474.4119,1474.4118999999998,0.0,0.0
2020visionsloth,3,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0x0431A561C0Dc7D3DcEffd9df42D0E241E7959fCc,1.0,0.0,415.5587,415.5587,0.0,0.0
Desperate-Fondant-41,2,3.0,392.6096997690531,0,0.0,0.0,0.0,-0.0,392.6096997690531,0xDaB5762B13dFC77FE26CECCF7989A5E0ecAA41F9,1.0,0.0,564.0372,564.0372,0.0,0.0
kaijeng,14,2.5,327.17474980754423,0,0.0,0.0,0.0,-0.0,327.17474980754423,0x33de26d9083f338c9C4AC0F81c59D2C0DfBE3cE1,1.0,0.0,3092.6107,3092.6107,0.0,0.0
chubby_fit,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0x50459CAE2eF68E355013dEb7d6C902C58B0B22aE,1.0,0.0,0.0,0.0,0.0,0.0
NoRecommendation9108,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0x3Cc905130bd541b56e70189B225491ef59EBdf14,1.0,0.0,24.1293,24.1293,0.0,0.0
HereticLaserHaggis,4,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0x07ae19C1e2498424669D01e280F43d9bDB1c9666,1.0,0.0,984.6012,984.6012,0.0,0.0
EirianWare,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0x59c3A1F26f30Ae8B0EA8bD86DF9b58dC75A01cf8,1.0,0.0,355.8328,355.8328,0.0,0.0
Yoldark,1,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0x1542cBd59A301e8b8bceD150c752e5a49D196F04,1.0,0.0,243.7791,243.7791,0.0,0.0
Master-Cicada1480,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0x6842317481Df7EC9Bae5118B6d532070900A8CE2,1.0,0.0,15281.6553,15281.655299999999,0.0,0.0
M_I_N_D_,1,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0xD04bB94C97e27fF6dE07A316CBEF65bB5A0Fb613,1.0,0.0,0.0,0.0,0.0,0.0
Purple-Hawk-4405,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0xBb3ee4bFa92A7ca51169163668C418048E24d88c,1.0,0.0,0.0,0.0,0.0,0.0
aminok,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF,1.0,0.0,453045.5902,493191.0505000001,0.0,6292.0
bazinguh,1,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0xFB11073353A036C0a71A334E4e55a9d6e10C47Cd,1.0,0.0,240.41,240.41,0.0,0.0
mrjune2040,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0xa433d3e9B1390e5691Ace268484b8Ac23120Fad4,1.0,0.0,1184.0144,1184.0144,0.0,0.0
ConsistentPeachKey,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0x1e3f0E9Cfb23931A79E086530914a96371c618a7,1.0,0.0,0.0,0.0,0.0,0.0
ikeo1,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0xb26Ea1838AF0A3bCf7CFd9fCD50e07D33e049BD3,1.0,0.0,0.0,0.0,0.0,0.0
voidfactory,1,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0xd99Ef190A8Db6AaBbA084a2ea65EC915645BDa22,1.0,0.0,0.0,0.0,0.0,0.0
Armandeluz,1,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0x8d6Cf8Fb7345311205aBE5feB927b7099Bb93F4C,1.0,0.0,1097.2932,1097.2932,0.0,0.0
hardciderguy,2,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0xeaE4c266C073776b7fc1A008B12d56F052811c1b,1.0,0.0,515.6742,515.6741999999999,0.0,0.0
greenwolf_12,1,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0xe0c5b09eb1616b948103FDa95d69c9b7503a4c15,1.0,0.0,1368.2169,1368.2169,0.0,0.0
supervisionado,1,2.0,261.7397998460354,0,0.0,0.0,0.0,-0.0,261.7397998460354,0x04b34ABbd5A780E3DFE748480518e75E6249f963,1.0,0.0,125.0941,125.0941,0.0,0.0
IncompetentDonuts,23,1.5,196.30484988452656,0,0.0,0.0,0.0,-0.0,196.30484988452656,0x2A043F315F24762937CBCf0EB6CB313a43bDE534,0.14802969631068685,92755.44791655909,5134.4886,165642.0483,114131.49830643603,0.0
zepoid,1,1.5,196.30484988452656,1,2.25,129.23170484492198,1.0,-143.5907831610244,181.9457715684241,0x63f0a3c5bf80D358109E962443E6c7a22822F54c,1.0,0.0,0.0,0.0,0.0,0.0
chiurro,3,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0xd26b84a7c98ca65e53025f01169CCB8D156CA711,1.0,0.0,2219.4641,2219.4640999999997,0.0,0.0
skoold2003,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x48AaF370Dd277143Db8279e3D374dBCD217157b3,1.0,0.0,250.1883,250.1883,0.0,0.0
GuaranteeJazzlike653,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0xca18B5f8e506ca52fE4878B4BD35196Ed76a87E1,1.0,0.0,0.0,0.0,0.0,0.0
riftadrift,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0xB7Ab468d4B6B548727df9F03979D0d406143aB9f,1.0,0.0,219.2576,219.2576,0.0,0.0
PhysicalJoe3011,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0xA3B9703bE58185CC05C010B50Eba8f6dE69468a6,1.0,0.0,1816.8515,1816.8515,0.0,0.0
Puddingbuks26,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x6361d1737dccFD7a68a969A7f06F9D97a740c162,1.0,0.0,30665.9974,1673.9974000000002,0.0,0.0
FattestLion,2,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x2dBB136D8DC31698ADA7C56E0853C255629d0cA6,0.17444749189526276,242731.4304971036,27992.682202896405,451206.8545,0.0,0.0
oaxaca_locker,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x811C29A1222b53B32B31545e1a5acBbe8CDA8Ad7,1.0,0.0,1.2411,1.2411,0.0,0.0
Fribben,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0xECe74f4811753aF8936f98259DAfCCA258769F87,1.0,0.0,0.0,0.0,0.0,0.0
studdmufin,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x4991eF523C86F02B76963e7c04dF084EccF2995e,1.0,0.0,71.0876,71.0876,0.0,0.0
Shelbyturtle,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0xf1769dbb44B0E8B1AD519Ea80e45E870a3C535C4,1.0,0.0,221.4034,221.4034,0.0,0.0
towjamb,3,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x6AA08E1E39958055836F31906C6ff8c072e8C0F3,1.0,0.0,652.0906,652.0906,0.0,0.0
Nickel62,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x68d2E117B2297e5161209788f9915D301d3cE532,1.0,0.0,512.1944,512.1944,0.0,0.0
Usual-Locksmith4657,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x5f98883A30f4f9678F0EE9EA04f8F33CA493b855,1.0,0.0,36.8969,36.8969,0.0,0.0
MemeyCurmudgeon,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x7f25555A0C85B53Cb8934960D0e4ae2DF65CeCaB,1.0,0.0,691897.6198937387,20774.066976477854,1315916.0843697693,0.0
thinkingperson,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x3B753afeE5EF08832Aff91C1556e080b4EFb680d,1.0,0.0,2867.0371,2867.0371,0.0,0.0
Mattie_Kadlec,2,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0xF443e10e9d0FadD4b5153320B3F27840c2c7e5DC,0.12162131042771263,2781.988599999999,86.1284,4780.194999999999,0.0,0.0
ZeRoXOiA,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0xCfAA0ce788fe52037af11c2f3b3a6F50ADB2597B,1.0,0.0,0.0,0.0,0.0,0.0
astoneta,2,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x9240D4B5B51Fe17091D74E8BB5BE6655eAAb794B,1.0,0.0,9.9645,9.964500000000001,0.0,0.0
bapfelbaum,4,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x94D7923914498FeC496E6F15cC7d30099f204EaC,1.0,0.0,2492.4771,2492.4771,0.0,0.0
Legitimate_Towel_919,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0xc7081355932E6Bc287eC1D53239ab8e47846977c,1.0,0.0,426.5587,426.5587,0.0,0.0
The_Doctor_Bear,1,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x0595EAd488E47dB9558ce4a0619bcAb799A84b4C,1.0,0.0,525.4531,525.4531,0.0,0.0
Few-Butterscotch1572,2,1.0,130.8698999230177,0,0.0,0.0,0.0,-0.0,130.8698999230177,0x0292259335185a332a337f8c88945Ef61AF7137B,1.0,0.0,0.0,0.0,0.0,0.0
