user,points,funded,tips
DBRiMatt,-225.41000,0,-225.41000
uthillygooth,2.00000,0,2.00000
arthropal,5.00000,0,5.00000
cuervo_gris,1.00000,0,1.00000
Jenn2895,1.00000,0,1.00000
Legitimate_Towel_919,1.00000,0,1.00000
EchoEnclosure,1.00000,0,1.00000
oneawesomewave,1.00000,0,1.00000
CM19901,1.00000,0,1.00000
Usual-Locksmith4657,1.00000,0,1.00000
kingkai1998,4.00000,0,4.00000
Gubbie99,-1.00000,0,-1.00000
Odd-Radio-8500,-6.00000,0,-6.00000
SigiNwanne,19.00000,0,19.00000
Thorp1,-22.69000,0,-22.69000
Prospero_Quant,8.00000,0,8.00000
kirtash93,-195.21000,0,-195.21000
WiseChest8227,-3.00000,0,-3.00000
CymandeTV,-5.00000,0,-5.00000
Creative_Ad7831,13.00000,0,13.00000
Interpole10,3.00000,0,3.00000
donut-bot,16.00000,0,16.00000
coinfeeds-bot,14.00000,0,14.00000
MasterpieceLoud4931,10.00000,0,10.00000
emergensee13,-10.00000,0,-10.00000
lorem_epsom_dollar,-6.00000,0,-6.00000
0xMarcAurel,-108.00000,0,-108.00000
MaconBacon01,2.00000,0,2.00000
hardciderguy,1.00000,0,1.00000
bapfelbaum,1.00000,0,1.00000
TSErica,-1.00000,0,-1.00000
aminok,-19.00000,0,-19.00000
xcreampye69x,9.00000,0,9.00000
FattestLion,-1.69000,0,-1.69000
DrRobbe,-170.00000,0,-170.00000
ReMeDyIII,6.00000,0,6.00000
BottomTimer_TunaFish,3.00000,0,3.00000
tahiraslam8k,-4.00000,0,-4.00000
kaijeng,2.00000,0,2.00000
ICE-FlGHT,2.00000,0,2.00000
King__Robbo,73.00000,0,73.00000
beerdrinker_mavech,10.00000,0,10.00000
Mixdealyn,12.00000,0,12.00000
wytherlanejazz,1.00000,0,1.00000
oaxaca_locker,1.00000,0,1.00000
shib_army,1.00000,0,1.00000
wales-bloke,1.00000,0,1.00000
According_Time5120,2.00000,0,2.00000
k4yce,3.00000,0,3.00000
ShibeCEO,3.00000,0,3.00000
greenwolf_12,1.00000,0,1.00000
nethanns,1.00000,0,1.00000
1moreanonaccount,1.00000,0,1.00000
offgridgecko,1.00000,0,1.00000
centralbankerscum,2.00000,0,2.00000
Pinewatch762,3.00000,0,3.00000
Olmops,3.00000,0,3.00000
Shelbyturtle,1.00000,0,1.00000
Security_Raven,-9.00000,0,-9.00000
AlternativeWonder471,5.00000,0,5.00000
timbulance,-7.00000,0,-7.00000
Roy1984,2.00000,0,2.00000
0x456,3.00000,0,3.00000
obolli,15.00000,0,15.00000
Master-Cicada1480,-2.00000,0,-2.00000
alt-co,2.00000,0,2.00000
legionticket,8.00000,0,8.00000
Desperate-Fondant-41,1.00000,0,1.00000
thinkingperson,1.00000,0,1.00000
Flashy-Butterfly6310,1.00000,0,1.00000
rv8n8,7.00000,0,7.00000
_-_--_---,4.00000,0,4.00000
PhysicalLodging,1.00000,0,1.00000
megselepgeci,1.00000,0,1.00000
NoRecommendation9108,1.00000,0,1.00000
Dongerated,21.00000,0,21.00000
Hooftly,1.00000,0,1.00000
DogStunning4845,1.00000,0,1.00000
Puddingbuks26,1.00000,0,1.00000
abcoathup,5.00000,0,5.00000
Nickel62,5.00000,0,5.00000
MickeydaCat,5.00000,0,5.00000
Few-Butterscotch1572,10.00000,0,10.00000
voidfactory,1.00000,0,1.00000
zepoid,3.00000,0,3.00000
GabFromMars,37.00000,0,37.00000
chillinewman,2.00000,0,2.00000
rootpl,1.00000,0,1.00000
Mattie_Kadlec,1.00000,0,1.00000
Malixshak,-19.00000,0,-19.00000
Dfeldsyo,1.00000,0,1.00000
IncompetentDonuts,4.00000,0,4.00000
CriticalCobraz,3.00000,0,3.00000
flame_ftw,2.00000,0,2.00000
studdmufin,1.00000,0,1.00000
DistinctEngineering2,1.00000,0,1.00000
2020visionsloth,-6.00000,0,-6.00000
MaximumStudent1839,5.00000,0,5.00000
jesser9,1.00000,0,1.00000
Basoosh,1.00000,0,1.00000
chubby_fit,15.00000,0,15.00000
M_I_N_D_,15.00000,0,15.00000
MemeyCurmudgeon,1.00000,0,1.00000
mimsoo777,1.00000,0,1.00000
ikeo1,20.00000,0,20.00000
ZeRoXOiA,15.00000,0,15.00000
Purple-Hawk-4405,15.00000,0,15.00000
ConsistentPeachKey,14.00000,0,14.00000
Fribben,15.00000,0,15.00000
GuaranteeJazzlike653,15.00000,0,15.00000
parakite,1.00000,0,1.00000
ifnotme,151.00000,0,151.00000
PhysicalJoe3011,1.00000,0,1.00000
Yoldark,5.00000,0,5.00000
ContributionOk2574,15.00000,0,15.00000
Fatmacassih0511,5.00000,0,5.00000
PoojaaPriyaa,1.00000,0,1.00000
bzzking,103.00000,0,103.00000
DemApples4u,1.00000,0,1.00000
