username,contrib,base,voter,voting_bonus_contrib,post_of_the_week,pay2post
masterpieceloud4931,160454.2927,148195.60475,10758.687949999992,0,6000,-4500.0
kirtash93,126871.19326,119674.69122000001,9946.502040000007,0,2000,-4750.0
dbrimatt,84015.61931,69491.24707,6524.372239999997,0,10000,-2000.0
0xmarcaurel,65676.06752,59744.99127,3431.0762499999983,0,5000,-2500.0
cymandetv,56909.67253,57261.47219,5398.200340000003,0,0,-5750.0
drrobbe,52758.9887,49769.9884,3989.0002999999997,0,0,-1000.0
siginwanne,38308.24819,40962.46899,3595.7792000000045,0,0,-6250.0
gabfrommars,20895.55881,24482.20817,1413.350639999997,0,0,-5000.0
odd-radio-8500,2627.0647,0,2627.064699999999,0,0,-0.0
creative_ad7831,0,0,1056.3217699999987,0,0,-1500.0
obolli,13157.54259,13699.19497,708.3476199999986,0,0,-1250.0
mixdealyn,13014.37943,12037.46278,1476.9166499999992,0,0,-500.0
king__robbo,11222.97331,9676.13236,1546.8409499999998,0,0,-0.0
donut-bot,9896.76954,8532.71672,1364.052819999999,0,0,-0.0
coinfeeds-bot,9530.22252,8216.69017,1313.5323499999995,0,0,-0.0
malixshak,7475.1574,8922.02477,803.1326300000001,0,0,-2250.0
wisechest8227,6883.38227,7202.06811,681.3141599999999,0,0,-1000.0
lorem_epsom_dollar,4422.57307,3813.01828,609.5547900000006,0,0,-0.0
remedyiii,4398.56424,3792.31854,606.2456999999995,0,0,-0.0
xcreampye69x,4061.96411,3502.11136,559.85275,0,0,-0.0
thorp1,4032.01722,3476.292,555.7252200000003,0,0,-0.0
dongerated,3714.67954,5606.43199,358.24755000000005,0,0,-2250.0
interpole10,3665.4702,3160.26545,505.20475000000033,0,0,-0.0
alt-co,2779.8436,2880.87966,148.9639400000001,0,0,-250.0
tahiraslam8k,2942.7861,2537.18751,405.5985899999996,0,0,-0.0
legionticket,2634.20719,3152.8227899999997,231.3843999999999,0,0,-750.0
olmops,2199.28212,1896.15927,303.12284999999974,0,0,-0.0
maximumstudent1839,2199.28212,1896.15927,303.12284999999974,0,0,-0.0
shibeceo,2199.28212,1896.15927,303.12284999999974,0,0,-0.0
pinewatch762,2199.28212,1896.15927,303.12284999999974,0,0,-0.0
tserica,2199.28212,1896.15927,303.12284999999974,0,0,-0.0
purple-hawk-4405,2199.28212,1896.15927,303.12284999999974,0,0,-0.0
ikeo1,2199.28212,1896.15927,303.12284999999974,0,0,-0.0
ice-flght,1843.14504,1589.10788,254.03716000000009,0,0,-0.0
abcoathup,1832.7351,1580.13272,252.60238000000004,0,0,-0.0
incompetentdonuts,1832.7351,1580.13272,252.60238000000004,0,0,-0.0
security_raven,1480.0069,1276.02038,203.98652000000016,0,0,-0.0
roy1984,1466.18808,1264.10618,202.0818999999999,0,0,-0.0
chillinewman,1466.18808,1264.10618,202.0818999999999,0,0,-0.0
fattestlion,1466.18808,1264.10618,202.0818999999999,0,0,-0.0
flame_ftw,1466.18808,1264.10618,202.0818999999999,0,0,-0.0
centralbankerscum,1466.18808,1264.10618,202.0818999999999,0,0,-0.0
emergensee13,202.0819,0,202.0818999999999,0,0,-0.0
chubby_fit,1466.18808,1264.10618,202.0818999999999,0,0,-0.0
m_i_n_d_,1466.18808,1264.10618,202.0818999999999,0,0,-0.0
zeroxoia,1466.18808,1264.10618,202.0818999999999,0,0,-0.0
consistentpeachkey,202.0819,0,202.0818999999999,0,0,-0.0
fribben,1466.18808,1264.10618,202.0818999999999,0,0,-0.0
guaranteejazzlike653,202.0819,0,202.0818999999999,0,0,-0.0
bzzking,1264.9218,1440.43983,74.48197000000005,0,0,-250.0
k4yce,520.33502,632.05309,138.28192999999987,0,0,-250.0
gubbie99,1257.82782,1300.0068,207.82101999999986,0,0,-250.0
timbulance,1099.64106,948.07964,151.56141999999988,0,0,-0.0
0x456,1099.64106,948.07964,151.56141999999988,0,0,-0.0
kaijeng,1099.64106,948.07964,151.56141999999988,0,0,-0.0
rv8n8,1099.64106,948.07964,151.56141999999988,0,0,-0.0
kingkai1998,151.56142,0,151.56141999999988,0,0,-0.0
criticalcobraz,990.55494,1352.2730099999999,138.28193,0,0,-500.0
prospero_quant,0,0,123.38553999999999,0,0,-250.0
zepoid,874.00792,1036.24646,87.76146000000006,0,0,-250.0
bottomtimer_tunafish,861.82449,992.16305,119.66143999999997,0,0,-250.0
aminok,733.09404,632.05309,101.04094999999995,0,0,-0.0
oaxaca_locker,733.09404,632.05309,101.04094999999995,0,0,-0.0
voidfactory,733.09404,632.05309,101.04094999999995,0,0,-0.0
yoldark,733.09404,632.05309,101.04094999999995,0,0,-0.0
parakite,733.09404,632.05309,101.04094999999995,0,0,-0.0
nickel62,733.09404,632.05309,101.04094999999995,0,0,-0.0
studdmufin,733.09404,632.05309,101.04094999999995,0,0,-0.0
poojaapriyaa,733.09404,632.05309,101.04094999999995,0,0,-0.0
wytherlanejazz,733.09404,632.05309,101.04094999999995,0,0,-0.0
demapples4u,733.09404,632.05309,101.04094999999995,0,0,-0.0
puddingbuks26,733.09404,632.05309,101.04094999999995,0,0,-0.0
rootpl,733.09404,632.05309,101.04094999999995,0,0,-0.0
megselepgeci,733.09404,632.05309,101.04094999999995,0,0,-0.0
offgridgecko,733.09404,632.05309,101.04094999999995,0,0,-0.0
mimsoo777,733.09404,632.05309,101.04094999999995,0,0,-0.0
uthillygooth,733.09404,632.05309,101.04094999999995,0,0,-0.0
norecommendation9108,733.09404,632.05309,101.04094999999995,0,0,-0.0
beerdrinker_mavech,733.09404,632.05309,101.04094999999995,0,0,-0.0
distinctengineering2,733.09404,632.05309,101.04094999999995,0,0,-0.0
hooftly,733.09404,632.05309,101.04094999999995,0,0,-0.0
