username,contrib,base,voter,voting_bonus_contrib,post_of_the_week,pay2post
physicaljoe3011,733.09404,632.05309,101.04094999999995,0,0,-0.0
thinkingperson,733.09404,632.05309,101.04094999999995,0,0,-0.0
mattie_kadlec,733.09404,632.05309,101.04094999999995,0,0,-0.0
wales-bloke,733.09404,632.05309,101.04094999999995,0,0,-0.0
nethanns,733.09404,632.05309,101.04094999999995,0,0,-0.0
1moreanonaccount,733.09404,632.05309,101.04094999999995,0,0,-0.0
greenwolf_12,733.09404,632.05309,101.04094999999995,0,0,-0.0
shelbyturtle,733.09404,632.05309,101.04094999999995,0,0,-0.0
flashy-butterfly6310,733.09404,632.05309,101.04094999999995,0,0,-0.0
dfeldsyo,733.09404,632.05309,101.04094999999995,0,0,-0.0
shib_army,733.09404,632.05309,101.04094999999995,0,0,-0.0
bapfelbaum,733.09404,632.05309,101.04094999999995,0,0,-0.0
desperate-fondant-41,733.09404,632.05309,101.04094999999995,0,0,-0.0
jesser9,733.09404,632.05309,101.04094999999995,0,0,-0.0
hardciderguy,733.09404,632.05309,101.04094999999995,0,0,-0.0
master-cicada1480,101.04095,0,101.04094999999995,0,0,-0.0
2020visionsloth,733.09404,632.05309,101.04094999999995,0,0,-0.0
dogstunning4845,733.09404,632.05309,101.04094999999995,0,0,-0.0
few-butterscotch1572,101.04095,0,101.04094999999995,0,0,-0.0
alternativewonder471,507.4609,720.21992,37.24097999999998,0,0,-250.0
according_time5120,507.4609,720.21992,37.24097999999998,0,0,-250.0
basoosh,366.54702,316.02654,50.520479999999964,0,0,-0.0
memeycurmudgeon,366.54702,316.02654,50.520479999999964,0,0,-0.0
_-_--_---,0,0,28.403700000000015,0,0,-250.0
physicallodging,128.73045,360.10996,18.62048999999999,0,0,-250.0
arthropal,0.0,0.0,0.0,0,0,-0.0
cuervo_gris,0.0,0.0,0.0,0,0,-0.0
Jenn2895,0.0,0.0,0.0,0,0,-0.0
Legitimate_Towel_919,0.0,0.0,0.0,0,0,-0.0
EchoEnclosure,0.0,0.0,0.0,0,0,-0.0
oneawesomewave,0.0,0.0,0.0,0,0,-0.0
CM19901,0.0,0.0,0.0,0,0,-0.0
Usual-Locksmith4657,0.0,0.0,0.0,0,0,-0.0
MaconBacon01,0.0,0.0,0.0,0,0,-0.0
MickeydaCat,0.0,0,0.0,0,0,-0.0
ifnotme,1500.0,0.0,0.0,0,1500,-0.0
ContributionOk2574,0.0,0.0,0.0,0,0,-0.0
Fatmacassih0511,0.0,0.0,0.0,0,0,-0.0
