user,address,amount,token,block_number,tx_hash,tx_timestamp,processed_at,created_at
aminok,0xbea18a39a1cee253705eb5e966fe23f26dd109ef,60000,DONUT,32527908,0x330cb815de576ae6b9b18b6c2c89d07cd1a307b314738e4469830a49645cc923,2024-02-19 04:34:20,2024-02-19 04:40:05.100466,2024-02-19 04:40:02.514699
defi_mama,0x4aaa3fa3fcb2019d270e3c762a42ddb53b990e88,100,DONUT,32894985,0xf1ae42b441f1a3d6b427669a0bfbf557c36b7da648a7e028c5cbe055f3c03375,2024-03-12 10:28:45,2024-03-12 10:30:07.911053,2024-03-12 10:30:05.836329
defi_mama,0x4aaa3fa3fcb2019d270e3c762a42ddb53b990e88,9400,DONUT,32895026,0xd9c3163676fa061f5996e45c5b3ce50d9574625762355243544ca101acc8149c,2024-03-12 10:32:15,2024-03-12 10:40:06.744505,2024-03-12 10:40:04.665913
