id,owner,liquidity,user,eth_in_lp,donut_in_lp,percent_of_pool
"11151,12344",0x7f25555A0C85B53Cb8934960D0e4ae2DF65CeCaB,7018729995648238111056,MemeyCurmudgeon,0.015351700761888836,628745.9467952985,25.684742121866915
"11215,12476",0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,3129301350451045153774,DBRiMatt,0.020051159739116635,883842.4788365915,11.4515444044406
12389,0x0e066ED845a6853557A0d580b3BA998b0283ACA8,3124555694263625859999,Eth_Man,0.9074603382912266,696884.291442229,11.43417787866621
10320,0xDD4b43fFa5cEeF9e5bF053Ea9a74820b68E506D0,2442176000488968169482,,0.0,710686.8895149705,8.937038584995197
10151,0x439ceE4cC4EcBD75DC08D9a17E92bDdCc11CDb8C,2228164216679413715045,r/EthTrader Multi-Sig Wallet,3.30963393332664,1500080.0319630394,8.153871618664066
12430,0x58edD08A8f51ceA4c0faF176c71ab8C7c40ba1bc,1337281836100304933934,Crypto_Gaming_,0.07325570180568618,426714.3581126395,4.8937256634447195
12133,0x4898c9503caeDb585d4FFB41625A590baA348EE7,1217001559690501812605,,0.0,91973.91805878791,4.453565138129152
"11232,12435",0x93D93069FBc8D0868b93c6bE9383eD9F85392474,960018578403330946512,Paper_cobbler,0.1342671642994256,130443.00844431121,3.513146913156541
11235,0xe1E21819b7F2918980bB85f9F1892e835215a026,922948478910749344019,Humble-Grape1012,0.0,264782.5568949979,3.377490470112108
10922,0x5f9D94CC0071aCaF471Ec711143085E0DCdf453a,855853221911865214859,ALiteralHamSandwich,0.0,207208.21881087188,3.1319582478033396
12431,0xEca23ebdfDf663d499891a833D22956a6f65DFA2,737713531731984437688,Kindly-Wolf6919,0.0817908937724407,43842.1579332061,2.699631106210932
10345,0x9ae5BD9e66a71635E8a1a9feb210AE2851d2A0ae,616532595411443800315,Ropex007,0.0,188612.74053383587,2.2561746544868626
12117,0x0eAfDE159A21Ca316e1fA7f64e7755e15B9C1349,313157654672644511639,Yinyangkarma060910,0.0,47336.76567084633,1.1459870387865878
