user,address,amount,token,block_number,tx_hash,tx_timestamp,processed_at,created_at
,0xcdc458dcf6ae7693108c18bc4ed57fa70dc546e9,13000,DONUT,247575949,0xe4031bb7bf15782ca8bdb3d89a8352a051614476172b8942cb5f468ce8f9fde4,2024-08-28 11:21:35,,2024-08-28 11:40:07.413415
,0xb7c8d39dee1e1cfc87de4aadd503118f876e95fe,7000,DONUT,249933920,0x7f1b5639e4952bc59dc10cf1ebccb5b9c5129c2fa3854faaf5286b830d5efeec,2024-09-04 08:06:01,,2024-09-04 08:20:07.124218
aminok,0xbea18a39a1cee253705eb5e966fe23f26dd109ef,50000,DONUT,253132851,0xe3eb3f0bd75122b9c3c5df0e7b7f01f3b5e6a83b531569416557fab60e99acb0,2024-09-13 15:43:41,2024-09-13 16:00:08.579258,2024-09-13 16:00:07.413092
,0xb7f4b148a08ff36d66ac6be6d7da0d4cf24772a0,23822.94986945001,DONUT,255618306,0x7671ba48ee0138e28f1b906b0c92bcb3fed5dc3e3fc4457d3d14e9bb9010e16d,2024-09-20 21:55:59,,2024-09-20 22:00:07.877475
