username,contrib,base,voter,voting_bonus_contrib,post_of_the_week,pay2post
kirtash93,145696.09213,143844.73629,8101.355839999975,0,6000,-12250.0
bigron1977,104112.56328,105067.21418000001,6195.349100000007,600,0,-7750.0
masterpieceloud4931,77929.75159,77673.56102,4406.190570000006,600,1500,-6250.0
dbrimatt,45661.47592,46921.09726,-2509.621340000005,0,3000,-1750.0
wonderful_bad6531,39281.88375,55094.76212,-3312.8783699999985,0,1500,-14000.0
odd-radio-8500,42170.35785,39097.76576,2722.5920899999983,600,0,-250.0
fattestlion,32250.70932,36289.67091,-2038.961589999999,0,0,-2000.0
siginwanne,35474.83672,42241.57211,2633.2646099999984,600,0,-10000.0
altruisticpops,32209.09778,37840.898530000006,2268.1992500000015,600,0,-8500.0
abdeliq,29812.52804,41445.49645,2517.0315900000023,600,0,-14750.0
inclinedumbbellpress,32774.83195,27804.702149999997,1620.1297999999988,600,5000,-2250.0
extension-survey3014,26602.72068,40125.3841,2377.3365799999992,600,0,-16500.0
creative_ad7831,23056.65608,33136.110329999996,1820.5457500000011,600,0,-12500.0
drrobbe,31037.4802,20475.7459,1211.7343,600,10000,-1250.0
cymandetv,18775.54807,21068.78114,1356.7669300000016,600,0,-4250.0
josefumi12,14246.10235,16044.203169999999,-798.1008199999997,0,0,-1000.0
legendrxl,14882.06492,13334.80221,947.2627100000009,600,0,-0.0
0xmarcaurel,19405.11648,14756.66189,798.4545900000012,600,5000,-1750.0
parishyou,9368.97142,20621.19037,-1252.2189500000004,0,0,-10000.0
mixdealyn,4691.56405,3820.18946,271.3745899999999,600,0,-0.0
basoosh,1939.1839,2337.93318,-148.74928,0,0,-250.0
thorp1,1661.75535,1745.4813,-83.72595000000001,0,0,-0.0
thecryptos,2565.77643,2473.2458500000002,-157.46942000000013,0,1000,-750.0
timbulance,2376.76765,1658.92288,117.84476999999993,600,0,-0.0
bzzking,1465.46723,2635.29732,-169.83008999999993,0,0,-1000.0
reddito321,1522.87627,1623.67848,-100.80221000000006,0,0,-0.0
lisa_ray0810,1421.16626,2022.76135,-101.59509000000003,0,0,-500.0
aminok,1306.15559,1656.17604,-100.02044999999998,0,0,-250.0
tahiraslam8k,1968.93393,1516.3565,102.57742999999982,600,0,-250.0
king__robbo,1858.45619,1174.98819,83.46800000000007,600,0,-0.0
s-u_2,886.44677,931.10954,-44.66277000000002,0,0,-0.0
ill_thought5132,886.26952,930.92336,-44.653839999999946,0,0,-0.0
lce_fight,830.87767,872.74065,-41.86297999999999,0,0,-0.0
0x456,720.09398,756.37523,-36.28125,0,0,-0.0
incompetentdonuts,720.09398,756.37523,-36.28125,0,0,-0.0
lostrapt,528.23273,831.84015,-53.60742000000005,0,0,-250.0
bullinside,0,0,-53.60742000000005,0,0,-250.0
michaelaischmann,553.91845,581.8271,-27.908649999999966,0,0,-0.0
puf88,553.91845,581.8271,-27.908649999999966,0,0,-0.0
flaky_word_7636,526.44963,552.97429,-26.52466000000004,0,0,-0.0
admirral,443.13476,465.46168,-22.326919999999973,0,0,-0.0
jaskidd05,443.13476,465.46168,-22.326919999999973,0,0,-0.0
abysskitten,443.13476,465.46168,-22.326919999999973,0,0,-0.0
epicureanmystic,443.13476,465.46168,-22.326919999999973,0,0,-0.0
j0n82,443.13476,465.46168,-22.326919999999973,0,0,-0.0
darunningdead,414.70214,698.19252,-33.490380000000016,0,0,-250.0
rundown03,332.35107,349.09626,-16.74518999999998,0,0,-0.0
ufonomura808,332.35107,349.09626,-16.74518999999998,0,0,-0.0
owenmichael312,332.35107,349.09626,-16.74518999999998,0,0,-0.0
weallwinoneday,332.35107,349.09626,-16.74518999999998,0,0,-0.0
blackmoobie,0,0,-16.74518999999998,0,0,-0.0
jaded_protection_148,332.35107,349.09626,-16.74518999999998,0,0,-0.0
kironet996,332.35107,349.09626,-16.74518999999998,0,0,-0.0
ice-fight,0,0,-16.74518999999998,0,0,-0.0
qldvaper88,276.95923,290.91355,-13.954319999999996,0,0,-0.0
wales-bloke,276.95923,290.91355,-13.954319999999996,0,0,-0.0
d4rkr4in,254.39259,267.20991,-12.817319999999967,0,0,-0.0
k3surfacer,221.56738,232.73084,-11.163459999999986,0,0,-0.0
mrjune2040,221.56738,232.73084,-11.163459999999986,0,0,-0.0
sophos101,221.56738,232.73084,-11.163459999999986,0,0,-0.0
offgridgecko,221.56738,232.73084,-11.163459999999986,0,0,-0.0
chemicalanybody6229,221.56738,232.73084,-11.163459999999986,0,0,-0.0
arthropal,221.56738,232.73084,-11.163459999999986,0,0,-0.0
heping_qi,221.56738,232.73084,-11.163459999999986,0,0,-0.0
landswipe,221.56738,232.73084,-11.163459999999986,0,0,-0.0
cgi_ocd,221.56738,232.73084,-11.163459999999986,0,0,-0.0
o_my_g,221.56738,232.73084,-11.163459999999986,0,0,-0.0
linkoplus,221.56738,232.73084,-11.163459999999986,0,0,-0.0
security_raven,164.70214,698.19252,-33.49037999999999,0,0,-500.0
verysillyman,166.17553,174.54813,-8.372599999999977,0,0,-0.0
pibo1987,166.17553,174.54813,-8.372599999999977,0,0,-0.0
diamond_hands420,3139.11636,415.92007,-26.803710000000024,0,3000,-250.0
beerdrinker_mavech,143.87478,151.12377,-7.2489900000000205,0,0,-0.0
soupdizzle1,110.78369,116.36542,-5.581729999999993,0,0,-0.0
bicycleoflife,110.78369,116.36542,-5.581729999999993,0,0,-0.0
nave8,110.78369,116.36542,-5.581729999999993,0,0,-0.0
poojaapriyaa,110.78369,116.36542,-5.581729999999993,0,0,-0.0
puddingbuks26,110.78369,116.36542,-5.581729999999993,0,0,-0.0
megselepgeci,110.78369,116.36542,-5.581729999999993,0,0,-0.0
ch40440,110.78369,116.36542,-5.581729999999993,0,0,-0.0
ripple_mcgee,110.78369,116.36542,-5.581729999999993,0,0,-0.0
plug_and_pray,110.78369,116.36542,-5.581729999999993,0,0,-0.0
mrpuffer23,110.78369,116.36542,-5.581729999999993,0,0,-0.0
na7oul,110.78369,116.36542,-5.581729999999993,0,0,-0.0
donut-bot,110.78369,116.36542,-5.581729999999993,0,0,-0.0
maskedbrush,110.78369,116.36542,-5.581729999999993,0,0,-0.0
leviathynx,110.78369,116.36542,-5.581729999999993,0,0,-0.0
f-machine,110.78369,116.36542,-5.581729999999993,0,0,-0.0
distinctengineering2,110.78369,116.36542,-5.581729999999993,0,0,-0.0
lostaga1n,110.78369,116.36542,-5.581729999999993,0,0,-0.0
thinkingperson,110.78369,116.36542,-5.581729999999993,0,0,-0.0
olmops,110.78369,116.36542,-5.581729999999993,0,0,-0.0
jned99,110.78369,116.36542,-5.581729999999993,0,0,-0.0
nethanns,110.78369,116.36542,-5.581729999999993,0,0,-0.0
taykeshi,110.78369,116.36542,-5.581729999999993,0,0,-0.0
edhuge,110.78369,116.36542,-5.581729999999993,0,0,-0.0
greenwolf_12,110.78369,116.36542,-5.581729999999993,0,0,-0.0
satoshiwife,110.78369,116.36542,-5.581729999999993,0,0,-0.0
alterise,110.78369,116.36542,-5.581729999999993,0,0,-0.0
ryan1064,110.78369,116.36542,-5.581729999999993,0,0,-0.0
thecryptobaron,110.78369,116.36542,-5.581729999999993,0,0,-0.0
mokhlis_jones,110.78369,116.36542,-5.581729999999993,0,0,-0.0
getblockio,110.78369,116.36542,-5.581729999999993,0,0,-0.0
watchface38,110.78369,116.36542,-5.581729999999993,0,0,-0.0
cryptochronolite,110.78369,116.36542,-5.581729999999993,0,0,-0.0
oppositebumblebee914,110.78369,116.36542,-5.581729999999993,0,0,-0.0
fallini47,110.78369,116.36542,-5.581729999999993,0,0,-0.0
weedrambo,110.78369,116.36542,-5.581729999999993,0,0,-0.0
commo64dor,110.78369,116.36542,-5.581729999999993,0,0,-0.0
phambidge,110.78369,116.36542,-5.581729999999993,0,0,-0.0
swaggy18,0,0,-5.581729999999993,0,0,-0.0
knownpride,110.78369,116.36542,-5.581729999999993,0,0,-0.0
itoxical,110.78369,116.36542,-5.581729999999993,0,0,-0.0
ceramicdrip,110.78369,116.36542,-5.581729999999993,0,0,-0.0
chiurro,82.35107,349.09626,-16.745189999999994,0,0,-250.0
icy-profile-1655,74.26364,346.60006,-22.336420000000004,0,0,-250.0
deltav8,71.80445,75.42225,-3.6178000000000026,0,0,-0.0
jake123194,55.39185,58.18271,-2.790860000000002,0,0,-0.0
foreignger,55.39185,58.18271,-2.790860000000002,0,0,-0.0
consistent-stage-217,16.4126,17.23954,-0.8269400000000005,0,0,-0.0
erizi0n,0,440.69088,0,0,0,-500.0
goonzoo,0,174.54813,0,0,0,-250.0
99mushroom99,0,116.36542,0,0,0,-250.0
imdoubleb,0,116.36542,0,0,0,-250.0
thegamebegins25,0,116.36542,0,0,0,-250.0
wallstlegends,0,116.36542,0,0,0,-250.0
flaky-sir685,0,116.36542,0,0,0,-250.0
aitalianstallion,0,87.68288,0,0,0,-250.0
savi321,0,324.32546,0,0,0,-500.0
atorcran,0,232.73084,0,0,0,-500.0
physicallodging,0,138.64003,0,0,0,-500.0
criticalcobraz,0,554.5601,0,0,0,-1000.0
blizzardboy123,0,349.09626,0,0,0,-2000.0
Gapkh,0.0,0.0,0.0,0,0,-0.0
002_timmy,0.0,0.0,0.0,0,0,-0.0
RollWooden,0.0,0.0,0.0,0,0,-0.0
Klutzy_Beyond_9206,0.0,0.0,0.0,0,0,-0.0
Cashmoneyboy98,0.0,0.0,0.0,0,0,-0.0
Barbarossabros,0.0,0.0,0.0,0,0,-0.0
econoDoge,0.0,0.0,0.0,0,0,-0.0
Simple_Mastodon9220,0.0,0.0,0.0,0,0,-0.0
zkrooky,0.0,0.0,0.0,0,0,-0.0
Orchid_Significant,0.0,0.0,0.0,0,0,-0.0
Dark_Raiden_,0.0,0.0,0.0,0,0,-0.0
Odd_Barracuda9803,0.0,0.0,0.0,0,0,-0.0
Curious-Still,0.0,0.0,0.0,0,0,-0.0
