id,owner,liquidity,user,eth_in_lp,donut_in_lp,percent_of_pool
"11151,23168,28015",0x7f25555a0c85b53cb8934960d0e4ae2df65cecab,7276279123444470779879,MemeyCurmudgeon,0.3485958183481085,723224.4328606898,31.900472597412232
28817,0x0e066ed845a6853557a0d580b3ba998b0283aca8,2755403010223358505212,Eth_Man,0.058522973748437915,320524.4525042679,12.080165800573033
10320,0xdd4b43ffa5ceef9e5bf053ea9a74820b68e506d0,2442176000488968169482,,0.09390521871174386,679376.9365624007,10.706924138003167
10151,0x439cee4cc4ecbd75dc08d9a17e92bddcc11cdb8c,2228164216679413715045,r/EthTrader Multi-Sig Wallet,3.901863255118908,1272396.1481677524,9.768659273624493
"27565,27984",0xfedd14d3a32faabfbd6e290faa73aec58e894650,2129315199860734648925,DBRiMatt,0.8622267158217121,18136.536554143575,9.33528799981708
28454,0x88aa8b8cc105bc1c644518608086bc1553947c3e,1507194869582530064772,,0.8915585466264028,110785.73280348515,6.607804321464432
"12435,15863,23022",0x93d93069fbc8d0868b93c6be9383ed9f85392474,1131238918076244324397,Paper_cobbler,0.5096140586088123,51798.18815767807,4.959548073265017
15860,0xe1e21819b7f2918980bb85f9f1892e835215a026,869290775881109380806,Humble-Grape1012,0.2910436692252855,162915.6419011277,3.811121880389224
28897,0xe62acf6a60a90161071612a429335e8f2edd1465,659118964860836148123,,0.03403560389243188,0.0,2.8896921242658924
12117,0x0eafde159a21ca316e1fa7f64e7755e15b9c1349,313157654672644511639,Yinyangkarma060910,0.05820187383944282,26103.626667003406,1.3729375979223752
24257,0x230c1f68abe6033cba3fe0d2c0d7097e9923c3bc,285920947173035272149,,0.0,220.38662887628107,1.253527137370429
12160,0x35162a2ed27a8e2dc96471ab6fb63e0fd5058d46,255600824181818749721,Soaring_Eagle590,0.055426622513358614,24989.847914007485,1.1205984472772976
10319,0xe86b79c26338fc514013eecb042a9f42ff9d12af,184332395022271176408,,0.003915100576884611,51815.65323611535,0.808145264421865
20941,0x12985951fa7051f0b1ae2c0749c8285bd742a82b,176380389199478512735,Haruhi4,0.15582172042220727,100722.0804871524,0.7732822885050787
12264,0xeca23ebdfdf663d499891a833d22956a6f65dfa2,168886004795825657362,Kindly-Wolf6919,0.14772814521417116,96442.40975656634,0.7404256044434552
27458,0x0c4b8b79e0eba3e407bc175176db496474046e9a,116745686427822477516,0xMarcAurel,0.20443991544986528,66667.77996611832,0.5118333845601344
28547,0x58edd08a8f51cea4c0faf176c71ab8c7c40ba1bc,73778960676960085482,Crypto_Gaming_,0.0444940893844411,10218.529352705402,0.3234597894626631
27785,0x823203809d31109e99f27092de19f60a22df61c5,55327258489556793195,Wonderful_Bad6531,0.09688666359995127,31594.704763595288,0.242564319399081
11918,0x8d23dbae8e5c52d9ac2bb5f393c4ff2e228abae6,37673432651864763160,BuddhaIvan,0.0659720596256473,21513.463969871693,0.1651668779567591
24522,0x7b34db486502f78afb65769f7b53f57337b87084,25118321238731380834,vanboiDallas,0.0439861002784339,14343.850849661363,0.11012308692053478
11084,0xdf2ffb4a4c766a322f1fbe6a6e344ca018bdec9e,22040020818175638771,Huelino,0.00674854771186626,4935.1683551723345,0.09662728274005206
12368,0x1b036f17f5dcb000005e14773f8636b4dde76e39,19420562577934090692,,0.005589616967070023,0.0,0.08514312244393984
10485,0xdb721582dc092c59692221d89103061c8b955d7c,17531494615859564964,whaterloowhorks,0.030700382914721012,10011.383386313895,0.07686112009954921
21805,0xd92eac431b6b63c95fdecf91784eeaa47d391dbd,11859946881270124613,hnr01,0.01154949240815712,6772.626649540091,0.05199606887999966
10298,0x5ed61dee19b3355cf125a5cb95bec8f344523628,11246398835120924872,DrRobbe,0.019694199394588028,6422.271056794846,0.04930616758548843
11096,0x1a86440fd49a1e85c46c66ba64c46b98b0e3b6ab,8779210294839764061,evil_betty_,0.00048717858860036496,5013.370987238427,0.03848958412481557
22535,0x7ea45e32a4f75f79615e1c77fa017f2ac4fe66ab,7620914543019724420,Savi321,0.006928058213687245,4275.929763834323,0.03341141418881364
16655,0x527a12dbc1fe652568457d64826541f25241d5a8,7595209121609858683,,0.0017629561069119207,4337.254300433559,0.0332987171526804
11875,0xff98aa744a746933f366ca2cf0eb1338f9e5eb36,4827465707478737818,PineapplePie135,0.008453645794307275,2756.7307317958016,0.021164448876099792
"10302,12674",0x6b82a00010676e509e520ff4594eeb2005de93de,4439414593844977513,CapnPratt,0.0006462577815542065,1104.726842332643,0.019463165334490818
28426,0xaf29faca9278f3fe68badd745bb7f5b1538a17ff,1499144468190579549,Gubbie99,0.001128935980721987,110.19399139328749,0.006572509962267212
10344,0x0b3ab5a8d926d07275291c074225f258d00b4f08,1286606737294797967,The_Nutcrack,0.0004846175379324561,734.7172094203676,0.00564070760211428
12420,0x3808699baf43ba988d1e9acd64237dea36c61593,65162551889730903,,0.00011410979717070925,37.21116217943656,0.000285683955448892
