username,contrib,base,voter,voting_bonus_contrib,post_of_the_week,pay2post
kirtash93,151348.48013,146369.94131,6728.538820000016,0,11000,-12750.0
masterpieceloud4931,74292.18355,75453.81196,3838.371589999995,0,0,-5000.0
creative_ad7831,49428.73412,61969.07418,2459.6599399999977,0,0,-15000.0
dbrimatt,48540.10059,47043.82241,2996.278180000001,0,500,-2000.0
odd-radio-8500,46372.85215,44952.77462,3420.0775300000023,0,0,-2000.0
bigron1977,44295.69937,42351.38806,2944.3113100000046,0,0,-1000.0
siginwanne,40797.64092,53391.12622,2906.5146999999997,0,0,-15500.0
drrobbe,38472.74091,33375.962719999996,1846.7781899999973,0,5000,-1750.0
abdeliq,31572.66542,44777.0608,2295.604620000002,0,0,-15500.0
wonderful_bad6531,29842.5088,34020.21718,1822.29162,0,0,-6000.0
cymandetv,25983.57073,32468.63364,2014.9370899999994,0,0,-8500.0
extension-survey3014,24015.60876,36002.424589999995,1763.1841700000004,0,0,-13750.0
0xmarcaurel,25522.80262,22094.80958,927.9930399999976,0,4500,-2000.0
josefumi12,8741.75707,11067.74803,674.0090399999999,0,0,-3000.0
reddito321,6508.13048,6240.6695899999995,267.4608899999994,0,0,-0.0
cassmach,0,0,521.7377399999996,0,0,-5000.0
aminok,5990.64579,6739.64008,251.00570999999945,0,0,-1000.0
bzzking,9384.95643,4696.74948,188.20694999999978,0,5000,-500.0
mixdealyn,4314.72214,3969.03546,345.6866799999998,0,0,-0.0
lorem_epsom_dollar,4157.36504,4088.11695,319.2480899999996,0,0,-250.0
king__robbo,4123.07337,3792.7412,330.33217000000013,0,0,-0.0
timbulance,3902.38636,3589.73517,312.65119000000004,0,0,-0.0
0x456,7959.69163,3054.1205900000004,155.5710399999998,0,5000,-250.0
dangly_bits,214.25711,0,214.25711,0,0,-0.0
thorp1,2473.4458,2275.2784,198.16739999999982,0,0,-0.0
ninadpathak,2192.39518,2586.7341100000003,105.66107000000011,0,0,-500.0
alarmingadvertising5,2152.56826,2448.0975,204.47075999999993,0,0,-500.0
fattestlion,1859.61076,1710.62256,148.9882,0,0,-0.0
jned99,1671.90714,1537.95737,133.94976999999994,0,0,-0.0
flaky_word_7636,1671.83912,1537.8948,133.94432000000006,0,0,-0.0
xc0dex,1484.06748,1365.16704,118.90043999999989,0,0,-0.0
nethanns,1251.74908,1151.46152,100.28755999999998,0,0,-0.0
pinewatch762,1236.7229,1137.6392,99.08369999999991,0,0,-0.0
