username,points,contrib,comment_score,post_score,offchain_tips,funded,voting,pay2post,eligible_comments,eligible_posts,eligibility_reason,multiplier,address
drdent19,3942.7747,3831.5598,0.0,4188.7747,4.0,0.0,0.0,-250.0,1,1,,1.0,0x9372fE6d14d57988B7EC923815Cc9243B313D532
hooftly,3780.9582,3923.4431,3775.9582,0.0,5.0,0.0,0.0,0,1,1,,1.0,0x4CF8e4D37F561815F208565a5b6Ca8a85b143205
wisechest8227,3388.0521,3402.5032,1945.6002,2443.4519,-1.0,0.0,0.0,-1000.0,1,1,,1.0,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082
tahiraslam8k,3170.2127,3345.9907,3220.2127,0.0,-50.0,0.0,0.0,0,1,1,,1.0,0x01761f6FF1CFa8f81FbFC830df947a11a1C34F6D
abcoathup,3145.7666,3138.7545,3020.7666,0.0,125.0,0.0,0.0,0,1,1,,1.0,0x13ebd3443fa5575F0Eb173e323D8419F7452CfB1
0x456,3041.0019,3153.5459,3035.0019,0.0,6.0,0.0,0.0,0,1,1,,1.0,0x456029D4d417ab7BD4D5d2b0404215E56a25C000
abeecrombie,3033.7666,3138.7545,3020.7666,0.0,13.0,0.0,0.0,0,1,1,,1.0,0x1056d9f262E7b3d219e1f939447B349bA0a94B1C
buy_ether,3024.7666,3138.7545,3020.7666,0.0,4.0,0.0,0.0,0,1,1,,1.0,0x1dB134f30512f72482C4afA8213c4610D53b310a
phatom_user_01,2553.5164,2471.0399,0.0,2792.5164,11.0,0.0,0.0,-250.0,1,1,,1.0,0x49C6e1f7d2A1B346a35939eb8effDd4e7EA47D36
mattg1981,2452.44,6617.7686,0.0,7048.1719,4.0,0.0,0.0,-250.0,1,1,,0.3601615385714414,0xb15095113a31A41469dbD6e9314D9B19C6Bb2d78
2020visionsloth,2328.0419,2439.7539,2348.0419,0.0,-20.0,0.0,0.0,0,1,1,,1.0,0x0431A561C0Dc7D3DcEffd9df42D0E241E7959fCc
cxgamer,2275.5749,2354.0659,2265.5749,0.0,10.0,0.0,0.0,0,1,1,,1.0,0x666411216a8f4e23521f3910A0FB042d7BdE1456
alterise,2272.5749,2354.0659,2265.5749,0.0,7.0,0.0,0.0,0,1,1,,1.0,0x741b3D83Ed80dD01b2Ab2b1886Ccc22E6c86D79F
pinewatch762,2268.5749,2354.0659,2265.5749,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x14f40e47227c9F75FD3165292D9F9ff28a4BE577
bottomtimer_tunafish,2265.5749,2354.0659,2265.5749,0.0,0.0,0.0,0.0,0,1,1,,1.0,0xcbe8B4E8A16437D94e065A8C3E4797896C228Cee
thewoodser,1666.6117,1728.5906,1663.6117,0.0,3.0,0.0,0.0,0,1,1,,1.0,0xd332f7394F24e867f9dDf3DC1B2E63bDaaefdFf3
denaneha,1658.156,1685.6292,1510.3833,375.8727,21.9,0.0,0.0,-250.0,1,1,,1.0,0x7dF9cf2BbA031194C518cEDFf5Beac23E2f46969
gubbie99,1633.8633,8666.9801,3832.0312,3999.7562,10.69,0.0,0.7939,-500.0,1,1,,0.2213645161371458,0xaF29FACA9278f3FE68BaDd745BB7f5b1538A17Ff
kaijeng,1553.2083,1592.0547,1532.2083,0.0,21.0,0.0,0.0,0,1,1,,1.0,0x33de26d9083f338c9C4AC0F81c59D2C0DfBE3cE1
xcreampye69x,1528.107,1580.5198,1521.107,0.0,7.0,0.0,0.0,0,1,1,,1.0,0xe64C85059F9560fd475cc4d3DDe881334917D4eB
thinkingperson,1521.3833,1569.3772,1510.3833,0.0,11.0,0.0,0.0,0,1,1,,1.0,0x3B753afeE5EF08832Aff91C1556e080b4EFb680d
snoocalculations1742,1512.3833,1569.3772,1510.3833,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xDcae928B358377FCEEaF6D681dC589300258C8d9
legionticket,1426.4759,4400.9371,1510.3833,4188.7747,12.0,0.0,0.0,-1250.0,1,1,,0.3179199041502929,0x4a5008a960Df61CE7CF1EFDe0CBc268C390ff94F
echoenclosure,1222.8057,3961.0297,3812.1319,0.0,6.0,0.0,0.0,0,1,1,,0.31919297924075685,0x42e84F0bCe28696cF1D254F93DfDeaeEB6F0D67d
thorp1,855.6286,907.9632,873.8323,0.0,-18.2037,0.0,0.0,0,1,1,,1.0,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13
quintavious_danilo,801.3653,822.2752,791.3653,0.0,10.0,0.0,0.0,0,1,1,,1.0,0x27DFE0C3584F76C36953B27524F51c36aCcDCb71
according_time5120,800.1937,770.3899,0.0,1047.1937,3.0,0.0,0.0,-250.0,1,1,,1.0,0xeDDf642049e08c287335a9aa87854E3442ff99B4
upvotes_are_useless,765.1916,784.6886,755.1916,0.0,10.0,0.0,0.0,0,1,1,,1.0,0x8Ff6F3A1444e2c834e7E14DbBa3725e42d74CFeD
xennenial,757.1916,784.6886,755.1916,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xA7B6f89a7da755ab2910f08624FaDfD555cb7BFe
rv8n8,757.1916,784.6886,755.1916,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x3e38717ca367cDad980613466ea2395621EE17E8
datawarrior123,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xF204ea7af56F5C3F0B8316d188708D7123D67c67
tcr0wn,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x9E3508a1dE57a459835a2DFDc451afa7677962DD
xeritos,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x1348C0c2E2836E40234fF13dB5483D796827c1A4
cm19901,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x676eDd42FcB0dC9852036cf6eCa52d3BE9204DFb
mattie_kadlec,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xF443e10e9d0FadD4b5153320B3F27840c2c7e5DC
owenmichael312,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x830B6B75E9691B8237c4C3a5Fa7b765F297d7AF7
shleek81,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x8E46703357b91459Cdd68c2FbA6b1DAE17D69b2d
hereticlaserhaggis,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x07ae19C1e2498424669D01e280F43d9bDB1c9666
ma78l,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x55358E4456aE69A250818ADD1701abad79C3e229
wise-grapefruit-1443,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x0cCE45f35d6ee94819Ce16D2830A513739EF91E9
desperate-fondant-41,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xDaB5762B13dFC77FE26CECCF7989A5E0ecAA41F9
jbrev01,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x82351f8776b2a1ED4EDaAe0CF319753A5806EEd7
andys811,756.1916,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x784d4Ce36Fe81ED4118AED9cd5125c7ea086d41e
qldvaper88,755.1916,784.6886,755.1916,0.0,0.0,0.0,0.0,0,1,1,,1.0,0x233aB8F258590F31E0Ae07FA47477E3D09e74F65
bapfelbaum,755.1916,784.6886,755.1916,0.0,0.0,0.0,0.0,0,1,1,,1.0,0x94D7923914498FeC496E6F15cC7d30099f204EaC
security_raven,445.7653,1360.4261,650.5221,0.0,-12.0,0.0,0.1077,0,1,1,,0.7035725802692895,0xFBddB66A587515789f4bF2bFA5e19FE98e980104
zepoid,378.5958,392.3443,377.5958,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x63f0a3c5bf80D358109E962443E6c7a22822F54c
timbulance,375.6583,1041.3873,377.5958,0.0,-2.0,0.0,0.0625,0,1,1,,1.0,0xf8b2808E19413E0b14C2966dD6afB497c7F5A919
uthillygooth,195.5193,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,0.25757608711412705,0xAf79312EB821871208ac76A80c8E282f8796964e
incompetentdonuts,173.3696,1177.0329,1132.7875,0,3.0,0.0,0.0,0,1,0,comments only,0.1503985726632011,0x2A043F315F24762937CBCf0EB6CB313a43bDE534
gabfrommars,147.2582,110.5199,0.0,1396.2582,1.0,0.0,0.0,-1250.0,1,1,,1.0,0xce1EeFfa0390b7A97BA342EebF682170A1fD02C3
ogauditcrypto,100.0,14.7485,0,0,100.0,0.0,0.0,0,0,0,karma and/or age,1.0,0x096f19a5c9eCe639eA00C84E1dE8A984401430E9
chiurro,83.4669,85.688,82.4669,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xd26b84a7c98ca65e53025f01169CCB8D156CA711
puddingbuks26,76.5192,784.6886,755.1916,0.0,1.0,0.0,0.0,0,1,1,,0.10000000000000009,0x6361d1737dccFD7a68a969A7f06F9D97a740c162
drymybottom,11.0,0.0,0,0,11.0,0.0,0.0,-2000.0,0,0,perma ban,1.0,0x032679C03b339E32A43e2Eb525A3DfCffB1252E9
dongerated,11.0,0.0,0.0,2472.2497,11.0,0.0,0.0,-2500.0,1,1,,0.10000000000000009,0xAeE1c7b2d3Ea82C4A1014696B6A5e3371fC698FC
Pizzatimedudes,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0,1,1,,1.0,0x60BD73DF813ABE085858CC5191B0451E733aB56B
nefarious-technology,5.0,29.497,0,0,5.0,0.0,0.0,0,0,0,karma and/or age,1.0,0x2EA116c74AF8cE5C6CC550fB01f45191eB956967
invisibleedge7,4.0,117.9879,0,0,4.0,0.0,0.0,0,0,0,deleted or shadow ban,1.0,0xCCa183a34C5B6988Ae5449A62bc3781877a7eaBE
itzdurjoy,1.0,0.0,0.0,0,1.0,0.0,0.0,-250.0,1,0,comments only,1.0,0xcd6976933c076786B3ed1836e49383C12ae254aE
aminok,1.0,392.3443,377.5958,0.0,-376.5958,0.0,0.0,0,1,1,,1.0,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF
emergensee13,1.0,14.7485,0,0,1.0,0.0,0.0,0,0,0,karma and/or age,1.0,0xC73d8C34297F3d78Cb1d0708c6D458AC068fFC53
vincex80,1.0,14.7485,0,0,1.0,0.0,0.0,0,0,0,karma and/or age,1.0,0x6818e4593F63001E10d067E0623D8aDe672b8b95
