username,contrib,base,voter,voting_bonus_contrib,post_of_the_week,pay2post
masterpieceloud4931,145531.63587,131802.06573,14229.570139999996,0,3000,-3500.0
kirtash93,143640.16125,120719.96931000001,13920.191940000004,0,13000,-4000.0
0xmarcaurel,64119.47296,61078.62404,6040.848919999997,0,0,-3000.0
dbrimatt,59397.25024,52067.05767,6830.192569999999,0,1500,-1000.0
creative_ad7831,44846.87825,54238.59343,-891.7151799999992,0,0,-8500.0
odd-radio-8500,50094.45873,42854.55792,7239.900809999999,0,0,-0.0
siginwanne,44142.37727,45024.894140000004,5267.4831300000005,600,0,-6750.0
cymandetv,33701.99756,35444.77205,3257.225510000004,500,0,-5500.0
malixshak,23103.53527,28399.3292,-45.79392999999982,0,0,-5250.0
donut-bot,20401.90412,19634.98264,766.9214800000009,0,0,-0.0
obolli,16662.06543,19052.063990000002,-389.99856,0,0,-2000.0
coinfeeds-bot,14124.39516,13593.44952,530.9456399999999,0,0,-0.0
drrobbe,20580.6715,13556.675079999999,1673.9964199999995,600,5000,-250.0
mixdealyn,12331.72474,11030.07699,1451.64775,600,0,-750.0
drymybottom,0,0,284.1722600000003,0,0,-2000.0
bzzking,10449.53122,7851.67404,-152.14282000000003,0,3000,-250.0
gubbie99,8666.9801,7831.78738,835.19272,500,0,-500.0
king__robbo,8641.37127,6879.19169,1162.17958,600,0,-0.0
mattg1981,6617.76861,7048.17187,-180.40326000000005,0,0,-250.0
lorem_epsom_dollar,6510.52579,5056.31011,854.2156799999993,600,0,-0.0
legionticket,4400.93706,5699.15794,-48.22087999999985,0,0,-1250.0
drdent19,3831.55982,4188.77466,-107.2148400000001,0,0,-250.0
echoenclosure,3961.02968,3812.13188,148.8978000000002,0,0,-0.0
hooftly,3923.4431,3775.9582,147.48489999999993,0,0,-0.0
wisechest8227,3402.50318,4389.0521,13.45107999999982,0,0,-1000.0
tahiraslam8k,3345.99074,3220.21267,125.7780700000003,0,0,-0.0
0x456,3153.54586,3035.00192,118.54394000000002,0,0,-0.0
abeecrombie,3138.75448,3020.76656,117.98792000000003,0,0,-0.0
abcoathup,3138.75448,3020.76656,117.98792000000003,0,0,-0.0
buy_ether,3138.75448,3020.76656,117.98792000000003,0,0,-0.0
invisibleedge7,117.98792,0,117.98792000000003,0,0,-0.0
phatom_user_01,2471.03988,2792.51644,-71.47656000000006,0,0,-250.0
2020visionsloth,2439.75386,2348.04185,91.71200999999974,0,0,-0.0
alterise,2354.06586,2265.57492,88.49094000000014,0,0,-0.0
pinewatch762,2354.06586,2265.57492,88.49094000000014,0,0,-0.0
bottomtimer_tunafish,2354.06586,2265.57492,88.49094000000014,0,0,-0.0
cxgamer,2354.06586,2265.57492,88.49094000000014,0,0,-0.0
thewoodser,1728.59056,1663.61166,64.97890000000007,0,0,-0.0
denaneha,1685.62921,1886.25599,49.37321999999995,0,0,-250.0
kaijeng,1592.05474,1532.20832,59.84642000000008,0,0,-0.0
