username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address
drdent19,0,0,0.0,1,3.0,4188.77466,1,250,3938.77466,0x9372fE6d14d57988B7EC923815Cc9243B313D532
echoenclosure,4,5.0479,3812.13188,0,0,0.0,0,0,3812.13188,0x42e84F0bCe28696cF1D254F93DfDeaeEB6F0D67d
hooftly,3,5.0,3775.9582,0,0,0.0,0,0,3775.9582,0x4CF8e4D37F561815F208565a5b6Ca8a85b143205
wisechest8227,5,2.5763,1945.60022,2,1.75,2443.45188,4,1000,3389.05211,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082
tahiraslam8k,5,4.2641,3220.21267,0,0,0.0,0,0,3220.21267,0x01761f6FF1CFa8f81FbFC830df947a11a1C34F6D
0x456,5,4.01885,3035.00192,0,0,0.0,0,0,3035.00192,0x456029D4d417ab7BD4D5d2b0404215E56a25C000
abeecrombie,3,4.0,3020.76656,0,0,0.0,0,0,3020.76656,0x1056d9f262E7b3d219e1f939447B349bA0a94B1C
abcoathup,6,4.0,3020.76656,0,0,0.0,0,0,3020.76656,0x13ebd3443fa5575F0Eb173e323D8419F7452CfB1
buy_ether,3,4.0,3020.76656,0,0,0.0,0,0,3020.76656,0x1dB134f30512f72482C4afA8213c4610D53b310a
invisibleedge7,3,4.0,3020.76656,0,0,0.0,0,0,3020.76656,0xCCa183a34C5B6988Ae5449A62bc3781877a7eaBE
phatom_user_01,0,0,0.0,1,2.0,2792.51644,1,250,2542.51644,0x49C6e1f7d2A1B346a35939eb8effDd4e7EA47D36
2020visionsloth,4,3.1092,2348.04185,0,0,0.0,0,0,2348.04185,0x0431A561C0Dc7D3DcEffd9df42D0E241E7959fCc
alterise,3,3.0,2265.57492,0,0,0.0,0,0,2265.57492,0x741b3D83Ed80dD01b2Ab2b1886Ccc22E6c86D79F
pinewatch762,3,3.0,2265.57492,0,0,0.0,0,0,2265.57492,0x14f40e47227c9F75FD3165292D9F9ff28a4BE577
bottomtimer_tunafish,3,3.0,2265.57492,0,0,0.0,0,0,2265.57492,0xcbe8B4E8A16437D94e065A8C3E4797896C228Cee
cxgamer,3,3.0,2265.57492,0,0,0.0,0,0,2265.57492,0x666411216a8f4e23521f3910A0FB042d7BdE1456
thewoodser,1,2.2029,1663.61166,0,0,0.0,0,0,1663.61166,0xd332f7394F24e867f9dDf3DC1B2E63bDaaefdFf3
denaneha,2,2.0,1510.38328,1,0.2692,375.87271,1,250,1636.25599,0x7dF9cf2BbA031194C518cEDFf5Beac23E2f46969
kaijeng,4,2.0289,1532.20832,0,0,0.0,0,0,1532.20832,0x33de26d9083f338c9C4AC0F81c59D2C0DfBE3cE1
xcreampye69x,5,2.0142,1521.107,0,0,0.0,0,0,1521.107,0xe64C85059F9560fd475cc4d3DDe881334917D4eB
thinkingperson,1,2.0,1510.38328,0,0,0.0,0,0,1510.38328,0x3B753afeE5EF08832Aff91C1556e080b4EFb680d
snoocalculations1742,1,2.0,1510.38328,0,0,0.0,0,0,1510.38328,0xDcae928B358377FCEEaF6D681dC589300258C8d9
itzdurjoy,0,0,0.0,1,1.0,1396.25822,1,250,1146.25822,0xcd6976933c076786B3ed1836e49383C12ae254aE
incompetentdonuts,3,1.5,1132.78746,0,0,0.0,0,0,1132.78746,0x2A043F315F24762937CBCf0EB6CB313a43bDE534
thorp1,3,1.1571,873.83225,0,0,0.0,0,0,873.83225,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13
according_time5120,0,0,0.0,1,0.75,1047.19367,1,250,797.19367,0xeDDf642049e08c287335a9aa87854E3442ff99B4
quintavious_danilo,2,1.0479,791.36532,0,0,0.0,0,0,791.36532,0x27DFE0C3584F76C36953B27524F51c36aCcDCb71
datawarrior123,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0xF204ea7af56F5C3F0B8316d188708D7123D67c67
tcr0wn,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x9E3508a1dE57a459835a2DFDc451afa7677962DD
puddingbuks26,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x6361d1737dccFD7a68a969A7f06F9D97a740c162
xeritos,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x1348C0c2E2836E40234fF13dB5483D796827c1A4
cm19901,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x676eDd42FcB0dC9852036cf6eCa52d3BE9204DFb
uthillygooth,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0xAf79312EB821871208ac76A80c8E282f8796964e
qldvaper88,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x233aB8F258590F31E0Ae07FA47477E3D09e74F65
mattie_kadlec,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0xF443e10e9d0FadD4b5153320B3F27840c2c7e5DC
owenmichael312,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x830B6B75E9691B8237c4C3a5Fa7b765F297d7AF7
shleek81,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x8E46703357b91459Cdd68c2FbA6b1DAE17D69b2d
hereticlaserhaggis,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x07ae19C1e2498424669D01e280F43d9bDB1c9666
ma78l,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x55358E4456aE69A250818ADD1701abad79C3e229
bapfelbaum,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x94D7923914498FeC496E6F15cC7d30099f204EaC
wise-grapefruit-1443,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x0cCE45f35d6ee94819Ce16D2830A513739EF91E9
desperate-fondant-41,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0xDaB5762B13dFC77FE26CECCF7989A5E0ecAA41F9
xennenial,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0xA7B6f89a7da755ab2910f08624FaDfD555cb7BFe
jbrev01,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x82351f8776b2a1ED4EDaAe0CF319753A5806EEd7
andys811,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x784d4Ce36Fe81ED4118AED9cd5125c7ea086d41e
nefarious-technology,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x2EA116c74AF8cE5C6CC550fB01f45191eB956967
rv8n8,2,1.0,755.19164,0,0,0.0,0,0,755.19164,0x3e38717ca367cDad980613466ea2395621EE17E8
upvotes_are_useless,1,1.0,755.19164,0,0,0.0,0,0,755.19164,0x8Ff6F3A1444e2c834e7E14DbBa3725e42d74CFeD
security_raven,2,0.8614,650.52208,0,0,0.0,0,0,650.52208,0xFBddB66A587515789f4bF2bFA5e19FE98e980104
aminok,1,0.5,377.59582,0,0,0.0,0,0,377.59582,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF
timbulance,1,0.5,377.59582,0,0,0.0,0,0,377.59582,0xf8b2808E19413E0b14C2966dD6afB497c7F5A919
emergensee13,1,0.5,377.59582,0,0,0.0,0,0,377.59582,0xC73d8C34297F3d78Cb1d0708c6D458AC068fFC53
zepoid,1,0.5,377.59582,0,0,0.0,0,0,377.59582,0x63f0a3c5bf80D358109E962443E6c7a22822F54c
vincex80,1,0.5,377.59582,0,0,0.0,0,0,377.59582,0x6818e4593F63001E10d067E0623D8aDe672b8b95
ogauditcrypto,1,0.5,377.59582,0,0,0.0,0,0,377.59582,0x096f19a5c9eCe639eA00C84E1dE8A984401430E9
gabfrommars,0,0,0.0,1,1.0,1396.25822,5,1250,146.25822,0xce1EeFfa0390b7A97BA342EebF682170A1fD02C3
chiurro,1,0.1092,82.46693,0,0,0.0,0,0,82.46693,0xd26b84a7c98ca65e53025f01169CCB8D156CA711
dongerated,0,0,0.0,3,1.77062,2472.24971,10,2500,-27.75029,0xAeE1c7b2d3Ea82C4A1014696B6A5e3371fC698FC
