user,points,funded,tips
Odd-Radio-8500,-21.00000,0,-21.00000
SigiNwanne,49.69000,0,49.69000
Malixshak,1.00000,0,1.00000
CymandeTV,8.00000,0,8.00000
kirtash93,-420.00000,0,-420.00000
MasterpieceLoud4931,101.00000,0,101.00000
xcreampye69x,7.00000,0,7.00000
legionticket,12.00000,0,12.00000
Security_Raven,-12.00000,0,-12.00000
emergensee13,1.00000,0,1.00000
Gubbie99,10.69000,0,10.69000
DBRiMatt,1.38582,0,1.38582
DrRobbe,10.00000,0,10.00000
WiseChest8227,-1.00000,0,-1.00000
OGAuditCrypto,100.00000,0,100.00000
lorem_epsom_dollar,-15.00000,0,-15.00000
Puddingbuks26,1.00000,0,1.00000
timbulance,-2.00000,0,-2.00000
Creative_Ad7831,101.13370,0,101.13370
donut-bot,28.00000,0,28.00000
coinfeeds-bot,19.00000,0,19.00000
thinkingperson,11.00000,0,11.00000
obolli,44.00000,0,44.00000
Mixdealyn,2.00000,0,2.00000
Dongerated,11.00000,0,11.00000
0x456,6.00000,0,6.00000
0xMarcAurel,82.00000,0,82.00000
bzzking,24.00000,0,24.00000
DryMyBottom,11.00000,0,11.00000
King__Robbo,-14.00000,0,-14.00000
CM19901,1.00000,0,1.00000
Pinewatch762,3.00000,0,3.00000
Desperate-Fondant-41,1.00000,0,1.00000
tahiraslam8k,-50.00000,0,-50.00000
GabFromMars,1.00000,0,1.00000
Thorp1,-18.20370,0,-18.20370
BottomTimer_TunaFish,0.00000,0,0.00000
abeecrombie,13.00000,0,13.00000
MA78L,1.00000,0,1.00000
andys811,1.00000,0,1.00000
IncompetentDonuts,3.00000,0,3.00000
upvotes_are_useless,10.00000,0,10.00000
Xennenial,2.00000,0,2.00000
kaijeng,21.00000,0,21.00000
zepoid,1.00000,0,1.00000
Hooftly,5.00000,0,5.00000
According_Time5120,3.00000,0,3.00000
abcoathup,125.00000,0,125.00000
TheWoodser,3.00000,0,3.00000
SnooCalculations1742,2.00000,0,2.00000
2020visionsloth,-20.00000,0,-20.00000
rv8n8,2.00000,0,2.00000
quintavious_danilo,10.00000,0,10.00000
EchoEnclosure,6.00000,0,6.00000
alterise,7.00000,0,7.00000
InvisibleEdge7,4.00000,0,4.00000
chiurro,1.00000,0,1.00000
bapfelbaum,0.00000,0,0.00000
ItzDurjoy,1.00000,0,1.00000
TCr0wn,1.00000,0,1.00000
Xeritos,1.00000,0,1.00000
Pizzatimedudes,10.00000,0,10.00000
Wise-Grapefruit-1443,1.00000,0,1.00000
jbrev01,1.00000,0,1.00000
CXgamer,10.00000,0,10.00000
phatom_user_01,11.00000,0,11.00000
Buy_Ether,4.00000,0,4.00000
Shleek81,1.00000,0,1.00000
qldvaper88,0.00000,0,0.00000
OwenMichael312,1.00000,0,1.00000
datawarrior123,1.00000,0,1.00000
HereticLaserHaggis,1.00000,0,1.00000
Mattie_Kadlec,1.00000,0,1.00000
Vincex80,1.00000,0,1.00000
aminok,-376.59582,0,-376.59582
drdent19,4.00000,0,4.00000
mattg1981,4.00000,0,4.00000
Nefarious-Technology,5.00000,0,5.00000
Denaneha,21.90000,0,21.90000
uthillygooth,1.00000,0,1.00000
