username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,multiplier,need_to_buy,current_balance,earned,sent_to_lp,membership
Buy_Ether,7,31.0,5284.532464276761,0,0.0,0.0,0.0,-0.0,5284.532464276761,0x1dB134f30512f72482C4afA8213c4610D53b310a,1.0,0.0,4592.207043292136,4573.5134,0.0,0.0
Mixdealyn,23,6.0,1022.8127350213084,3,78.0,4140.860024774375,3.0,-398.15961776676687,4765.513142028916,0xd90deab1894f334febcB808b4b44265Be463aAa2,1.0,0.0,71892.83672870147,71513.4148,0.0,0.0
Interpole10,9,26.0,4432.18851842567,0,0.0,0.0,0.0,-0.0,4432.18851842567,0x0433d140d0F29d05D77a8Ee9f3da24E1A2b73339,1.0,0.0,15239.6932,15239.693200000002,0.0,0.0
henryguy,1,21.0,3579.84457257458,0,0.0,0.0,0.0,-0.0,3579.84457257458,0x1372C57A2ca89e3334FCF4e7F857d287269CBfBC,1.0,0.0,0.0,0.0,0.0,0.0
alterise,3,20.0,3409.3757834043618,0,0.0,0.0,0.0,-0.0,3409.3757834043618,0x741b3D83Ed80dD01b2Ab2b1886Ccc22E6c86D79F,1.0,0.0,670.8911,670.8911,0.0,0.0
Thorp1,16,15.0,2557.0318375532715,0,0.0,0.0,0.0,-0.0,2557.0318375532715,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13,1.0,0.0,26650.5394,26650.5394,0.0,0.0
EchoEnclosure,10,14.0,2386.563048383053,0,0.0,0.0,0.0,-0.0,2386.563048383053,0x42e84F0bCe28696cF1D254F93DfDeaeEB6F0D67d,0.31919297924075685,132.98246,58.2037,318.6436,0.0,0.0
InvisibleEdge7,8,13.0,2216.094259212835,0,0.0,0.0,0.0,-0.0,2216.094259212835,0xCCa183a34C5B6988Ae5449A62bc3781877a7eaBE,1.0,0.0,0.0,0.0,0.0,0.0
Security_Raven,12,12.0,2045.625470042617,0,0.0,0.0,0.0,-0.0,2045.625470042617,0xFBddB66A587515789f4bF2bFA5e19FE98e980104,0.7035725802692895,354.0927200000003,1835.6557,3649.5807000000004,0.0,0.0
MA78L,7,12.0,2045.625470042617,0,0.0,0.0,0.0,-0.0,2045.625470042617,0x55358E4456aE69A250818ADD1701abad79C3e229,1.0,0.0,2805.8324,2805.8324000000002,0.0,0.0
Old-Sun-3126,2,11.0,1875.156680872399,0,0.0,0.0,0.0,-0.0,1875.156680872399,0xcA8d5D37e609A91b71B2017Edf46eD62Bdf75a02,1.0,0.0,1.0,1.0,0.0,0.0
faisalsun,1,11.0,1875.156680872399,0,0.0,0.0,0.0,-0.0,1875.156680872399,0xC315e20930C61018B87785C7528FBe64f2C2f078,1.0,0.0,1.0,1.0,0.0,0.0
drdent19,9,4.0,681.8751566808724,1,23.0,1221.022827818085,1.0,-132.7198725889223,1770.178111910035,0x9372fE6d14d57988B7EC923815Cc9243B313D532,1.0,0.0,0.0,0.0,0.0,0.0
Denaneha,12,-6.5,-1108.0471296064177,1,28.5,1513.0065475137142,1.0,-132.7198725889223,1380.286674924792,0x7dF9cf2BbA031194C518cEDFf5Beac23E2f46969,1.0,0.0,0.0,0.0,0.0,0.0
SnooCalculations1742,2,8.0,1363.7503133617447,0,0.0,0.0,0.0,-0.0,1363.7503133617447,0xDcae928B358377FCEEaF6D681dC589300258C8d9,1.0,0.0,26174.50878805418,1079.1168,0.0,0.0
CXgamer,6,8.0,1363.7503133617447,0,0.0,0.0,0.0,-0.0,1363.7503133617447,0x666411216a8f4e23521f3910A0FB042d7BdE1456,1.0,0.0,577.0372,577.0372,0.0,0.0
andys811,2,7.0,1193.2815241915266,0,0.0,0.0,0.0,-0.0,1193.2815241915266,0x784d4Ce36Fe81ED4118AED9cd5125c7ea086d41e,1.0,0.0,10.0,10.0,0.0,0.0
CoolCoolPapaOldSkool,3,7.0,1193.2815241915266,0,0.0,0.0,0.0,-0.0,1193.2815241915266,0x3e94cE15A42a8E8a0AbE405a7B0dc4F00f2862Db,1.0,0.0,3838.8074,3838.8073999999997,0.0,0.0
King__Robbo,37,7.0,1193.2815241915266,0,0.0,0.0,0.0,-0.0,1193.2815241915266,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b,1.0,0.0,87110.62559998613,83043.8215,0.0,0.0
chiurro,3,7.0,1193.2815241915266,0,0.0,0.0,0.0,-0.0,1193.2815241915266,0xd26b84a7c98ca65e53025f01169CCB8D156CA711,1.0,0.0,2219.4641,2219.4640999999997,0.0,0.0
Flashy-Butterfly6310,3,6.0,1022.8127350213084,0,0.0,0.0,0.0,-0.0,1022.8127350213084,0xD5bB9395dB87015F8240D768ad9575987CEDAF3F,0.753672576371655,38.51990000000001,379.6228,696.9045,0.0,0.0
bzzking,4,4.0,681.8751566808724,1,7.0,371.6156432489825,1.0,-132.7198725889223,920.7709273409324,0x7C48CF841a4cd5754127148fB9B20580Fc51eBeb,0.9611720853650143,0.0,18724.9909,26092.3333,0.0,0.0
According_Time5120,0,0.0,0.0,1,18.75,995.3990444169171,1.0,-132.7198725889223,862.679171827995,0xeDDf642049e08c287335a9aa87854E3442ff99B4,1.0,0.0,1399.3731,1399.3731,0.0,0.0
2020visionsloth,6,5.0,852.3439458510904,0,0.0,0.0,0.0,-0.0,852.3439458510904,0x0431A561C0Dc7D3DcEffd9df42D0E241E7959fCc,1.0,0.0,1041.6118,1041.6118,0.0,0.0
AlanGlanderson,2,5.0,852.3439458510904,0,0.0,0.0,0.0,-0.0,852.3439458510904,0x68325375F3d6e961fD6ef342eC8deD47Bf3719aA,1.0,0.0,1931.6551,1931.6551,0.0,0.0
PhysicalLodging,6,4.0,681.8751566808724,0,0.0,0.0,0.0,-0.0,681.8751566808724,0x100301F03299C90EC2945f64Db1f9F4e424d71F2,0.7251865695605005,559.1684399999999,3687.0789,7077.0788999999995,0.0,0.0
BottomTimer_TunaFish,7,4.0,681.8751566808724,0,0.0,0.0,0.0,-0.0,681.8751566808724,0xcbe8B4E8A16437D94e065A8C3E4797896C228Cee,1.0,0.0,1214.3571,1214.3571,0.0,0.0
jbrev01,2,4.0,681.8751566808724,0,0.0,0.0,0.0,-0.0,681.8751566808724,0x82351f8776b2a1ED4EDaAe0CF319753A5806EEd7,1.0,0.0,839.3485,839.3485,0.0,0.0
CM19901,1,4.0,681.8751566808724,0,0.0,0.0,0.0,-0.0,681.8751566808724,0x676eDd42FcB0dC9852036cf6eCa52d3BE9204DFb,1.0,0.0,3635.4433,3858.6740999999997,0.0,0.0
studdmufin,1,3.0,511.4063675106543,0,0.0,0.0,0.0,-0.0,511.4063675106543,0x4991eF523C86F02B76963e7c04dF084EccF2995e,1.0,0.0,704.1407,704.1406999999999,0.0,0.0
Nefarious-Technology,1,3.0,511.4063675106543,0,0.0,0.0,0.0,-0.0,511.4063675106543,0x2EA116c74AF8cE5C6CC550fB01f45191eB956967,1.0,0.0,51.0,51.0,0.0,0.0
uthillygooth,6,3.0,511.4063675106543,0,0.0,0.0,0.0,-0.0,511.4063675106543,0xAf79312EB821871208ac76A80c8E282f8796964e,0.25757608711412705,232.73214,65.2053,496.5624,0.0,0.0
TCr0wn,2,3.0,511.4063675106543,0,0.0,0.0,0.0,-0.0,511.4063675106543,0x9E3508a1dE57a459835a2DFDc451afa7677962DD,1.0,0.0,0.0,0.0,0.0,0.0
TSErica,2,3.0,511.4063675106543,0,0.0,0.0,0.0,-0.0,511.4063675106543,0x2dED425b17b63c26bC51C8888466B560717C1Dd8,0.17361039408746826,1656.2790999999997,188.6159,3074.825,0.0,0.0
quintavious_danilo,2,3.0,511.4063675106543,0,0.0,0.0,0.0,-0.0,511.4063675106543,0x27DFE0C3584F76C36953B27524F51c36aCcDCb71,1.0,0.0,937.9457,937.9457,0.0,0.0
mrjune2040,3,2.0,340.9375783404362,0,0.0,0.0,0.0,-0.0,340.9375783404362,0xa433d3e9B1390e5691Ace268484b8Ac23120Fad4,1.0,0.0,1184.0144,1184.0144,0.0,0.0
Xeritos,1,2.0,340.9375783404362,0,0.0,0.0,0.0,-0.0,340.9375783404362,0x1348C0c2E2836E40234fF13dB5483D796827c1A4,1.0,0.0,10.1912,10.191199999999998,0.0,0.0
Xennenial,3,2.0,340.9375783404362,0,0.0,0.0,0.0,-0.0,340.9375783404362,0xA7B6f89a7da755ab2910f08624FaDfD555cb7BFe,1.0,0.0,3535.3792,3535.3792000000003,0.0,0.0
terp_studios,7,2.0,340.9375783404362,0,0.0,0.0,0.0,-0.0,340.9375783404362,0xA92c2dFb5974c0531A1028Fc2f3acEf615F468aE,1.0,0.0,1.2823,1.2823,0.0,0.0
Shleek81,1,2.0,340.9375783404362,0,0.0,0.0,0.0,-0.0,340.9375783404362,0x8E46703357b91459Cdd68c2FbA6b1DAE17D69b2d,1.0,0.0,54.8123,54.8123,0.0,0.0
HereticLaserHaggis,1,2.0,340.9375783404362,0,0.0,0.0,0.0,-0.0,340.9375783404362,0x07ae19C1e2498424669D01e280F43d9bDB1c9666,1.0,0.0,984.6012,984.6012,0.0,0.0
bapfelbaum,3,2.0,340.9375783404362,0,0.0,0.0,0.0,-0.0,340.9375783404362,0x94D7923914498FeC496E6F15cC7d30099f204EaC,1.0,0.0,3125.5302,3125.5302,0.0,0.0
IncompetentDonuts,4,2.0,340.9375783404362,0,0.0,0.0,0.0,-0.0,340.9375783404362,0x2A043F315F24762937CBCf0EB6CB313a43bDE534,0.1503985726632011,92561.21213966983,5372.3952,165879.95489999998,114131.49830643603,0.0
fairysquirt,1,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0xB127e23bf80e0D8688D994c1a093e3657856A040,0.9695492310454239,0.0,125.0941,2551.3043618628208,132186.52883002596,0.0
Fear_Blind83,1,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0x658aBbeff3A93Ea218b41AE1533E97719D82884E,1.0,0.0,1649.1568,1649.1568,0.0,0.0
frozengrandmatetris,1,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0xDa0aaD3872c0CdCf27F2Cf19526f117337a56b65,1.0,0.0,593.7751,593.7751000000001,0.0,0.0
greenwolf_12,2,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0xe0c5b09eb1616b948103FDa95d69c9b7503a4c15,1.0,0.0,2001.27,2001.27,0.0,0.0
The_Doctor_Bear,1,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0x0595EAd488E47dB9558ce4a0619bcAb799A84b4C,1.0,0.0,525.4531,525.4531,0.0,0.0
kaijeng,20,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0x33de26d9083f338c9C4AC0F81c59D2C0DfBE3cE1,1.0,0.0,4042.6903,4042.6903,0.0,0.0
naughtypalettes,1,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0xD8C2ff7e75C590D6F840fe7e28CBa09d5De4e5ce,1.0,0.0,0.0,0.0,0.0,0.0
Desperate-Fondant-41,4,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0xDaB5762B13dFC77FE26CECCF7989A5E0ecAA41F9,1.0,0.0,1197.0903,1197.0902999999998,0.0,0.0
raresanevoice,1,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0x8ad4F9ce9bC2dFEafF948Fd7E11e9cbd1c926438,0.11356754040822414,9754.93498,187.3505,16570.4758,0.0,0.0
OwenMichael312,2,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0x830B6B75E9691B8237c4C3a5Fa7b765F297d7AF7,1.0,0.0,504.4979,504.49789999999996,0.0,0.0
CGI_OCD,2,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0x88d47fbb374D979D2c0f1C0fFdB90E1320fDc2F5,0.9830024410387448,0.0,2652.5826,3604.8588,0.0,0.0
qldvaper88,2,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0x233aB8F258590F31E0Ae07FA47477E3D09e74F65,1.0,0.0,2902.3419,2902.3419,0.0,0.0
subdep,1,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0xeCf56076be8790a24E44f6c27D6Fe304754eCF41,1.0,0.0,1609.0696,1609.0696,0.0,0.0
ninadpathak,2,1.0,170.4687891702181,0,0.0,0.0,0.0,-0.0,170.4687891702181,0x78af2C2B520F16472D9E82612fEfC668F754C66d,1.0,0.0,2505.4557,2505.4557,0.0,0.0
mattg1981,5,-0.5,-85.23439458510904,1,5.0,265.4397451778446,1.0,-132.7198725889223,132.7198725889223,0xb15095113a31A41469dbD6e9314D9B19C6Bb2d78,0.3601615385714414,71720.46137659063,37375.000000243985,187162.58179999999,159294.00078485924,0.0
OGAuditCrypto,1,0.5,85.23439458510904,0,0.0,0.0,0.0,-0.0,85.23439458510904,0x096f19a5c9eCe639eA00C84E1dE8A984401430E9,1.0,0.0,38.08773651785241,0.0,0.0,0.0
DrRobbe,29,0.5,85.23439458510904,1,2.0,106.17589807113784,1.0,-132.7198725889223,58.6904200673246,0x5eD61dee19B3355cf125a5cB95bEC8f344523628,1.0,0.0,327009.0819037422,430093.11552489584,25273.926009213774,0.0
ItzDurjoy,0,0.0,0.0,1,2.0,106.17589807113784,1.0,-132.7198725889223,-26.543974517784463,0xcd6976933c076786B3ed1836e49383C12ae254aE,1.0,0.0,0.0,0.0,0.0,0.0
GabFromMars,0,0.0,0.0,1,1.0,53.08794903556892,5.0,-663.5993629446115,-610.5114139090425,0xce1EeFfa0390b7A97BA342EebF682170A1fD02C3,1.0,0.0,19519.2082,19519.2082,0.0,0.0
