user,points,funded,tips
Odd-Radio-8500,-24.00000,0,-24.00000
kirtash93,11.69000,0,11.69000
SigiNwanne,18.00000,0,18.00000
tahiraslam8k,-69.00000,0,-69.00000
0xMarcAurel,-46.31000,0,-46.31000
Malixshak,17.00000,0,17.00000
Thorp1,-9.38000,0,-9.38000
Creative_Ad7831,51.00000,0,51.00000
Denaneha,2.00000,0,2.00000
King__Robbo,1066.00000,0,1066.00000
CymandeTV,43.00000,0,43.00000
DBRiMatt,-2386.88700,0,-2386.88700
obolli,29.00000,0,29.00000
coinfeeds-bot,27.00000,0,27.00000
donut-bot,25.00000,0,25.00000
mrjune2040,7.00000,0,7.00000
DrRobbe,93.00000,0,93.00000
Gubbie99,-7.00000,0,-7.00000
Vivarevo,1.00000,0,1.00000
OGAuditCrypto,100.00000,0,100.00000
ICE-FlGHT,13.00000,0,13.00000
IncompetentDonuts,8.00000,0,8.00000
Interpole10,11.00000,0,11.00000
Ok_Budget9461,53.00000,0,53.00000
abcoathup,75.00000,0,75.00000
CM19901,1.00000,0,1.00000
Xennenial,2.00000,0,2.00000
Automatic-Ad-951,25.00000,0,25.00000
ianhawdon,25.00000,0,25.00000
SnooCalculations1742,8.00000,0,8.00000
lulepu,1.00000,0,1.00000
TSErica,1.00000,0,1.00000
pizzatimedudes,31.00000,0,31.00000
Supaflyray,13.00000,0,13.00000
2020visionsloth,-12.00000,0,-12.00000
Desperate-Fondant-41,1.00000,0,1.00000
Mixdealyn,278.88700,0,278.88700
Hooftly,119.00000,0,119.00000
phatom_user_01,15.00000,0,15.00000
WiseChest8227,-5.00000,0,-5.00000
Nagemasu,1.00000,0,1.00000
Admirral,2.00000,0,2.00000
JumpyCoconut7,2.00000,0,2.00000
lorem_epsom_dollar,-9.00000,0,-9.00000
emergensee13,-4.00000,0,-4.00000
Basoosh,4.00000,0,4.00000
Olmops,2.00000,0,2.00000
Josefumi12,16.00000,0,16.00000
ArrivalWrong7289,1.00000,0,1.00000
MA78L,2.00000,0,2.00000
Somsanite7,1.00000,0,1.00000
towjamb,2.00000,0,2.00000
ItalianMast3rm1n4,1.00000,0,1.00000
anonuemus,2.00000,0,2.00000
kingkai1998,1.00000,0,1.00000
legionticket,-16.00000,0,-16.00000
CGI_OCD,0.00000,0,0.00000
sapfromtrees,1.00000,0,1.00000
DogStunning4845,1.00000,0,1.00000
x_lincoln_x,1.00000,0,1.00000
ShinePDX,1.00000,0,1.00000
Lady_Lucks_Man,1.00000,0,1.00000
foreignGER,1.00000,0,1.00000
torofukatasu,1.00000,0,1.00000
ARoundForEveryone,1.00000,0,1.00000
jesser9,1.00000,0,1.00000
WTWIV,1.00000,0,1.00000
aminok,46.00000,0,46.00000
Due_Camel_4545,1.00000,0,1.00000
CCCAir_Official,-6.00000,0,-6.00000
xcreampye69x,3.00000,0,3.00000
Security_Raven,-1.00000,0,-1.00000
MambaMentality24x2,2.00000,0,2.00000
0x456,1.00000,0,1.00000
Roy1984,1.00000,0,1.00000
ReMeDyIII,4.00000,0,4.00000
greenwolf_12,2.00000,0,2.00000
OsChMoScH,3.00000,0,3.00000
Abysskitten,1.00000,0,1.00000
leviathynx,1.00000,0,1.00000
Lexsteel11,2.00000,0,2.00000
final_lionel,1.00000,0,1.00000
KrunchyKushKing,1.00000,0,1.00000
Macktologist,1.00000,0,1.00000
kaijeng,1.00000,0,1.00000
ShibeCEO,1.00000,0,1.00000
J-96788-EU,1.00000,0,1.00000
thecryptos,31.00000,0,31.00000
BabyShark_77345,108.00000,0,108.00000
cuervo_gris,2.00000,0,2.00000
a_library_socialist,2.00000,0,2.00000
celmate,3.00000,0,3.00000
clean_cut89,1.00000,0,1.00000
Gius3p,11.00000,0,11.00000
hduynam99,2.00000,0,2.00000
overallpersonality8,12.00000,0,12.00000
bapfelbaum,5.00000,0,5.00000
BottomTimer_TunaFish,2.00000,0,2.00000
tobetobii,2.00000,0,2.00000
FattestLion,1.00000,0,1.00000
Blueberry_Dependent,1.00000,0,1.00000
partymsl,4.00000,0,4.00000
drdent19,3.00000,0,3.00000
uthillygooth,1.00000,0,1.00000
B12Washingbeard,1.00000,0,1.00000
OptimalPlantIntoRock,100.00000,0,100.00000
againer,1.00000,0,1.00000
grannyte,1.00000,0,1.00000
Taykeshi,1.00000,0,1.00000
bazooka_star,1.00000,0,1.00000
na7oul,1.00000,0,1.00000
megselepgeci,1.00000,0,1.00000
amirmalla009,0.00000,0,0.00000
Buy_Ether,1.00000,0,1.00000
Complete_Oven_9651,4.00000,0,4.00000
Dongerated,1.00000,0,1.00000
