username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,multiplier,need_to_buy,current_balance,earned,sent_to_lp,membership
0xMarcAurel,50,521.5,44112.45179748725,13,5022.0,198216.89768057395,12.0,-1184.0913839938703,241145.2580940673,0x354E93137D53ec467112504d7b0e4961362Ef7B7,1.0,0.0,1775878.9483788495,290000.0,287130.48680491466,0.0
Creative_Ad7831,82,46.5,3933.325040427914,27,3578.0,141222.63239766896,31.0,-3058.902741984166,142097.0546961127,0x5ce03C34F851066DA7a7392526a7EC4F81790e1D,1.0,0.0,509847.5921,510570.46660000004,0.0,25851.0
CymandeTV,119,160.5,13576.315462122157,22,1480.75,58444.77722829746,27.0,-2664.205613986209,69356.8870764334,0x94f5926AD5902b41588097788A1e84884aCE4494,1.0,0.0,586828.9208625136,437917.28479999996,0.0,11336.0
kirtash93,239,259.0,21908.19753700709,14,837.0,33036.14961342899,14.0,-1381.439947992849,53562.90720244324,0xc149c6d082Da03319497A4Cfea8324A88CD1C898,1.0,0.0,1366419.422222266,1073074.3944,0.0,27028.0
Denaneha,87,271.5,22965.54297798234,1,4.5,177.61370759908058,5.0,-493.3714099974461,22649.78527558397,0x7dF9cf2BbA031194C518cEDFf5Beac23E2f46969,1.0,0.0,1658.156,1658.156,0.0,0.0
SigiNwanne,77,82.5,6978.479910436622,26,432.0,17050.915929511735,28.0,-2762.879895985698,21266.51594396266,0xD90C22d2Da086Eaf293E6Ca056116C7d08DecA47,0.8266248686631592,0.0,421842.8105,703255.5512999999,0.0,3993.0
partymsl,53,232.5,19666.62520213957,0,0.0,0.0,1.0,-98.6742819994892,19567.95092014008,0xDCe583535B74c67CA542aFdA1be01Cb5F505BdC5,1.0,0.0,2315.2006,2315.2005999999997,0.0,0.0
BabyShark_77345,70,169.0,14295.310361985325,1,95.0,3749.6227159805903,1.0,-98.6742819994892,17946.258795966423,0x4dEA2ff81B67f9D879CD61B17F413ae9bCDD0ee4,1.0,0.0,0.0,0.0,0.0,0.0
obolli,42,60.5,5117.5519343201895,6,322.75,12738.849806134058,8.0,-789.3942559959137,17067.007484458332,0xd44d3D1652851a35ad1A0418114c03a0f97c1D60,1.0,0.0,27774.259,30060.259,0.0,2286.0
tahiraslam8k,50,71.0,6005.722104739396,1,223.5,8821.480810754336,2.0,-197.3485639989784,14629.854351494754,0x01761f6FF1CFa8f81FbFC830df947a11a1C34F6D,0.7032543196704926,554.8727804503742,2867.167339549626,5703.4002,0.0,0.0
coinfeeds-bot,27,170.0,14379.897997263342,0,0.0,0.0,0.0,-0.0,14379.897997263342,0xd056666321700092B032b2571431B2478cD6512E,1.0,0.0,57950.3076,57950.3076,0.0,0.0
Odd-Radio-8500,121,133.0,11250.155491976617,0,0.0,0.0,0.0,-0.0,11250.155491976617,0x795065F0368BE7149140D2b134fe2bA072db42AE,0.9813699610422495,0.0,640041.1896886379,882948.3529,46107.59916046726,8218.0
DBRiMatt,282,92.0,7782.062445577809,8,107.75,4252.861554177985,8.0,-789.3942559959137,11245.52974375988,0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,1.0,0.0,23983.59166282463,1001886.778325309,3931334.2120724255,5880.0
