username,contrib,base,voter,voting_bonus_contrib,post_of_the_week,pay2post
kirtash93,160170.55094,133327.9892,24342.561740000005,0,6000,-3500.0
0xmarcaurel,93265.75416,73519.85802,12745.896139999997,0,10000,-3000.0
dbrimatt,80165.42874,66121.37640000001,13044.052340000002,0,3000,-2000.0
cymandetv,0,0,4078.2267900000006,0,0,-6750.0
creative_ad7831,59891.71714,57292.381420000005,9849.335720000003,500,0,-7750.0
aminok,54700.4997,44761.657699999996,2938.841999999997,0,8000,-1000.0
odd-radio-8500,40252.75317,32519.57408,7733.179090000005,0,0,-0.0
siginwanne,0,0,6316.600670000003,500,0,-7000.0
coinfeeds-bot,19912.1714,17695.4074,2216.763999999999,0,0,-0.0
donut-bot,19912.1714,17695.4074,2216.763999999999,0,0,-0.0
mixdealyn,18200.48368,14643.27493,3307.2087500000016,500,0,-250.0
king__robbo,16975.23106,13310.08328,3165.1477799999975,500,0,-0.0
obolli,10375.53204,11566.22482,809.3072200000006,0,0,-2000.0
malixshak,8615.53028,12594.31136,771.2189200000012,0,0,-4750.0
wisechest8227,8566.54244,9008.36278,808.1796599999989,0,0,-1250.0
complete_oven_9651,6756.5734,6603.5066,403.0668000000005,0,0,-250.0
hooftly,6335.6909,5630.3569,705.3339999999998,0,0,-0.0
bottomtimer_tunafish,5457.4794,5354.7982999999995,352.6810999999998,0,0,-250.0
thecryptos,10254.93005,4952.62995,302.3001000000004,0,5000,-0.0
tahiraslam8k,4889.82626,4931.1505799999995,458.6756799999994,0,0,-500.0
ok_budget9461,153.0527,0,403.05269999999973,0,0,-250.0
legionticket,0,0,335.3077800000001,0,0,-1000.0
incompetentdonuts,4072.94415,3619.51515,453.42899999999963,0,0,-0.0
remedyiii,3620.3948,3217.3468,403.04800000000023,0,0,-0.0
snoocalculations1742,3620.3948,3217.3468,403.04800000000023,0,0,-0.0
hduynam99,3253.2867,3301.7533,201.53340000000026,0,0,-250.0
partymsl,3370.3948,3217.3468,403.04800000000023,0,0,-250.0
abcoathup,3308.181,2939.89086,368.29014000000006,0,0,-0.0
ice-flght,3167.84545,2815.17845,352.6669999999999,0,0,-0.0
babyshark_77345,1635.77242,1608.6734,277.09901999999965,0,0,-250.0
josefumi12,2727.31642,3748.52179,228.79463000000032,0,0,-1250.0
oschmosch,2715.2961,2413.0101,302.28600000000006,0,0,-0.0
celmate,2715.2961,2413.0101,302.28600000000006,0,0,-0.0
tserica,2715.2961,2413.0101,302.28600000000006,0,0,-0.0
supaflyray,2715.2961,2413.0101,302.28600000000006,0,0,-0.0
pizzatimedudes,251.905,0,251.90499999999975,0,0,-0.0
towjamb,1810.1974,1608.6734,201.52400000000011,0,0,-0.0
admirral,1810.1974,1608.6734,201.52400000000011,0,0,-0.0
mrjune2040,1810.1974,1608.6734,201.52400000000011,0,0,-0.0
cuervo_gris,1810.1974,1608.6734,201.52400000000011,0,0,-0.0
olmops,1810.1974,1608.6734,201.52400000000011,0,0,-0.0
ma78l,1810.1974,1608.6734,201.52400000000011,0,0,-0.0
anonuemus,1810.1974,1608.6734,201.52400000000011,0,0,-0.0
phatom_user_01,1810.1974,1608.6734,201.52400000000011,0,0,-0.0
drrobbe,1993.41286,1206.50505,286.9078099999999,500,0,-0.0
greenwolf_12,1357.64805,1206.50505,151.14300000000003,0,0,-0.0
