username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address
kirtash93,41,36.2083,29123.66453,14,63.1206,104204.32467,14,3500,129827.98921,0xc149c6d082Da03319497A4Cfea8324A88CD1C898
0xmarcaurel,10,8.052,6476.51911,13,40.61075,67043.33891,12,3000,70519.85802,0x354E93137D53ec467112504d7b0e4961362Ef7B7
dbrimatt,50,35.0564,28197.14909,8,22.97218,37924.22731,8,2000,64121.3764,0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650
cymandetv,18,10.0505,8083.986,22,30.42202,50223.01072,27,6750,51556.99672,0x94f5926AD5902b41588097788A1e84884aCE4494
creative_ad7831,6,4.8101,3868.93996,27,32.36065,53423.44146,31,7750,49542.38142,0x5ce03C34F851066DA7a7392526a7EC4F81790e1D
aminok,4,4.0,3217.3468,6,25.165,41544.3109,4,1000,43761.6577,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF
odd-radio-8500,44,40.4303,32519.57408,0,0,0.0,0,0,32519.57408,0x795065F0368BE7149140D2b134fe2bA072db42AE
siginwanne,5,5.0,4021.6835,26,19.42605,32070.01235,28,7000,29091.69585,0xD90C22d2Da086Eaf293E6Ca056116C7d08DecA47
coinfeeds-bot,22,22.0,17695.4074,0,0,0.0,0,0,17695.4074,0xd056666321700092B032b2571431B2478cD6512E
donut-bot,22,22.0,17695.4074,0,0,0.0,0,0,17695.4074,0xa8C8c9e18C763805c91bcB720B2320aDe16a0BBf
mixdealyn,20,15.1267,12166.95996,1,1.5,2476.31497,1,250,14393.27493,0xd90deab1894f334febcB808b4b44265Be463aAa2
king__robbo,20,16.5479,13310.08328,0,0,0.0,0,0,13310.08328,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b
obolli,2,2.0,1608.6734,6,6.03167,9957.55142,8,2000,9566.22482,0xd44d3D1652851a35ad1A0418114c03a0f97c1D60
malixshak,1,0.0479,38.52773,12,7.60553,12555.78363,19,4750,7844.31136,0xb10135E33D94f8364E9dA4148f908EdF92b1bD2f
wisechest8227,5,5.0,4021.6835,5,3.02062,4986.67928,5,1250,7758.36278,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082
complete_oven_9651,0,0,0.0,1,4.0,6603.5066,1,250,6353.5066,0xBa4f232b8461e1f4d92253E587261076459274b3
hooftly,7,7.0,5630.3569,0,0,0.0,0,0,5630.3569,0x4CF8e4D37F561815F208565a5b6Ca8a85b143205
bottomtimer_tunafish,1,0.5,402.16835,1,3.0,4952.62995,1,250,5104.7983,0xcbe8B4E8A16437D94e065A8C3E4797896C228Cee
thecryptos,0,0,0.0,1,3.0,4952.62995,0,0,4952.62995,0x7A69fcEE302318cE0aDFBE506Bc7eC9d2Cd37cC3
tahiraslam8k,5,3.052,2454.83561,1,1.5,2476.31497,2,500,4431.15058,0x01761f6FF1CFa8f81FbFC830df947a11a1C34F6D
ok_budget9461,3,3.0,2413.0101,1,1.0,1650.87665,1,250,3813.88675,0x9684910a768a8fB3540052B7bf20bf45d3047DC2
legionticket,1,1.0,804.3367,3,2.32753,3842.45667,4,1000,3646.79337,0x4a5008a960Df61CE7CF1EFDe0CBc268C390ff94F
incompetentdonuts,7,4.5,3619.51515,0,0,0.0,0,0,3619.51515,0x2A043F315F24762937CBCf0EB6CB313a43bDE534
remedyiii,4,4.0,3217.3468,0,0,0.0,0,0,3217.3468,0x47F7f4a47e11e2B252aa9885C36B54cFa3Ce6eC1
snoocalculations1742,3,4.0,3217.3468,0,0,0.0,0,0,3217.3468,0xDcae928B358377FCEEaF6D681dC589300258C8d9
hduynam99,0,0,0.0,1,2.0,3301.7533,1,250,3051.7533,0x409067c39029382a5C4d38b75163c5539b25a17a
partymsl,4,4.0,3217.3468,0,0,0.0,1,250,2967.3468,0xDCe583535B74c67CA542aFdA1be01Cb5F505BdC5
abcoathup,6,3.65505,2939.89086,0,0,0.0,0,0,2939.89086,0x13ebd3443fa5575F0Eb173e323D8419F7452CfB1
ice-flght,5,3.5,2815.17845,0,0,0.0,0,0,2815.17845,0xdb45859C25c08a38f2cC04c17a04F76C0FC3191f
babyshark_77345,2,2.0,1608.6734,1,0.75,1238.15749,1,250,2596.83089,0x4dEA2ff81B67f9D879CD61B17F413ae9bCDD0ee4
josefumi12,0,0,0.0,5,2.27062,3748.52179,5,1250,2498.52179,0xA9c455ae9838840187801ce4f0ef1DB28EAeb326
oschmosch,3,3.0,2413.0101,0,0,0.0,0,0,2413.0101,0xee5d874557bd88397EE1Cb7E0D950908E4F87111
celmate,3,3.0,2413.0101,0,0,0.0,0,0,2413.0101,0x415680ef2E97cD38CB9A42abd2a1b2812086401a
tserica,3,3.0,2413.0101,0,0,0.0,0,0,2413.0101,0x2dED425b17b63c26bC51C8888466B560717C1Dd8
supaflyray,2,3.0,2413.0101,0,0,0.0,0,0,2413.0101,0x8Ab192c66797bed6835AF1eB402A38407FC9af3b
pizzatimedudes,3,2.5,2010.84175,0,0,0.0,0,0,2010.84175,0x60BD73DF813ABE085858CC5191B0451E733aB56B
towjamb,2,2.0,1608.6734,0,0,0.0,0,0,1608.6734,0x6AA08E1E39958055836F31906C6ff8c072e8C0F3
admirral,2,2.0,1608.6734,0,0,0.0,0,0,1608.6734,0x23930436f8ecBCC18149f68e82E60Eeb7b0aF4D0
mrjune2040,2,2.0,1608.6734,0,0,0.0,0,0,1608.6734,0xa433d3e9B1390e5691Ace268484b8Ac23120Fad4
cuervo_gris,2,2.0,1608.6734,0,0,0.0,0,0,1608.6734,0x8D66B343b169DEA7F9450c71e933Ac978a0AF52E
olmops,2,2.0,1608.6734,0,0,0.0,0,0,1608.6734,0xCA7d56f69C1321DA5ac0fc68B2433A4B3c4624Dc
ma78l,2,2.0,1608.6734,0,0,0.0,0,0,1608.6734,0x55358E4456aE69A250818ADD1701abad79C3e229
anonuemus,2,2.0,1608.6734,0,0,0.0,0,0,1608.6734,0xBe841BA99b428a3de26d938D6EF7c5df320D91AA
