user,address,amount,token,block_number,tx_hash,tx_timestamp,processed_at,created_at
,0xb7f4b148a08ff36d66ac6be6d7da0d4cf24772a0,15793,DONUT,281300197,0x3eb4941015fa1dd889e0e4b31523d2f8fcc542cbfcdf1518165b69db5f093c59,2024-12-04 15:59:19,,2024-12-04 16:00:08.693599
