user,address,amount,token,block_number,tx_hash,tx_timestamp,processed_at,created_at
migration,0x0,0,DONUT,228389265,0x0,2024-03-12 10:32:15,2024-03-12 10:32:15,2024-07-05 15:31:22
mattg1981,0xd762e68a2d30ab4d836683c421121abb5b3e1dcc,1,DONUT,229058909,0x0e64f89f44ecdc65171fa71863fd3f4fe3ad660982c4794d4e5ac7d9507bd93a,2024-07-05 10:35:28,2024-07-05 11:20:07.320187,2024-07-05 11:20:05.987313
aminok,0xbea18a39a1cee253705eb5e966fe23f26dd109ef,1000,DONUT,229358991,0x20fc9cb81aee05e09f5ccbbbd57f3ce3e1e0f1f5a817ddf6e6396aab7adf8530,2024-07-06 07:28:17,2024-07-06 07:40:07.520002,2024-07-06 07:40:05.657752
aminok,0xbea18a39a1cee253705eb5e966fe23f26dd109ef,160000,DONUT,229374650,0xe1bebf5fa889866a5b81a40ab7105b0e872d1191ee02b3c78d4b09579130f91f,2024-07-06 08:33:32,2024-07-06 08:40:06.528417,2024-07-06 08:40:05.029962
