username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,multiplier,need_to_buy,current_balance,earned,sent_to_lp,membership
0xMarcAurel,45,128.5,10623.70820668693,13,2558.0,104719.09390828307,13.0,-1330.4810602107898,114012.32105475925,0x354E93137D53ec467112504d7b0e4961362Ef7B7,1.0,0.0,1544527.1622651787,0.0,181912.56042716635,0.0
kirtash93,445,463.0,38278.41945288754,16,1865.0,76349.14391671149,17.0,-1739.859847967956,112887.70352163108,0xc149c6d082Da03319497A4Cfea8324A88CD1C898,1.0,0.0,1201369.422222266,901341.3944,0.0,20345.0
MasterpieceLoud4931,309,522.5,43197.56838905775,20,1376.0,56330.521195386056,18.0,-1842.2045449072475,97685.88503953656,0x16Bd6F1d0d3a5c039ca67e0Da0DEa4bA3823bB23,1.0,0.0,600816.0205937773,600192.1735,0.0,0.0
Creative_Ad7831,112,71.5,5911.246200607903,26,2165.75,88661.21095850825,36.0,-3684.409089814495,90888.04806930166,0x5ce03C34F851066DA7a7392526a7EC4F81790e1D,1.0,0.0,440594.5333,434357.40780000004,0.0,18891.0
Odd-Radio-8500,328,580.0,47951.367781155015,15,1039.0,42534.45604796956,15.0,-1535.170454089373,88950.6533750352,0x795065F0368BE7149140D2b134fe2bA072db42AE,1.0,0.0,571089.3889915539,754377.4932,7352.629925980656,8218.0
CymandeTV,152,55.5,4588.449848024316,22,1733.0,70945.3439183169,26.0,-2660.96212042158,72872.83164591964,0x94f5926AD5902b41588097788A1e84884aCE4494,1.0,0.0,441890.7959625136,286357.15989999997,0.0,4714.0
SigiNwanne,137,231.0,19097.87234042553,32,584.25,23917.95567471243,32.0,-3275.030302057329,39740.79771308063,0xD90C22d2Da086Eaf293E6Ca056116C7d08DecA47,0.7357546529966896,129892.41375000007,310741.4874,589871.8682,0.0,1770.0
DBRiMatt,319,177.5,14674.772036474164,9,56.0,2292.52121144013,7.0,-716.4128785750407,16250.880369339257,0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,1.0,0.0,74975.05451215089,767133.778325309,2767002.2120724255,5880.0
hduynam99,74,70.0,5787.234042553192,8,269.0,11012.28939066777,7.0,-716.4128785750407,16083.110554645922,0x409067c39029382a5C4d38b75163c5539b25a17a,1.0,0.0,15550.0527,15550.0527,0.0,0.0
coinfeeds-bot,62,163.0,13475.987841945289,0,0.0,0.0,0.0,-0.0,13475.987841945289,0xd056666321700092B032b2571431B2478cD6512E,1.0,0.0,25893.6509,25893.6509,0.0,0.0
CriticalCobraz,2,0.0,0.0,3,291.0,11912.922723733534,1.0,-102.34469693929154,11810.578026794245,0xdBdD159aC55fCc78b67F15751A9cB66d395eCb1F,1.0,0.0,1563.7224,1563.7224,0.0,0.0
MichaelAischmann,38,109.5,9052.887537993922,0,0.0,0.0,0.0,-0.0,9052.887537993922,0xa18aBe5EDDaB2cdBF2837425FAaf32bd9B0085Dc,0.7673659148330515,3292.616824999999,9445.6504,16984.3563,0.0,0.0
DrRobbe,158,96.0,7936.77811550152,5,27.0,1105.3227269443485,5.0,-511.72348469645766,8530.37735774941,0x5eD61dee19B3355cf125a5cB95bEC8f344523628,1.0,0.0,232150.39088775395,298526.11552489584,18148.926009213774,0.0
Wise-Grapefruit-1443,5,49.0,4051.063829787234,1,111.75,4574.807953186331,3.0,-307.0340908178746,8318.83769215569,0x0cCE45f35d6ee94819Ce16D2830A513739EF91E9,1.0,0.0,3770.249689327719,2814.399,0.0,0.0
Master-Cicada1480,58,94.0,7771.428571428572,0,0.0,0.0,0.0,-0.0,7771.428571428572,0x6842317481Df7EC9Bae5118B6d532070900A8CE2,1.0,0.0,2693.2311,2693.2311,0.0,0.0
Gubbie99,84,73.0,6035.258358662614,4,46.5,1903.6113630708223,5.0,-511.72348469645766,7427.146237036979,0xaF29FACA9278f3FE68BaDd745BB7f5b1538A17Ff,0.10305124900724039,6079.380852147912,13.806531196715774,8133.415665614082,8883.608472912063,0.0
Interpole10,25,83.5,6903.343465045593,0,0.0,0.0,0.0,-0.0,6903.343465045593,0x0433d140d0F29d05D77a8Ee9f3da24E1A2b73339,1.0,0.0,8873.7649,8873.7649,0.0,0.0
fatkid13yrs,49,83.5,6903.343465045593,1,0.25,10.234469693929151,1.0,-102.34469693929154,6811.23323780023,0x0941E330FfE52f3c0e9b20D7919DE3A56b8f1962,0.10000000000000009,470.51137499999993,0.0,627.3485,0.0,0.0
CoolCoolPapaOldSkool,11,76.0,6283.282674772036,0,0.0,0.0,0.0,-0.0,6283.282674772036,0x3e94cE15A42a8E8a0AbE405a7B0dc4F00f2862Db,1.0,0.0,1312.5786,1312.5785999999998,0.0,0.0
Buy_Ether,7,11.0,909.4224924012158,3,117.0,4789.731816758844,3.0,-307.0340908178746,5392.120218342185,0x1dB134f30512f72482C4afA8213c4610D53b310a,1.0,0.0,2846.604943292136,2827.9112999999998,0.0,0.0
Pinewatch762,13,61.0,5043.161094224924,0,0.0,0.0,0.0,-0.0,5043.161094224924,0x14f40e47227c9F75FD3165292D9F9ff28a4BE577,1.0,0.0,1015.259,1015.259,0.0,0.0
King__Robbo,47,59.0,4877.811550151976,0,0.0,0.0,0.0,-0.0,4877.811550151976,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b,1.0,0.0,63609.70719998613,59458.9031,0.0,0.0
centralbankerscum,9,56.0,4629.787234042553,0,0.0,0.0,0.0,-0.0,4629.787234042553,0x6E50910Df475eb94Da8C72ac29FA6B753691Cb7b,1.0,0.0,1424.4383,1424.4383,0.0,0.0
Admirral,5,45.0,3720.364741641337,0,0.0,0.0,0.0,-0.0,3720.364741641337,0x23930436f8ecBCC18149f68e82E60Eeb7b0aF4D0,1.0,0.0,1257.4707,1257.4707,0.0,0.0
jesser9,5,45.0,3720.364741641337,0,0.0,0.0,0.0,-0.0,3720.364741641337,0x7d0C0FCD7EbF36c8b3Adf162168F8139E6E72f74,1.0,0.0,1474.4119,1474.4118999999998,0.0,0.0
Thorp1,24,41.0,3389.665653495441,0,0.0,0.0,0.0,-0.0,3389.665653495441,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13,1.0,0.0,18630.3803,18630.3803,0.0,0.0
AlanGlanderson,16,38.0,3141.641337386018,0,0.0,0.0,0.0,-0.0,3141.641337386018,0x68325375F3d6e961fD6ef342eC8deD47Bf3719aA,1.0,0.0,0.0,0.0,0.0,0.0
DistinctEngineering2,5,36.0,2976.2917933130702,0,0.0,0.0,0.0,-0.0,2976.2917933130702,0xb1007d8b6a0599637Fa7784993EAcEB26A94A89f,1.0,0.0,3544.6004,3544.6004000000003,0.0,0.0
