id,owner,liquidity,user,eth_in_lp,donut_in_lp,percent_of_pool
"27565,27984",0xfedd14d3a32faabfbd6e290faa73aec58e894650,3511730329602693416083,DBRiMatt,0.0,1043671.9690601069,19.771847043085433
28454,0x88aa8b8cc105bc1c644518608086bc1553947c3e,3055328711355601956076,,0.0,1114595.9582870635,17.202201273269417
10320,0xdd4b43ffa5ceef9e5bf053ea9a74820b68e506d0,2442176000488968169482,,0.0,710686.8895149705,13.750010906852573
10151,0x439cee4cc4ecbd75dc08d9a17e92bddcc11cdb8c,2272106581361497733502,r/EthTrader Multi-Sig Wallet,1.9481700431426552,2649906.426411572,12.792481077939097
30079,0x0e066ed845a6853557a0d580b3ba998b0283aca8,1268896431596021421867,Eth_Man,0.0,542897.8209780152,7.144177885057558
"12435,15863,23022",0x93d93069fbc8d0868b93c6be9383ed9f85392474,1131238918076244324397,Paper_cobbler,0.0,310023.5664920683,6.369134517205214
"15860,29929,30094",0xe1e21819b7f2918980bb85f9f1892e835215a026,978568730542846918499,Humble-Grape1012,0.022613883300225592,382625.98246099637,5.509566352046297
"23168,30097",0x7f25555a0c85b53cb8934960d0e4ae2df65cecab,860507831741220416994,MemeyCurmudgeon,0.10437786003872691,843212.883291423,4.844856418826841
31034,0xb15095113a31a41469dbd6e9314d9b19c6bb2d78,344475247514962174344,mattg1981,0.005290387980670184,70155.64669455904,1.9394746363583657
12117,0x0eafde159a21ca316e1fa7f64e7755e15b9c1349,313157654672644511639,Yinyangkarma060910,0.0,47336.76567084633,1.7631494071070675
24257,0x230c1f68abe6033cba3fe0d2c0d7097e9923c3bc,285920947173035272149,,0.0,220.38662887628107,1.6098004981376084
12160,0x35162a2ed27a8e2dc96471ab6fb63e0fd5058d46,255600824181818749721,Soaring_Eagle590,0.0,45618.98710584587,1.439091252881383
12264,0xeca23ebdfdf663d499891a833d22956a6f65dfa2,204535494311583551135,Kindly-Wolf6919,0.0,233371.9182067381,1.151581735738812
29507,0xf4844a06d4f995c4c03195afcb5aa59dcbb5b4fc,191735896114119081436,wijuwiju,0.0,96706.30615154412,1.079517062765517
10319,0xe86b79c26338fc514013eecb042a9f42ff9d12af,184332395022271176408,,0.0,53108.04113277824,1.03783365389514
31004,0x354e93137d53ec467112504d7b0e4961362ef7b7,168554846338344064926,0xMarcAurel,0.14452381105560044,196581.6983141466,0.9490024367986003
28547,0x58edd08a8f51cea4c0faf176c71ab8c7c40ba1bc,73778960676960085482,Crypto_Gaming_,0.0,32349.686239734223,0.41539246712822275
11918,0x8d23dbae8e5c52d9ac2bb5f393c4ff2e228abae6,56426965948334645578,BuddhaIvan,0.04838211622101993,65809.49191203849,0.3176967577581863
24522,0x7b34db486502f78afb65769f7b53f57337b87084,28828913973098622798,vanboiDallas,0.024718746488147984,33622.509186168296,0.16231339652975643
11084,0xdf2ffb4a4c766a322f1fbe6a6e344ca018bdec9e,22040020818175638771,Huelino,0.0,7602.207437688511,0.12409037128220757
10298,0x5ed61dee19b3355cf125a5cb95bec8f344523628,21306824469306209951,DrRobbe,0.018269088908992964,24849.666626908445,0.11996230770619967
12368,0x1b036f17f5dcb000005e14773f8636b4dde76e39,19420562577934090692,,0.0,2191.872603788431,0.1093422207123245
10485,0xdb721582dc092c59692221d89103061c8b955d7c,17531494615859564964,whaterloowhorks,0.015032011659271857,20446.58495699975,0.09870633489692468
21805,0xd92eac431b6b63c95fdecf91784eeaa47d391dbd,11859946881270124613,hnr01,0.0009499368723990735,13831.975497739413,0.06677422058832201
11096,0x1a86440fd49a1e85c46c66ba64c46b98b0e3b6ab,8779210294839764061,evil_betty_,0.0,5177.438882606534,0.049428967152011144
30964,0xff98aa744a746933f366ca2cf0eb1338f9e5eb36,7760292070589836683,PineapplePie135,0.0015645920896474362,3115.26295352842,0.04369222389770749
16655,0x527a12dbc1fe652568457d64826541f25241d5a8,7595209121609858683,,0.0,4999.9999999964275,0.042762769039189664
30947,0x795065f0368be7149140d2b134fe2ba072db42ae,6203687477781798984,Odd-Radio-8500,0.005319221466271011,7235.220147539139,0.03492818308964042
"10302,12674",0x6b82a00010676e509e520ff4594eeb2005de93de,4439414593844977513,CapnPratt,0.0,1344.7032428599707,0.024994922181360884
30264,0xf7a212c55afd824702502d9ec0b8960dde9aff06,2089074196933460869,,0.0017912327712766493,2436.4399034429825,0.011761966781799566
31098,0x14572e58ad20f86f41137433f991461510e09198,1964268703636100759,,0.0006504091019916782,2290.8801238038263,0.011059283234942081
10344,0x0b3ab5a8d926d07275291c074225f258d00b4f08,1286606737294797967,The_Nutcrack,0.0,936.0580245253907,0.007243890967355114
30737,0x37369d216c0018a9e3ac761ec48026193b167371,1022459061349053380,,0.0,30.885735533945134,0.005756678979133729
12420,0x3808699baf43ba988d1e9acd64237dea36c61593,65162551889730903,,5.587226082071934e-05,75.99760787212054,0.00036688010979665423
