username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,eligibility_reason,eligible_comments,eligible_posts,voter_bonus_comments,comment_upvotes_with_bonus,voter_bonus_posts,post_upvotes_with_bonus,comment_score_after_bonus,post_score_after_bonus,pay2post_after_bonus,points_after_bonus
0xmarcaurel,8,6.8105,10938.48203,12,31.3996,95875.65105,12,3000,103814.13308,0x354E93137D53ec467112504d7b0e4961362Ef7B7,,1,1,0.68105,7.49155,3.13996,34.53956,12453.7457284735,117123.47871615601,3000.0,126577.22444
kirtash93,13,14.2482,22884.32269,9,19.1728,58542.29616,9,2250,79176.61885,0xc149c6d082Da03319497A4Cfea8324A88CD1C898,,1,1,1.42482,15.67302,1.91728,21.09008,26054.3954024574,71516.35793860801,2250.0,95320.75334
dbrimatt,27,16.31595,26205.37786,5,17.66765,53946.46576,5,1250,78901.84362,0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,,1,1,1.63160,17.94755,1.76676,19.43441,29835.5112291935,65901.989081391,1250.0,94487.50031
creative_ad7831,8,7.5,12045.90195,17,17.0,51907.86086,22,5500,58453.76281,0x5ce03C34F851066DA7a7392526a7EC4F81790e1D,,1,1,0.75000,8.25000,1.70000,18.70000,13714.5720525000,63411.60837,5500.0,71626.18042
aminok,5,5.0,8030.6013,5,15.0,45801.0537,5,1250,52581.655,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF,,1,1,0,5.0,0,15.0,8311.861850,50864.9265,1250.0,57926.78835
drrobbe,5,4.0,6424.48104,2,12.7324,38877.15574,2,500,44801.63678,0x5eD61dee19B3355cf125a5cB95bEC8f344523628,,1,1,0,4.0,0,12.7324,6649.489480,43175.50601124,500.0,49324.99549
odd-radio-8500,31,27.0,43365.24702,0,0,0.0,0,0,43365.24702,0x795065F0368BE7149140D2b134fe2bA072db42AE,,1,1,2.70000,29.70000,0.00000,0.00000,49372.4593890000,0.0,0.0,49372.45939
siginwanne,2,1.3101,2104.17815,10,6.0,18320.42148,11,2750,17674.59963,0xD90C22d2Da086Eaf293E6Ca056116C7d08DecA47,,1,1,0.13101,1.44111,0.60000,6.60000,2395.6614461307,22380.56766,2750.0,22026.22911
partymsl,9,9.4058,15106.84594,0,0,0.0,0,0,15106.84594,0xDCe583535B74c67CA542aFdA1be01Cb5F505BdC5,,1,1,0,9.4058,0,0,15635.942037746,0.0,0.0,15635.94204
donut-bot,9,9.0,14455.08234,0,0,0.0,0,0,14455.08234,0xa8C8c9e18C763805c91bcB720B2320aDe16a0BBf,,1,1,0,9.0,0,0,14961.351330,0.0,0.0,14961.35133
cymandetv,3,2.5,4015.30065,3,3.5,10686.91253,7,1750,12952.21318,0x94f5926AD5902b41588097788A1e84884aCE4494,,1,1,0.25000,2.75000,0.35000,3.85000,4571.5240175000,13055.331135,1750.0,15876.85515
king__robbo,12,8.0287,12895.05773,0,0,0.0,0,0,12895.05773,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b,,1,1,0,8.0287,0,0,13346.689047019,0.0,0.0,13346.68905
coinfeeds-bot,8,8.0,12848.96208,0,0,0.0,0,0,12848.96208,0xd056666321700092B032b2571431B2478cD6512E,,1,1,0,8.0,0,0,13298.978960,0.0,0.0,13298.97896
memeycurmudgeon,6,3.0,4818.36078,1,2.0,6106.80716,1,250,10675.16794,0x7f25555A0C85B53Cb8934960D0e4ae2DF65CeCaB,,1,1,0,3.0,0,2.0,4987.117110,6781.9902,250.0,11519.10731
mixdealyn,5,4.0,6424.48104,2,1.5,4580.10537,2,500,10504.58641,0xd90deab1894f334febcB808b4b44265Be463aAa2,,1,1,0.40000,4.40000,0.15000,1.65000,7314.4384280000,5595.141915,500.0,12409.58034
josefumi12,0,0,0.0,11,3.75,11450.26343,13,3250,8200.26343,0xA9c455ae9838840187801ce4f0ef1DB28EAeb326,,1,1,0,0,0,3.75,0.00000,12716.231625,3250.0,9466.23163
thecryptos,1,1.0,1606.12026,1,2.0,6106.80716,1,250,7462.92742,0x7A69fcEE302318cE0aDFBE506Bc7eC9d2Cd37cC3,,1,1,0,1.0,0,2.0,1662.372370,6781.9902,250.0,8194.36257
wisechest8227,1,1.0,1606.12026,4,2.0,6106.80716,4,1000,6712.92742,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082,,1,1,0.10000,1.10000,0.20000,2.20000,1828.6096070000,7460.189220000001,1000.0,8288.79883
denaneha,5,4.0,6424.48104,0,0,0.0,0,0,6424.48104,0x7dF9cf2BbA031194C518cEDFf5Beac23E2f46969,,1,1,0,4.0,0,0,6649.489480,0.0,0.0,6649.48948
abcoathup,5,3.5,5621.42091,0,0,0.0,0,0,5621.42091,0x13ebd3443fa5575F0Eb173e323D8419F7452CfB1,,1,1,0,3.5,0,0,5818.303295,0.0,0.0,5818.30329
abysskitten,3,3.0,4818.36078,0,0,0.0,0,0,4818.36078,0x44c40501f71050116Cc687acAEC0CE7798D69331,,1,1,0,3.0,0,0,4987.117110,0.0,0.0,4987.11711
numerous_ruin_4947,3,3.0,4818.36078,0,0,0.0,0,0,4818.36078,0x8d9D69BE93b8ab04c3f12492d847e903D82e5607,,1,1,0,3.0,0,0,4987.117110,0.0,0.0,4987.11711
masaca,0,0,0.0,1,1.5,4580.10537,1,250,4330.10537,0x6D6aB4b8b44aAE58C63dbcE10F7621De376dE8Ee,,1,1,0,0,0,1.5,0.00000,5086.49265,250.0,4836.49265
malixshak,0,0,0.0,5,1.75,5343.45627,7,1750,3593.45627,0xb10135E33D94f8364E9dA4148f908EdF92b1bD2f,,1,1,0,0,0,1.75,0.00000,5934.241425,1750.0,4184.24143
blueberry_dependent,2,2.0,3212.24052,0,0,0.0,0,0,3212.24052,0x32967df08d9E13121b057e9f72748f1b03603D23,,1,1,0,2.0,0,0,3324.744740,0.0,0.0,3324.74474
0x456,2,2.0,3212.24052,0,0,0.0,0,0,3212.24052,0x456029D4d417ab7BD4D5d2b0404215E56a25C000,,1,1,0,2.0,0,0,3324.744740,0.0,0.0,3324.74474
autisticgaybear69,2,2.0,3212.24052,0,0,0.0,0,0,3212.24052,0xCb03986DC7dBfDA590B5475C39fb9ec9EaC8C6d7,,1,1,0,2.0,0,0,3324.744740,0.0,0.0,3324.74474
snoocalculations1742,2,2.0,3212.24052,0,0,0.0,0,0,3212.24052,0xDcae928B358377FCEEaF6D681dC589300258C8d9,,1,1,0,2.0,0,0,3324.744740,0.0,0.0,3324.74474
rv8n8,3,2.0,3212.24052,0,0,0.0,0,0,3212.24052,0x3e38717ca367cDad980613466ea2395621EE17E8,,1,1,0,2.0,0,0,3324.744740,0.0,0.0,3324.74474
jclaslie,1,1.0,1606.12026,1,0.5,1526.70179,1,250,2882.82205,0x49BFaBf1904FE272ef4097164C2e8524c6B27716,,1,1,0,1.0,0,0.5,1662.372370,1695.49755,250.0,3107.86992
nolaughingzone,0,0,0.0,1,1.00188,3059.12871,1,250,2809.12871,0xaB1cDF06604a894B318e750bBE20441bc6574026,,1,1,0,0,0,1.00188,0.00000,3397.3701707880005,250.0,3147.37017
economist_kinda,2,1.5,2409.18039,0,0,0.0,0,0,2409.18039,0x09e8a60Fa9a4EeeCfe2f4eC2D08ddA56307d48C9,,1,1,0,1.5,0,0,2493.558555,0.0,0.0,2493.55856
fattestlion,2,1.5,2409.18039,0,0,0.0,0,0,2409.18039,0x2dBB136D8DC31698ADA7C56E0853C255629d0cA6,,1,1,0,1.5,0,0,2493.558555,0.0,0.0,2493.55856
serenaded,2,1.5,2409.18039,0,0,0.0,0,0,2409.18039,0x08dA4BC3e2fb388b862d17c017c06F98D981C89A,,1,1,0,1.5,0,0,2493.558555,0.0,0.0,2493.55856
complete_oven_9651,2,2.0,3212.24052,3,0.1,305.34036,5,1250,2267.58088,0xBa4f232b8461e1f4d92253E587261076459274b3,,1,1,0,2.0,0,0.1,3324.744740,339.09951,1250.0,2413.84425
xcreampye69x,2,1.3105,2104.8206,0,0,0.0,0,0,2104.8206,0xe64C85059F9560fd475cc4d3DDe881334917D4eB,,1,1,0,1.3105,0,0,2178.538990885,0.0,0.0,2178.53899
bazooka_star,0,0,0.0,1,0.75,2290.05269,1,250,2040.05269,0xD542a50Ba9181DAA549B882752b7Be621355dFce,,1,1,0,0,0,0.75,0.00000,2543.246325,250.0,2293.24633
pizzatimedudes,2,1.02875,1652.29622,0,0,0.0,0,0,1652.29622,0x60BD73DF813ABE085858CC5191B0451E733aB56B,karma and/or age,0,0,0,1.02875,0,0,1710.1655756375,0.0,0.0,1710.16558
towjamb,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x6AA08E1E39958055836F31906C6ff8c072e8C0F3,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
basoosh,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x80148c5d2b61182107f43FAE67f8F2ec4b5dbcDE,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
admirral,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x23930436f8ecBCC18149f68e82E60Eeb7b0aF4D0,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
steppe5,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x940d5dC8aF7aCC0B9880Fa0062a453EAb22630C3,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
keatonatron,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x7c80435964Bde8071e1D3Df76Da870C2F03b44F2,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
razaberry,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xb46dd29Bf9463E9d230cc6aab4125451Fc8a3345,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
coinsquad,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xD7327A6EAE17A5bCbb59d6CD4D8F67900CE33245,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
mrjune2040,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xa433d3e9B1390e5691Ace268484b8Ac23120Fad4,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
martelaxe,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x895708Fe6Fb1309Dc9e76Dbf88968691E82862b8,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
moneyfink,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xBf5F412a5004c5342c31eba5770bDa36aB203A02,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
lord-nagafen,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xCB5a385fBfc15929c18E1Df889a2073aDE320588,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
pixieshit,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x93894a9Af521c9383517aae8cE71416cC9e1B620,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
salty-bois,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xC29236dA2212f7589115a53FabcDeB1bfA03ddFE,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
megselepgeci,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xe0ADe6c4900d80Abd8cc8C462F8F9F586b5Cd065,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
timbulance,2,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xf8b2808E19413E0b14C2966dD6afB497c7F5A919,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
zoro_4252,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x814CC4031439cB06849C2d8264a13ACcBF1b5591,comments only,1,0,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
omfgroflmao2,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0x5e9Cc7F10FFaf3A3864D8749dC0DB52E56789A7A,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
poginmydog,1,1.0,1606.12026,0,0,0.0,0,0,1606.12026,0xdB98Ae259913F05D184bC2e11f84F51180e5D6D6,,1,1,0,1.0,0,0,1662.372370,0.0,0.0,1662.37237
