id,owner,liquidity,user,eth_in_lp,donut_in_lp,percent_of_pool
"11151,23168,28015",0x7f25555a0c85b53cb8934960d0e4ae2df65cecab,7276279123444470779879,MemeyCurmudgeon,0.21255930731659167,779554.3145145929,32.39952243181225
10320,0xdd4b43ffa5ceef9e5bf053ea9a74820b68e506d0,2442176000488968169482,,0.0,710686.8895149705,10.874422870245695
10151,0x439cee4cc4ecbd75dc08d9a17e92bddcc11cdb8c,2228164216679413715045,r/EthTrader Multi-Sig Wallet,3.0872014688702443,1608160.6032363717,9.921479824414952
"27565,27984",0xfedd14d3a32faabfbd6e290faa73aec58e894650,2129315199860734648925,DBRiMatt,0.549142696920258,147174.72979161685,9.481328906144066
29509,0x0e066ed845a6853557a0d580b3ba998b0283aca8,2074493163892697123792,Eth_Man,0.07936711855978375,563310.4447783303,9.237219553826746
28454,0x88aa8b8cc105bc1c644518608086bc1553947c3e,1507194869582530064772,,0.34049769775020583,337906.54386370926,6.711176572214161
"12435,15863,23022",0x93d93069fbc8d0868b93c6be9383ed9f85392474,1131238918076244324397,Paper_cobbler,0.17092168548463227,192254.33130843088,5.0371350631475
15860,0xe1e21819b7f2918980bb85f9f1892e835215a026,869290775881109380806,Humble-Grape1012,0.0,280260.1231795051,3.870742932631592
29145,0xe62acf6a60a90161071612a429335e8f2edd1465,565547015835206225925,,0.0,11683.072810884616,2.518244959399416
12117,0x0eafde159a21ca316e1fa7f64e7755e15b9c1349,313157654672644511639,Yinyangkarma060910,0.0,47336.76567084633,1.3944157838267528
24257,0x230c1f68abe6033cba3fe0d2c0d7097e9923c3bc,285920947173035272149,,0.0,220.38662887628107,1.2731372703680006
12160,0x35162a2ed27a8e2dc96471ab6fb63e0fd5058d46,255600824181818749721,Soaring_Eagle590,0.0,45618.98710584587,1.1381290486762257
20941,0x12985951fa7051f0b1ae2c0749c8285bd742a82b,194197709212557481285,Haruhi4,0.10055967675899309,140160.52810346615,0.8647157330133208
29507,0xf4844a06d4f995c4c03195afcb5aa59dcbb5b4fc,191735896114119081436,wijuwiju,0.07618896448563645,41059.29371246244,0.8537538708647414
10319,0xe86b79c26338fc514013eecb042a9f42ff9d12af,184332395022271176408,,0.0,53108.04113277824,0.8207878595793302
12264,0xeca23ebdfdf663d499891a833d22956a6f65dfa2,174723775004698642173,Kindly-Wolf6919,0.08895202892753357,126105.38340637746,0.7780029836122947
29501,0xf4bb6c6c986f22318554f2f93b1a113eb702c90f,173825710058524415115,,0.06734587224202027,38970.96925283483,0.7740041162138402
27458,0x0c4b8b79e0eba3e407bc175176db496474046e9a,148056122485067756901,0xMarcAurel,0.20513706996529604,106858.38210042578,0.6592583352343002
28547,0x58edd08a8f51cea4c0faf176c71ab8c7c40ba1bc,73778960676960085482,Crypto_Gaming_,0.0175190130221453,21336.360050187082,0.32851998265802984
27785,0x823203809d31109e99f27092de19f60a22df61c5,55327258489556793195,Wonderful_Bad6531,0.0766579017825143,39932.02867272416,0.24635898679962867
11918,0x8d23dbae8e5c52d9ac2bb5f393c4ff2e228abae6,37673432651864763160,BuddhaIvan,0.05219789266410028,27190.513933347385,0.1677507425951587
24522,0x7b34db486502f78afb65769f7b53f57337b87084,25118321238731380834,vanboiDallas,0.0348023353230806,18128.95761146456,0.11184584849165237
11084,0xdf2ffb4a4c766a322f1fbe6a6e344ca018bdec9e,22040020818175638771,Huelino,0.0,7602.207437688511,0.09813891644085994
12368,0x1b036f17f5dcb000005e14773f8636b4dde76e39,19420562577934090692,,0.0,2191.872603788431,0.086475098358284
10485,0xdb721582dc092c59692221d89103061c8b955d7c,17531494615859564964,whaterloowhorks,0.024290514821313832,12653.223108973556,0.078063532670095
10298,0x5ed61dee19b3355cf125a5cb95bec8f344523628,13869197183805041806,DrRobbe,0.019216270325758695,10009.987748008598,0.06175620226278528
21805,0xd92eac431b6b63c95fdecf91784eeaa47d391dbd,11859946881270124613,hnr01,0.007213256578327384,8559.81476248221,0.05280949349259054
11096,0x1a86440fd49a1e85c46c66ba64c46b98b0e3b6ab,8779210294839764061,evil_betty_,0.0,5177.438882606534,0.03909171378057412
22535,0x7ea45e32a4f75f79615e1c77fa017f2ac4fe66ab,7620914543019724420,Savi321,0.004141698120481363,5424.333548217374,0.03393410113857847
16655,0x527a12dbc1fe652568457d64826541f25241d5a8,7595209121609858683,,0.0,4999.9999999964275,0.033819641074106135
11875,0xff98aa744a746933f366ca2cf0eb1338f9e5eb36,4827465707478737818,PineapplePie135,0.006688626947460477,3484.1867157401207,0.021495544745433155
"10302,12674",0x6b82a00010676e509e520ff4594eeb2005de93de,4439414593844977513,CapnPratt,3.132930994251162e-05,1327.059541774599,0.019767646385905266
28426,0xaf29faca9278f3fe68badd745bb7f5b1538a17ff,1499144468190579549,Gubbie99,0.0005808185209949789,336.101678835325,0.006675330069343869
10344,0x0b3ab5a8d926d07275291c074225f258d00b4f08,1286606737294797967,The_Nutcrack,1.4208160132565128e-05,928.5973582898249,0.0057289506269202015
12420,0x3808699baf43ba988d1e9acd64237dea36c61593,65162551889730903,,9.028505367935136e-05,47.03057699740826,0.0002901531848693075
