username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,multiplier,need_to_buy,current_balance,earned,sent_to_lp,membership
Creative_Ad7831,288,221.0,7419.402616637867,49,11172.75,191833.9881427316,57.0,-2446.6978416539573,196806.69291771555,0x5ce03C34F851066DA7a7392526a7EC4F81790e1D,1.0,0.0,399378.5333,391839.40780000004,0.0,17589.0
kirtash93,844,759.0,25481.11577388299,23,2659.0,45654.52323479209,23.0,-987.2640413691408,70148.37496730594,0xc149c6d082Da03319497A4Cfea8324A88CD1C898,1.0,0.0,1115521.422222266,814208.3944,0.0,19060.0
MasterpieceLoud4931,344,683.0,22929.64700074056,21,2383.0,40915.65583622021,21.0,-901.4149942935632,62943.88784266721,0x16Bd6F1d0d3a5c039ca67e0Da0DEa4bA3823bB23,1.0,0.0,515233.0205937773,514609.17350000003,0.0,0.0
Odd-Radio-8500,489,733.5,24625.03085657862,14,1921.0,32983.20388643686,17.0,-729.7169001424083,56878.517842873065,0x795065F0368BE7149140D2b134fe2bA072db42AE,1.0,0.0,498444.4685442875,667227.4932,0.0,6915.0
Wonderful_Bad6531,396,242.5,8141.199703776845,17,2116.5,36339.90162709194,29.0,-1244.811182595873,43236.29014827291,0x823203809D31109e99F27092dE19F60a22DF61C5,0.1788491527394176,249964.57134900635,2653.22437388,467842.29779999994,384389.2890296901,19910.0
YankeeDoodlePeguin,168,342.0,11481.609479140952,11,1707.5,29317.4495763097,21.0,-901.4149942935632,39897.64406115709,0x2C86F88CD046aCf1730F6c1D00E5de8106EAB83b,1.0,0.0,0.19361359501635142,4991.8513,0.0,3940.0
da_dreamerr,22,59.0,1980.745494939521,5,1695.0,29102.82695862076,8.0,-343.39618830230984,30740.176265257967,0xEe05858e4D9F363E3f3B5952c33D9dbB668c953c,1.0,0.0,47.88680808208351,0.0,0.0,2950.0
SigiNwanne,282,514.0,17255.986176252776,39,786.75,13508.347557342113,46.0,-1974.5280827382812,28789.805650856608,0xD90C22d2Da086Eaf293E6Ca056116C7d08DecA47,0.681091281340413,62242.88123999996,258608.1531,537701.7239,0.0,1770.0
DBRiMatt,457,508.5,17071.340409775363,11,256.0,4395.471210269566,11.0,-472.169758915676,20994.641861129254,0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,1.0,0.0,362469.0660300809,651595.778325309,2342002.2120724255,5880.0
CymandeTV,145,79.5,2668.9706245371517,19,1046.25,17963.913100564583,29.0,-1244.811182595873,19388.072542505863,0x94f5926AD5902b41588097788A1e84884aCE4494,1.0,0.0,380896.8396625136,224059.2036,0.0,3410.0
