username,points,contrib,comment_score,post_score,offchain_tips,funded,voting,pay2post,eligible_comments,eligible_posts,eligibility_reason,multiplier,address
aminok,8521.5079,13434.8022,231.8515,10907.6564,-1618.0,0.0,0.0,-1000.0,1,1,,1.0,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF
king__robbo,7639.4772,9076.9301,7045.0729,673.8712,167.0,0.0,3.5331,-250.0,1,1,,1.0,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b
kuberanm,4196.1085,4302.8865,413.4299,3773.6786,9.0,0.0,0.0,0,1,1,,1.0,0xe2b9f51344C9b759589156461D20268563a17354
aptacode,4096.0528,4198.9892,1240.2897,2833.7631,22.0,0.0,0.0,0,1,1,,1.0,0xC7Db4e70C2B2183B619e1a16932f4A753CC82902
wonderful_bad6531,3702.8093,37181.7689,22254.0013,16346.2821,-1906.63,0.0,13.7977,-7250.0,1,1,,0.1788491527394176,0x823203809D31109e99F27092dE19F60a22DF61C5
mixdealyn,3698.6691,4760.2048,3720.8691,0.0,-24.0,0.0,1.8,0,1,1,,1.0,0xd90deab1894f334febcB808b4b44265Be463aAa2
lorem_epsom_dollar,3591.1817,4743.6266,3706.3887,0.0,-117.0,0.0,1.793,0,1,1,,1.0,0xbA57aCa2547387c651cA32FE7b17D92F90253B44
coinfeeds-bot,3115.7243,3227.4279,3100.7243,0.0,15.0,0.0,0.0,0,1,1,,1.0,0xd056666321700092B032b2571431B2478cD6512E
bzzking,2999.5978,4419.2687,569.7271,4215.7921,16.0,0.0,0.0,-500.0,1,1,,0.6962045305598789,0x7C48CF841a4cd5754127148fB9B20580Fc51eBeb
speed_punch,2865.9147,2946.44,413.4299,2695.4848,7.0,0.0,0.0,-250.0,1,1,,1.0,0x0FB696dE157FF6C9217d0b836b67E95Fbd606111
timbulance,2510.2634,3297.5582,2443.3914,0.0,65.69,0.0,1.182,0,1,1,,1.0,0xf8b2808E19413E0b14C2966dD6afB497c7F5A919
abeecrombie,2450.4848,2516.1163,0.0,2695.4848,5.0,0.0,0.0,-250.0,1,1,,1.0,0x1056d9f262E7b3d219e1f939447B349bA0a94B1C
hkmamike,2409.1997,2481.2781,206.7149,2695.4848,7.0,0.0,0.0,-500.0,1,1,,1.0,0xD9f39822b199EBe9A487519A458627e93b99Ceca
f-machine,2384.1615,2370.2123,2277.1615,0.0,107.0,0.0,0.0,0,1,1,,1.0,0x6b2Dfb8f1F88A400E3aad648d9D8A1a5E1820a7b
interpole10,2349.8479,2435.4601,2339.8479,0.0,10.0,0.0,0.0,0,1,1,,1.0,0x0433d140d0F29d05D77a8Ee9f3da24E1A2b73339
ice-flght,1763.1986,1823.798,1752.1986,0.0,11.0,0.0,0.0,0,1,1,,1.0,0xdb45859C25c08a38f2cC04c17a04F76C0FC3191f
xennenial,1628.1337,1680.0914,1614.1337,0.0,14.0,0.0,0.0,0,1,1,,1.0,0xA7B6f89a7da755ab2910f08624FaDfD555cb7BFe
thorp1,1614.8959,1721.2949,1653.7196,0.0,-38.8237,0.0,0.0,0,1,1,,1.0,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13
rundown03,1370.2909,1409.6698,0.0,1617.2909,3.0,0.0,0.0,-250.0,1,1,,1.0,0x76b5c2c7974769C888770bE4F5D15d3a37711bBF
wales-bloke,1351.6472,1398.5521,1343.6472,0.0,8.0,0.0,0.0,0,1,1,,1.0,0x99dbCd0732Df1A4Aa0bb45d313cA1f22Ee2b4062
abcoathup,1334.2795,1328.7881,826.8598,943.4197,64.0,0.0,0.0,-500.0,1,1,,1.0,0x13ebd3443fa5575F0Eb173e323D8419F7452CfB1
michaelaischmann,1230.6419,2259.1995,2170.507,0.0,41.64,0.0,0.0,0,1,1,,0.5477991704747411,0xa18aBe5EDDaB2cdBF2837425FAaf32bd9B0085Dc
a_library_socialist,1174.024,1099.1759,1056.024,0.0,118.0,0.0,0.0,0,1,1,,1.0,0xF2aBF64Ad7690EFADc6025b295Ffab9452ffa585
thecryptos,1152.4069,4107.6912,0.0,1079.4069,73.0,0.0,0.0,0,1,1,,1.0,0x7A69fcEE302318cE0aDFBE506Bc7eC9d2Cd37cC3
aftertax,1038.5747,1075.8093,1033.5747,0.0,5.0,0.0,0.0,0,1,1,,1.0,0xdAB5c3cAD7744aD92c0672892bb843f7f6CddDFc
alternativewonder471,1037.9089,1071.6084,206.7149,1078.1939,3.0,0.0,0.0,-250.0,1,1,,1.0,0x1c2f252a47d6C0160a0fDe8e70FDb09e790a7d5D
bapfelbaum,1027.5747,1075.8093,1033.5747,0.0,-6.0,0.0,0.0,0,1,1,,1.0,0x94D7923914498FeC496E6F15cC7d30099f204EaC
incompetentdonuts,939.2173,968.2284,930.2173,0,9.0,0.0,0.0,0,1,0,comments only,1.0,0x2A043F315F24762937CBCf0EB6CB313a43bDE534
wisechest8227,936.9223,1010.3566,1240.2897,944.6326,2.0,0.0,0.0,-1250.0,1,1,,1.0,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082
atorcran,903.6253,416.6506,0.0,649.6253,504.0,0.0,0.0,-250.0,1,1,,1.0,0xc9Cb73C552b09E225a15EAe1b9005A8F0d956250
_lakecity_,834.8598,860.6474,826.8598,0,8.0,0.0,0.0,0,1,0,comments only,1.0,0x090A0a2d6b80a91e23E5aae94D7eC54EF8fA9aaC
lord-nagafen,830.1939,856.4465,0.0,1078.1939,2.0,0.0,0.0,-250.0,1,1,,1.0,0xCB5a385fBfc15929c18E1Df889a2073aDE320588
002_timmy,830.1939,856.4465,0.0,1078.1939,2.0,0.0,0.0,-250.0,1,1,,1.0,0x70BA80d1F08289b1d73466Ac8Bd949e5B2AA8219
donut-bot,729.5023,753.0665,723.5023,0.0,6.0,0.0,0.0,0,1,1,,1.0,0xa8C8c9e18C763805c91bcB720B2320aDe16a0BBf
0x456,640.9016,968.2284,930.2173,0.0,2.0,0.0,0.0,0,1,1,,0.6868305298561438,0x456029D4d417ab7BD4D5d2b0404215E56a25C000
parush9,631.566,653.5326,627.876,0.0,3.69,0.0,0.0,0,1,1,,1.0,0x4002cF92BC9cd5a835bDb61ff3068C4363DA2f50
linkoplus,630.4161,650.9722,625.4161,0,5.0,0.0,0.0,0,1,0,comments only,1.0,0xdAf117fC60Ef72e85b6f9C448Ab58e97B5796718
truthreasonorlies,627.1449,645.4856,620.1449,0.0,7.0,0.0,0.0,0,1,1,,1.0,0x700EE7fB2b2985181cE852034e48C87Ec74815f4
cm19901,623.1449,645.4856,620.1449,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x676eDd42FcB0dC9852036cf6eCa52d3BE9204DFb
distinctengineering2,623.1449,645.4856,620.1449,0.0,3.0,0.0,0.0,0,1,1,,1.0,0xb1007d8b6a0599637Fa7784993EAcEB26A94A89f
olmops,623.1449,645.4856,620.1449,0.0,3.0,0.0,0.0,0,1,1,,1.0,0xCA7d56f69C1321DA5ac0fc68B2433A4B3c4624Dc
ma78l,623.1449,645.4856,620.1449,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x55358E4456aE69A250818ADD1701abad79C3e229
alternative_run_6116,521.7874,537.9046,516.7874,0.0,5.0,0.0,0.0,0,1,1,,1.0,0x0fb6fF2b04d9cA944cc9d1F4de5462Ab39E269Eb
phoenixblue,520.7874,537.9046,516.7874,0.0,4.0,0.0,0.0,0,1,1,,1.0,0x133255db23f6B03C15e8A4aD37C8CC51D41070e8
inverses2,519.7874,537.9046,516.7874,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x9DF52385D1a5B46d32665b6869D8eBbcF12Fc2b7
dfeldsyo,518.7874,537.9046,516.7874,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xBa2dd18c7A9903187a09ca6f6982afAD98847B32
kindly-wolf6919,505.6299,973.3561,413.4299,0.0,92.0,0.0,0.2,0,1,1,,1.0,0xEca23ebdfDf663d499891a833D22956a6f65DFA2
criticalcobraz,489.7224,515.9564,413.4299,814.2925,12.0,0.0,0.0,-750.0,1,1,,1.0,0xdBdD159aC55fCc78b67F15751A9cB66d395eCb1F
josefumi12,467.0246,1506.133,1447.0047,0.0,-38.0,0.0,0.0,0,1,1,,0.3490137741875685,0xA9c455ae9838840187801ce4f0ef1DB28EAeb326
t_peters,449.8791,453.6903,435.8791,0.0,14.0,0.0,0.0,0,1,1,,1.0,0x74865C349cf8685ad596C1bBc5892EB6B81268D4
buy_ether,438.9784,456.9353,413.4299,269.5485,6.0,0.0,0.0,-250.0,1,1,,1.0,0x1dB134f30512f72482C4afA8213c4610D53b310a
betterthansydney,419.4299,430.3237,413.4299,0.0,6.0,0.0,0.0,0,1,1,,1.0,0xB18a857ece046495d96c85090EcD2A528c407C32
kappatalizable,417.4299,430.3237,413.4299,0.0,4.0,0.0,0.0,0,1,1,,1.0,0xEB9a6E724925B178d9627CE05208Cfe6A5C11447
mallison945,417.4299,430.3237,413.4299,0.0,4.0,0.0,0.0,0,1,1,,1.0,0x61b13c8435BA6BDb6D352d18F9ba6BDd02bb34a6
blizzardboy123,416.4299,430.3237,413.4299,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x89e5b3648cc6d80A577B1b3efC1C865FBf72A915
statisticalman,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x7C34395289c45b7235E48ACE318C50d6acc986F8
nickel62,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x68d2E117B2297e5161209788f9915D301d3cE532
bicycleoflife,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x3Bfe6382e9df80a3223D2695D51607D5db6ce680
straylit,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x5Bd730983b2a45C1D7C6fBd3552ABe62737c6234
thinkingperson,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x3B753afeE5EF08832Aff91C1556e080b4EFb680d
mcgravier,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xb90344ECa45eBa179A042B16ADF4Fe4EC8A0B356
kevin0905,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xA586583AC1074bA8dD7C30e54E8B250e0527fDfF
landswipe,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x9eb3d5ECBf8Af98c488cD57895a28E4c699dfA85
pinewatch762,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x14f40e47227c9F75FD3165292D9F9ff28a4BE577
fakeplayer1,415.4299,430.3237,413.4299,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x47FeDc21b45718c74d635d6F4274d3aED9140E3D
fatkid13yrs,413.4299,430.3237,413.4299,0.0,0,0,0.0,0,1,1,,1.0,0x0941E330FfE52f3c0e9b20D7919DE3A56b8f1962
wise-grapefruit-1443,362.1449,395.4856,620.1449,0.0,-8.0,0.0,0.0,-250.0,1,1,,1.0,0x0cCE45f35d6ee94819Ce16D2830A513739EF91E9
thevzi,337.0724,322.7428,310.0724,0.0,27.0,0.0,0.0,0,1,1,,1.0,0x1f715AaAC0F73701b629A6a40577e2084d51Fc91
supernoise5209,313.0724,322.7428,310.0724,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x18722119EA2D21ED8b5E13E796BD92A7345C1802
mauerfan,312.0724,322.7428,310.0724,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x5037F57F688CDB3c184e63BFb8e3dFAf004557E8
soggyknotts,312.0724,322.7428,310.0724,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x90d92323E9577C548864b53c321B0eADde892870
lennethluna,310.0724,322.7428,310.0724,0.0,0.0,0.0,0.0,0,1,1,,1.0,0x8646c3b82527fd653Cd29392Eb178fd8C2e4e763
qldvaper88,308.0724,322.7428,310.0724,0.0,-2.0,0.0,0.0,0,1,1,,1.0,0x233aB8F258590F31E0Ae07FA47477E3D09e74F65
8055u,306.7771,325.7216,103.3575,943.4197,10.0,0.0,0.0,-750.0,1,1,,1.0,0x220Cd60e29d706B6Df1a07A5405B93D7285c0cB3
alterise,235.1642,238.5284,229.1642,0.0,6.0,0.0,0.0,0,1,1,,1.0,0x741b3D83Ed80dD01b2Ab2b1886Ccc22E6c86D79F
solarisx86,231.1642,238.5284,229.1642,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x93118a28D6bCCA6972F7c23b7b576A27A1ddF364
fussball9999,214.9164,221.6167,212.9164,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x5584e428D5274b2f81dE2d4965D0CA84ef2daEc4
jackieknows,208.7149,215.1619,206.7149,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xD4147645B665090AeB0b66c10C054Ff3Eea34c31
rhamish,208.7149,215.1619,206.7149,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x85150c35588675AB9a4EBA5008859F5259785568
jdg401,208.7149,215.1619,206.7149,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xEc296cCD6dc6542A687a5c060e8129f31bB8d208
joekercom,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x766279Ae820Ab46F738dE28B8f010Dc093E07A8A
admirral,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x23930436f8ecBCC18149f68e82E60Eeb7b0aF4D0
flsurf7,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x2A24626eF14016D5474fa6c4298220BD2D57081e
ethanphan,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x6E3FF35d5b72480C5D064cD84708Bbd35dfE5c4B
roy1984,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x0cC7dAE1748e8E5371b2e2b47a5D9446E1D46546
hwaite,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x19dCB05BDc5226eEa5d908Db0DfC94E3bd755b50
jjaymay29,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x8AfcEE41a79541fb220682dbb406f474EC1F22A7
daototpyrc,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xD4F8fdD249ba41323880CefECEBca2Ab590D571F
ironmoosen,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x3Cf42Abe6Cb4e545899685Db065658F1E26a7520
clsmith15,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xab0ae13467Ae3ae933f9397DEe5b1b2D46eC26f8
xadebravo,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x8A4D33F8ae9D8Adb1cbF10B074Ce19b00b24d15b
wzi,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xeFd1035AE7faAA3EA5620bda7259a8c9652FB6E6
megselepgeci,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xe0ADe6c4900d80Abd8cc8C462F8F9F586b5Cd065
pumpkinspice2nice,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xDe1C1106eE98b17366179D39A48025635F0eCaAc
macktologist,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x3893362B4B8A62889529F5dD4ffA161433f793D0
unknownessence,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x00Bff92173571Afc918406D02362969DF905f868
riftadrift,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xB7Ab468d4B6B548727df9F03979D0d406143aB9f
awaythrowred8,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x176B168819aC3312E1631f18996d7Acd347b7e56
quintavious_danilo,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x27DFE0C3584F76C36953B27524F51c36aCcDCb71
astrotoad21,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x4E2Bcb5c06E5d82277eDf48EffDCe85663A4B54B
final_lionel,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xddeF3dca5B27622e53Bad51569db8f3F72EDd1F8
qtask,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x06EA67895c165fd9743D0a1703BB62886bB6845f
shelbyturtle,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xf1769dbb44B0E8B1AD519Ea80e45E870a3C535C4
zkrooky,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x1C407037C00Bd2Cd78a30913fD1Dd02f420cD1Be
hamiflegetshelmaoism,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xc26f21C2786D15069Cb536c348bbaFF9B36Dd63D
reclaimer2401,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xBeFd68e6A5b51022Abae8E72656c8aAd0847C41A
dieselx22,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xA173d0cd58d39451B20BcCAd41658aD96760D95C
centralbankerscum,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x6E50910Df475eb94Da8C72ac29FA6B753691Cb7b
numerous_ruin_4947,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x8d9D69BE93b8ab04c3f12492d847e903D82e5607
bottomtimer_tunafish,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xcbe8B4E8A16437D94e065A8C3E4797896C228Cee
jesser9,207.7149,215.1619,206.7149,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x7d0C0FCD7EbF36c8b3Adf162168F8139E6E72f74
interesting_key_6246,207.7149,215.1619,206.7149,0,1.0,0.0,0.0,0,1,0,comments only,1.0,0x95A43f32A43Cd2Aec25d261f450fc920519E4e87
greedvault,206.7149,215.1619,206.7149,0.0,0.0,0.0,0.0,0,1,1,,1.0,0xE809f4C6959610ad7d05C4117624f47d0554cCa7
epicureanmystic,205.7149,215.1619,206.7149,0.0,-1.0,0.0,0.0,0,1,1,,1.0,0x67Ef1DA6A8cF5Fe5089874F3175eA09e7F8d1cA1
subdep,205.7149,215.1619,206.7149,0.0,-1.0,0.0,0.0,0,1,1,,1.0,0xeCf56076be8790a24E44f6c27D6Fe304754eCF41
garugasrevenge,205.7149,215.1619,206.7149,0.0,-1.0,0.0,0.0,0,1,1,,1.0,0xe031D22C0906FA6dcA2B37588Fca6a19A64952A3
emergensee13,203.0,23.2239,0,0,203.0,0.0,0.0,0,0,0,karma and/or age,1.0,0xC73d8C34297F3d78Cb1d0708c6D458AC068fFC53
tahiraslam8k,197.3577,430.3237,413.4299,0.0,-7.0,0.0,0.0,0,1,1,,0.4942982726818045,0x52C83fbEc050509468Dc7CEF0a2fFd81e95c9F1B
tserica,173.4299,200.8396,413.4299,0,10.0,0.0,0.0,-250.0,1,0,comments only,1.0,0x2dED425b17b63c26bC51C8888466B560717C1Dd8
divyad,155.5792,724.2241,695.7922,0.0,86.0,0.0,0.0,0,1,1,,0.10000000000000009,0xec84E1E9637DC208E2af5e1F6bB74B8fE6af7a5f
fattestlion,143.5361,1446.7122,826.8598,0.0,0.6062,0.0,0.4,0,1,1,,0.1727750507472916,0x2dBB136D8DC31698ADA7C56E0853C255629d0cA6
wildcaptainboy,108.3575,107.5809,103.3575,0.0,5.0,0.0,0.0,0,1,1,,1.0,0xC71aa8eD2512f6381dA838137C98441f3bb4CFeF
pibo1987,105.3575,107.5809,103.3575,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xf3A6ab4AB31aB110b272B238A5E29160c9804c05
barcelonakiz,104.3575,107.5809,103.3575,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x81acc14141E247474ba90f4157910699c7CBaAb0
mohkudai,104.3575,107.5809,103.3575,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x77F99222b864B60920e78558e47024f99d45aeC8
iheartqt,104.3575,107.5809,103.3575,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x0E1418dE91Eb160C411532D511d6365112A1624C
kaijeng,104.3575,107.5809,103.3575,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x33de26d9083f338c9C4AC0F81c59D2C0DfBE3cE1
yoldark,103.3575,107.5809,103.3575,0.0,0.0,0.0,0.0,0,1,1,,1.0,0x1542cBd59A301e8b8bceD150c752e5a49D196F04
prettynewspaper1311,94.0,4.2235,0,0,94.0,0.0,0.0,0,0,0,karma and/or age,1.0,0x5369477F322DE2Ebb18B22d0A1Ea5bA480C348FF
jned99,86.0217,968.2284,930.2173,0.0,-7.0,0.0,0.0,0,1,1,,0.10000000000000009,0x4d5657730911393313748BE8a25cee23A315ad12
bigron1977,85.1226,814.6125,0,0,85.0,0.0,1.05,0,0,0,perma ban,0.11673312625985899,0x65C33426B9eB958dA182d008f3e40597398Eb752
shadowknight324,85.1221,322.7428,310.0724,0.0,0.0,0.0,0.0,0,1,1,,0.2745232364459773,0xdea176973310D5bdfE5D8bE85Ff7B5Ea5Ab060f0
raresanevoice,68.5674,668.8522,642.5941,0.0,3.0,0.0,0.0,0,1,1,,0.10203549306794768,0x8ad4F9ce9bC2dFEafF948Fd7E11e9cbd1c926438
salty-bois,67.5343,75.8065,206.7149,107.8194,3.0,0.0,0.0,-250.0,1,1,,1.0,0xC29236dA2212f7589115a53FabcDeB1bfA03ddFE
ogg_ogg,63.0,0.0,0,0,63.0,0.0,0.0,-3250.0,0,0,temp ban,1.0,0x401303ED8d438D627Fc626b38ee796454d7a085f
xc0dex,50.6215,537.9046,516.7874,0.0,-16.0,0.0,0.0,0,1,1,,0.12891465680307856,0x7402C66B8D9FC2D4500736159a02FD1D3A14181d
imdoubleb,43.0969,53.2233,0.0,539.0969,4.0,0.0,0.0,-500.0,1,1,,1.0,0xE8c77e0eAbD6d8b2F54343152a8b213d3a42E54E
doctorwho_cares,34.0072,322.7428,310.0724,0.0,3.0,0.0,0.0,0,1,1,,0.10000000000000009,0xB96F63E3a7C380214704893f8f38f91caF413321
da_dreamerr,24.0,0.0,0,0,24.0,0.0,0.0,-2000.0,0,0,perma ban,1.0,0xEe05858e4D9F363E3f3B5952c33D9dbB668c953c
j-96788-eu,23.4492,23.3666,22.4492,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x2AAB3E4A213052C648A6331d28d5e0F3abD6C167
nethanns,22.6715,215.1619,206.7149,0.0,2.0,0.0,0.0,0,1,1,,0.10000000000000009,0xB3184DA621427417e4991eD9321895e03052608E
tracyspacygo,21.5485,26.6116,0.0,269.5485,2.0,0.0,0.0,-250.0,1,1,,1.0,0x75c41548F9a71c267Cf38E8452435EC580d3978E
salil19,18.0,0.0,0,0,18.0,0.0,0.0,-2250.0,0,0,temp ban,1.0,0x59e9d2Aa9bE64Ea7C1E22a86e166BE6382B1ae91
calm_voice_9791,12.0,0.0,0,0,12.0,0.0,0.0,-1250.0,0,0,temp ban,1.0,0xe9216D4F24B8279ff292b28403c2f8D633A89b26
heirofrhoads,11.0,0.0,0.0,539.0969,11.0,0.0,0.0,-1000.0,1,1,,1.0,0x272431b93a06eF4B02F8BD29b5031e91A2eA829B
chrisnba24,10.0,8.4469,0,0,10.0,0.0,0.0,0,0,0,karma and/or age,1.0,0xb7cBb6af9392a9370E902B3509b9F03f80Bbb42a
shibeceo,7.6769,6.9497,6.6769,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x6423c5ce78E66d37172163D581469822879b1d4a
puzzleheaded-wave609,5.0,0.0,0.0,0,5.0,0.0,0.0,-750.0,1,0,comments only,0.10000000000000009,0xcE6B3be48C984B1Fd2f52b9856c17c906c204bFf
jbrev01,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0,1,1,,1.0,0x82351f8776b2a1ED4EDaAe0CF319753A5806EEd7
sam_kaushik,4.0,0.0,0,0,4.0,0.0,0.0,-500.0,0,0,perma ban,1.0,0x3B712c2610c4B38862363438cECc46cf981fF2Df
chemicalanybody6229,4.0,0.0,206.7149,269.5485,4.0,0.0,0.0,-750.0,1,1,,1.0,0xC8CCAf6A7276381d4103aA5aD1816C0fe8C9848f
meetjames,3.0,0.0,0,0,3.0,0.0,0.0,-250.0,0,0,karma and/or age,1.0,0x1d844F6E0D1ba447a986cB03dc13E92bD6Ef00fa
wdym_brother,3.0,12.6704,0,0,3.0,0.0,0.0,0,0,0,karma and/or age,1.0,0xdf63f1E9eCCdd2Fa40e21877f9D8206c983819A8
wurld_92,2.0,8.4469,0,0,2.0,0.0,0.0,0,0,0,karma and/or age,1.0,0x727825F3766e7b91dBcC835b23679F4aC431cA4E
green_candler,2.0,0.0,0.0,269.5485,2.0,0.0,0.0,-500.0,1,1,,1.0,0xC57930803027eC2b4965F65ac9a9F02E587F5Cf4
ninadpathak,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x78af2C2B520F16472D9E82612fEfC668F754C66d
mattg1981,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xb15095113a31A41469dbD6e9314D9B19C6Bb2d78
ElektricDonut,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x65f87aCc6b3c42bACf65770966c57036DaF5eccc
fabdarice,1.0,7.0632,0,0,1.0,0.0,0.0,0,0,0,karma and/or age,1.0,0xFe8Fafd9f15449C041D4Fc3415d2c31E9F3336f0
