username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,multiplier,need_to_buy,current_balance,earned,sent_to_lp,membership
Creative_Ad7831,62,45.0,5152.382555985856,15,1806.25,118653.15506781562,17.0,-2791.838942772132,121013.69868102936,0x5ce03C34F851066DA7a7392526a7EC4F81790e1D,1.0,0.0,471866.5921,468039.46660000004,0.0,21301.0
kirtash93,311,235.5,26964.13537632598,18,1404.5,92262.0657676108,18.0,-2956.064762935199,116270.1363810016,0xc149c6d082Da03319497A4Cfea8324A88CD1C898,1.0,0.0,1242295.422222266,944374.3944,0.0,22452.0
MasterpieceLoud4931,225,393.0,44997.47432227648,15,757.0,49727.57834537656,15.0,-2463.387302445999,92261.66536520704,0x16Bd6F1d0d3a5c039ca67e0Da0DEa4bA3823bB23,1.0,0.0,643649.0205937773,643025.1735,0.0,0.0
0xMarcAurel,30,54.0,6182.859067183027,11,1280.0,84083.6199234901,11.0,-1806.4840217937328,88459.9949688794,0x354E93137D53ec467112504d7b0e4961362Ef7B7,1.0,0.0,1540024.8276306961,72500.0,267170.371345635,0.0
Odd-Radio-8500,179,305.5,34978.95268563731,8,643.0,42238.88094594073,9.0,-1478.0323814675994,75739.80125011045,0x795065F0368BE7149140D2b134fe2bA072db42AE,1.0,0.0,610114.2813641934,797827.4932,9952.629925980653,8218.0
CymandeTV,121,119.0,13625.189425829263,17,938.0,61617.52772518258,24.0,-3941.4196839135984,71301.29746709825,0x94f5926AD5902b41588097788A1e84884aCE4494,1.0,0.0,478985.4217625136,325520.78569999995,0.0,6783.0
SigiNwanne,109,111.5,12766.45899983162,26,481.5,31629.892963406623,29.0,-4762.548784728931,39633.80317850931,0xD90C22d2Da086Eaf293E6Ca056116C7d08DecA47,0.7572563208361923,32064.142639999976,334110.2146,613240.5954,0.0,1770.0
uthillygooth,10,263.0,30112.813604984003,0,0.0,0.0,0.0,-0.0,30112.813604984003,0xAf79312EB821871208ac76A80c8E282f8796964e,1.0,0.0,784.9881849921586,431.3571,0.0,0.0
poorbugger,5,116.0,13281.697255430206,0,0.0,0.0,0.0,-0.0,13281.697255430206,0xb4eC18135d80E7e1Bc474D4bc0850B8B4914830D,0.10000000000000009,817.4958600000001,0.0,1362.4931000000001,0.0,0.0
DBRiMatt,212,101.5,11621.485098501433,5,33.75,2217.048572201399,5.0,-821.129100815333,13017.404569887496,0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,1.0,0.0,100000.50464205761,828046.778325309,2849534.2120724255,5880.0
WiseChest8227,34,54.5,6240.107762249537,5,102.75,6749.681208702037,6.0,-985.3549209783996,12004.434049973172,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082,1.0,0.0,9752.2912,9752.2912,0.0,0.0
coinfeeds-bot,55,102.0,11678.73379356794,0,0.0,0.0,0.0,-0.0,11678.73379356794,0xd056666321700092B032b2571431B2478cD6512E,1.0,0.0,30476.7962,30476.7962,0.0,0.0
aminok,20,12.5,1431.2173766627377,6,121.0,7948.529695892423,5.0,-821.129100815333,8558.617971739828,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF,1.0,0.0,401007.6705,441153.1308000001,0.0,6292.0
Master-Cicada1480,24,73.0,8358.30947971039,0,0.0,0.0,0.0,-0.0,8358.30947971039,0x6842317481Df7EC9Bae5118B6d532070900A8CE2,1.0,0.0,8551.2093,8551.209299999999,0.0,0.0
ICE-FlGHT,43,45.0,5152.382555985856,0,0.0,0.0,0.0,-0.0,5152.382555985856,0xdb45859C25c08a38f2cC04c17a04F76C0FC3191f,1.0,0.0,5999.4297,4946.811000000001,0.0,0.0
DrRobbe,87,39.5,4522.646910254251,6,24.0,1576.5678735654392,6.0,-985.3549209783996,5113.859862841291,0x5eD61dee19B3355cf125a5cB95bEC8f344523628,1.0,0.0,265705.0522723739,344356.11552489584,20273.926009213774,0.0
MA78L,4,44.0,5037.885165852837,0,0.0,0.0,0.0,-0.0,5037.885165852837,0x55358E4456aE69A250818ADD1701abad79C3e229,1.0,0.0,1679.7581,1679.7581,0.0,0.0
CoolCoolPapaOldSkool,7,41.0,4694.39299545378,0,0.0,0.0,0.0,-0.0,4694.39299545378,0x3e94cE15A42a8E8a0AbE405a7B0dc4F00f2862Db,1.0,0.0,2149.6959,2149.6958999999997,0.0,0.0
