username,contrib,base,voter,voting_bonus_contrib,post_of_the_week,pay2post
masterpieceloud4931,132885.92536,129038.01658,7597.908779999998,0,0,-3750.0
kirtash93,135967.05911,127940.26806,7526.79105,0,5000,-4500.0
odd-radio-8500,81781.33962,72388.56254,6642.77708,0,5000,-2250.0
drrobbe,71225.25127,69588.46492,3136.7863500000094,0,0,-1500.0
dbrimatt,52461.41633,49824.36492,3387.05141,0,500,-1250.0
0xmarcaurel,45835.28956,46859.53276,1725.7567999999956,0,0,-2750.0
aminok,52858.58901,39661.229739999995,1447.3592700000008,0,13000,-1250.0
siginwanne,39798.64263,43932.04881,3116.5938199999946,0,0,-7250.0
cymandetv,37928.66807,40918.58099,3010.0870799999975,0,0,-6000.0
creative_ad7831,0,0,1108.2517200000002,0,3000,-4250.0
mixdealyn,11841.14343,10453.77895,1387.3644800000002,0,0,-0.0
donut-bot,8594.47071,7587.50179,1006.9689199999993,0,0,-0.0
king__robbo,8344.49894,7366.8179,977.6810399999995,0,0,-0.0
master-cicada1480,7639.52952,6744.44604,895.0834800000002,0,0,-0.0
wisechest8227,6948.66062,8030.05991,418.6007099999997,0,0,-1500.0
coinfeeds-bot,6366.2746,5620.3717,745.9029,0,0,-0.0
hduynam99,4730.81336,5074.95572,155.85764000000017,0,0,-500.0
pinewatch762,4456.39222,3934.26019,522.1320299999998,0,0,-0.0
malixshak,4187.75284,4894.1249800000005,293.62786000000006,0,0,-1000.0
0xpolygonlabs,6700.31025,3832.60656,117.70368999999982,0,3000,-250.0
prospero_quant,0,0,233.78646000000026,0,0,-4500.0
incompetentdonuts,3501.45103,3091.20443,410.2466000000004,0,0,-0.0
atorcran,2546.50984,2248.14868,298.3611600000004,0,0,-0.0
gubbie99,2539.09678,3210.12867,328.9681099999998,0,0,-1000.0
ice-flght,2253.43839,1989.41487,264.02351999999973,0,0,-0.0
thorp1,1923.76086,1698.36392,225.3969400000001,0,0,-0.0
poorbugger,1909.88238,1686.11151,223.77087000000006,0,0,-0.0
wonderful_bad6531,1909.88238,1686.11151,223.77087000000006,0,0,-0.0
coolcoolpapaoldskool,1909.88238,1686.11151,223.77087000000006,0,0,-0.0
cm19901,1909.88238,1686.11151,223.77087000000006,0,0,-0.0
emergensee13,223.77087,0,223.77087000000006,0,0,-0.0
man_sloth,223.77087,0,223.77087000000006,0,0,-0.0
lucaslouch,1909.88238,1686.11151,223.77087000000006,0,0,-0.0
dogstunning4845,1901.9882,1679.14225,222.8459499999999,0,0,-0.0
kingkai1998,188.70225,0,188.70225000000005,0,0,-0.0
fattestlion,1591.56865,1405.09292,186.47572999999988,0,0,-0.0
rv8n8,1591.56865,1405.09292,186.47572999999988,0,0,-0.0
acidyo,1444.3308,1830.7761,113.55469999999991,0,0,-500.0
0x456,1402.10832,1237.83066,164.27765999999997,0,0,-0.0
josefumi12,1353.02434,1194.4976,158.52674000000002,0,0,-0.0
remedyiii,1352.5787,1194.10417,158.47452999999996,0,0,-0.0
xcreampye69x,1341.59688,1184.40903,157.18785000000003,0,0,-0.0
rootpl,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
j-96788-eu,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
olmops,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
shibeceo,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
