username,contrib,base,voter,voting_bonus_contrib,post_of_the_week,pay2post
auspiciousether,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
cg-saviour878879,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
flashy-butterfly6310,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
rollwooden,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
ma78l,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
kaijeng,1273.25492,1124.07434,149.1805800000002,0,0,-0.0
lorem_epsom_dollar,1083.79459,956.81208,126.98250999999993,0,0,-0.0
savi321,1023.25492,1124.07434,149.18057999999996,0,0,-250.0
alternativewonder471,967.80106,854.40891,113.39215000000002,0,0,-0.0
beerdrinker_mavech,947.04701,836.08649,110.96051999999997,0,0,-0.0
according_time5120,730.77751,951.5542,29.22330999999997,0,0,-250.0
interpole10,650.50594,574.28958,76.21636000000001,0,0,-0.0
towjamb,636.62746,562.03717,74.5902900000001,0,0,-0.0
admirral,636.62746,562.03717,74.5902900000001,0,0,-0.0
bzzking,636.62746,562.03717,74.5902900000001,0,0,-0.0
bro_can_u_even_carve,636.62746,562.03717,74.5902900000001,0,0,-0.0
oneawesomewave,636.62746,562.03717,74.5902900000001,0,0,-0.0
megselepgeci,636.62746,562.03717,74.5902900000001,0,0,-0.0
002_timmy,636.62746,562.03717,74.5902900000001,0,0,-0.0
timbulance,636.62746,562.03717,74.5902900000001,0,0,-0.0
abdeliq,636.62746,562.03717,74.5902900000001,0,0,-0.0
legionticket,636.62746,562.03717,74.5902900000001,0,0,-0.0
chemicalanybody6229,636.62746,562.03717,74.5902900000001,0,0,-0.0
epicureanmystic,74.59029,0,74.5902900000001,0,0,-0.0
physicaljoe3011,636.62746,562.03717,74.5902900000001,0,0,-0.0
k4yce,636.62746,562.03717,74.5902900000001,0,0,-0.0
subdep,636.62746,562.03717,74.5902900000001,0,0,-0.0
updown_crypto,636.62746,562.03717,74.5902900000001,0,0,-0.0
hereticlaserhaggis,636.62746,562.03717,74.5902900000001,0,0,-0.0
rsloth,636.62746,562.03717,74.5902900000001,0,0,-0.0
maximumstudent1839,636.62746,562.03717,74.5902900000001,0,0,-0.0
celmate,636.62746,562.03717,74.5902900000001,0,0,-0.0
potstar1,636.62746,562.03717,74.5902900000001,0,0,-0.0
toughstatistician368,74.59029,0,74.5902900000001,0,0,-0.0
fear_blind83,636.62746,562.03717,74.5902900000001,0,0,-0.0
reclaimer2401,636.62746,562.03717,74.5902900000001,0,0,-0.0
dfeldsyo,636.62746,562.03717,74.5902900000001,0,0,-0.0
alternative_run_6116,636.62746,562.03717,74.5902900000001,0,0,-0.0
echoenclosure,636.62746,562.03717,74.5902900000001,0,0,-0.0
desperate-fondant-41,636.62746,562.03717,74.5902900000001,0,0,-0.0
t_peters,636.62746,562.03717,74.5902900000001,0,0,-0.0
againer,636.62746,562.03717,74.5902900000001,0,0,-0.0
a_library_socialist,636.62746,562.03717,74.5902900000001,0,0,-0.0
solution_far,636.62746,562.03717,74.5902900000001,0,0,-0.0
totalmarc,636.62746,562.03717,74.5902900000001,0,0,-0.0
setsukoamon,636.62746,562.03717,74.5902900000001,0,0,-0.0
cxgamer,636.62746,562.03717,74.5902900000001,0,0,-0.0
security_raven,628.73328,555.06791,73.66537000000005,0,0,-0.0
f-machine,319.61882,282.17076,37.448060000000055,0,0,-0.0
_lakecity_,318.31373,281.01858,37.295150000000035,0,0,-0.0
muzo42,318.31373,281.01858,37.295150000000035,0,0,-0.0
newagebroker,36.37023,0,36.37022999999999,0,0,-0.0
aitalianstallion,76.92584,317.18473,9.741109999999992,0,0,-250.0
physicallodging,11.54067,253.74779,7.79288,0,0,-250.0
BicycleOfLife,0.0,0.0,0.0,0,0,-0.0
daltadka911,0.0,0.0,0.0,0,0,-0.0
