username,points,contrib,comment_score,post_score,offchain_tips,funded,voting,pay2post,eligible_comments,eligible_posts,eligibility_reason,multiplier,address
donut-bot,7601.5018,8594.4707,7587.5018,0.0,14.0,0.0,0.0,0,1,1,,1.0,0xa8C8c9e18C763805c91bcB720B2320aDe16a0BBf
king__robbo,7330.8179,8344.4989,7366.8179,0.0,-36.0,0.0,0.0,0,1,1,,1.0,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b
master-cicada1480,6730.446,7639.5295,6744.446,0.0,-14.0,0.0,0.0,0,1,1,,1.0,0x6842317481Df7EC9Bae5118B6d532070900A8CE2
wisechest8227,6518.0599,6948.6606,1686.1115,6343.9484,-12.0,0.0,0.0,-1500.0,1,1,,1.0,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082
coinfeeds-bot,5630.3717,6366.2746,5620.3717,0.0,10.0,0.0,0.0,0,1,1,,1.0,0xd056666321700092B032b2571431B2478cD6512E
hduynam99,4579.9557,4730.8134,0.0,5074.9557,5.0,0.0,0.0,-500.0,1,1,,1.0,0x409067c39029382a5C4d38b75163c5539b25a17a
pinewatch762,3941.2602,4456.3922,3934.2602,0.0,7.0,0.0,0.0,0,1,1,,1.0,0x14f40e47227c9F75FD3165292D9F9ff28a4BE577
0xpolygonlabs,3585.6066,6700.3103,0.0,3832.6066,3.0,0.0,0.0,-250.0,1,1,,1.0,0x7AA2649B05a80004bDce492990d990059645E7b1
incompetentdonuts,3099.2044,3501.451,3091.2044,0,8.0,0.0,0.0,0,1,0,comments only,1.0,0x2A043F315F24762937CBCf0EB6CB313a43bDE534
atorcran,2253.1487,2546.5098,2248.1487,0.0,5.0,0.0,0.0,0,1,1,,1.0,0xc9Cb73C552b09E225a15EAe1b9005A8F0d956250
ice-flght,1999.4149,2253.4384,1989.4149,0.0,10.0,0.0,0.0,0,1,1,,1.0,0xdb45859C25c08a38f2cC04c17a04F76C0FC3191f
dogstunning4845,1732.1423,1901.9882,1679.1423,0.0,53.0,0.0,0.0,0,1,1,,1.0,0xa21fca7a26bb74E8604858F329aF48c68428d596
cm19901,1698.1115,1909.8824,1686.1115,0.0,12.0,0.0,0.0,0,1,1,,1.0,0x676eDd42FcB0dC9852036cf6eCa52d3BE9204DFb
coolcoolpapaoldskool,1689.1115,1909.8824,1686.1115,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x3e94cE15A42a8E8a0AbE405a7B0dc4F00f2862Db
lucaslouch,1689.1115,1909.8824,1686.1115,0.0,3.0,0.0,0.0,0,1,1,,1.0,0xFf700Dc22A1AdC8737b639768d6c7427dfa0c48E
thorp1,1682.8502,1923.7609,1698.3639,0.0,-15.5137,0.0,0.0,0,1,1,,1.0,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13
rv8n8,1410.0929,1591.5686,1405.0929,0.0,5.0,0.0,0.0,0,1,1,,1.0,0x3e38717ca367cDad980613466ea2395621EE17E8
acidyo,1335.7761,1444.3308,562.0372,1268.7389,5.0,0.0,0.0,-500.0,1,1,,1.0,0x826F51B323e83F2e2799055b7E39b1661a056059
remedyiii,1195.1042,1352.5787,1194.1042,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x47F7f4a47e11e2B252aa9885C36B54cFa3Ce6eC1
xcreampye69x,1188.409,1341.5969,1184.409,0.0,4.0,0.0,0.0,0,1,1,,1.0,0xe64C85059F9560fd475cc4d3DDe881334917D4eB
kaijeng,1127.0743,1273.2549,1124.0743,0.0,3.0,0.0,0.0,0,1,1,,1.0,0x33de26d9083f338c9C4AC0F81c59D2C0DfBE3cE1
rootpl,1126.0743,1273.2549,1124.0743,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xEdc0321b407b165CF926BE3E77ecB6C791f731bA
j-96788-eu,1126.0743,1273.2549,1124.0743,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x2AAB3E4A213052C648A6331d28d5e0F3abD6C167
olmops,1126.0743,1273.2549,1124.0743,0.0,2.0,0.0,0.0,0,1,1,,1.0,0xCA7d56f69C1321DA5ac0fc68B2433A4B3c4624Dc
shibeceo,1126.0743,1273.2549,1124.0743,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x6423c5ce78E66d37172163D581469822879b1d4a
auspiciousether,1126.0743,1273.2549,1124.0743,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x4786685C291e83294E03BdE3effDF18c82c21934
cg-saviour878879,1126.0743,1273.2549,1124.0743,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x4C2B87E547Ca500B0d539a6Fb82693Aa566abc00
rollwooden,1126.0743,1273.2549,1124.0743,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x17547E201cb57785B798d4B45406F7C8A34c0C9D
ma78l,1126.0743,1273.2549,1124.0743,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x55358E4456aE69A250818ADD1701abad79C3e229
lorem_epsom_dollar,955.8121,1083.7946,956.8121,0.0,-1.0,0.0,0.0,0,1,1,,1.0,0xbA57aCa2547387c651cA32FE7b17D92F90253B44
0x456,932.7375,1402.1083,1237.8307,0.0,3.0,0.0,0.0,0,1,1,,0.7511023026745832,0x456029D4d417ab7BD4D5d2b0404215E56a25C000
alternativewonder471,859.4089,967.8011,854.4089,0.0,5.0,0.0,0.0,0,1,1,,1.0,0x1c2f252a47d6C0160a0fDe8e70FDb09e790a7d5D
beerdrinker_mavech,838.0865,947.047,836.0865,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x0ab9cb780BAAbd1aC9b93b31A756E255905106A0
according_time5120,704.5542,730.7775,0.0,951.5542,3.0,0.0,0.0,-250.0,1,1,,1.0,0xeDDf642049e08c287335a9aa87854E3442ff99B4
cxgamer,577.0372,636.6275,562.0372,0.0,15.0,0.0,0.0,0,1,1,,1.0,0x666411216a8f4e23521f3910A0FB042d7BdE1456
interpole10,576.2896,650.5059,574.2896,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x0433d140d0F29d05D77a8Ee9f3da24E1A2b73339
subdep,572.0372,636.6275,562.0372,0.0,10.0,0.0,0.0,0,1,1,,1.0,0xeCf56076be8790a24E44f6c27D6Fe304754eCF41
alternative_run_6116,564.0372,636.6275,562.0372,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x0fb6fF2b04d9cA944cc9d1F4de5462Ab39E269Eb
towjamb,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x6AA08E1E39958055836F31906C6ff8c072e8C0F3
admirral,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x23930436f8ecBCC18149f68e82E60Eeb7b0aF4D0
bro_can_u_even_carve,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x4aAF915967B41A77D11adca432a1a2779937e71C
oneawesomewave,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x1Ae5B9D3DD5a7a3cDBc6bEc6B26cf7A73a3f3f58
megselepgeci,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xe0ADe6c4900d80Abd8cc8C462F8F9F586b5Cd065
002_timmy,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x70BA80d1F08289b1d73466Ac8Bd949e5B2AA8219
legionticket,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x4a5008a960Df61CE7CF1EFDe0CBc268C390ff94F
physicaljoe3011,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xA3B9703bE58185CC05C010B50Eba8f6dE69468a6
k4yce,563.0372,636.6275,562.0372,0,1.0,0.0,0.0,0,1,0,comments only,1.0,0xa682ff6C94C4df3fDb9aa7C7d5E9b0B2a84c1ef6
hereticlaserhaggis,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x07ae19C1e2498424669D01e280F43d9bDB1c9666
rsloth,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x29A37a3d0e2Fce046081752817681b48Ca0C603c
maximumstudent1839,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xeC64E641Daf8228c7043E25948c3eE5CEd89FaC6
celmate,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x415680ef2E97cD38CB9A42abd2a1b2812086401a
potstar1,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x28Ab312bbb29Eed6183d365b98766246FA88f0EB
fear_blind83,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x658aBbeff3A93Ea218b41AE1533E97719D82884E
reclaimer2401,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xBeFd68e6A5b51022Abae8E72656c8aAd0847C41A
dfeldsyo,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xBa2dd18c7A9903187a09ca6f6982afAD98847B32
desperate-fondant-41,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xDaB5762B13dFC77FE26CECCF7989A5E0ecAA41F9
t_peters,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x74865C349cf8685ad596C1bBc5892EB6B81268D4
againer,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xF26F82548F9ACa4ace8Bd984f873955017c2a4F3
a_library_socialist,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xF2aBF64Ad7690EFADc6025b295Ffab9452ffa585
solution_far,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x299AE31eab9eeD4C8099298630A90c60640Ed594
totalmarc,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x1DBCC85f503333728ce12c7053b01a19CCba2E5b
setsukoamon,563.0372,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,1.0,0xf01773298C73D69308423932D67FB06D356149B1
timbulance,561.0372,636.6275,562.0372,0.0,-1.0,0.0,0.0,0,1,1,,1.0,0xf8b2808E19413E0b14C2966dD6afB497c7F5A919
chemicalanybody6229,561.0372,636.6275,562.0372,0.0,-1.0,0.0,0.0,0,1,1,,1.0,0xC8CCAf6A7276381d4103aA5aD1816C0fe8C9848f
security_raven,551.0679,628.7333,555.0679,0.0,-4.0,0.0,0.0,0,1,1,,1.0,0xFBddB66A587515789f4bF2bFA5e19FE98e980104
bzzking,525.5004,636.6275,562.0372,0.0,-1.0,0.0,0.0,0,1,1,,0.9367714217260079,0x7C48CF841a4cd5754127148fB9B20580Fc51eBeb
malixshak,452.4864,4187.7528,1405.0929,3489.0321,-3.0,0.0,0.0,-1000.0,1,1,,0.11696759682128777,0xb10135E33D94f8364E9dA4148f908EdF92b1bD2f
josefumi12,351.5999,1353.0243,1194.4976,0.0,-11.0,0.0,0.0,0,1,1,,0.3035584680435668,0xA9c455ae9838840187801ce4f0ef1DB28EAeb326
gubbie99,316.7836,2539.0968,2258.5745,951.5542,-26.0,0.0,0.0,-1000.0,1,1,,0.15509666043451964,0xaF29FACA9278f3FE68BaDd745BB7f5b1538A17Ff
wonderful_bad6531,298.1424,1909.8824,1686.1115,0.0,-7.0,0.0,0.0,0,1,1,,0.18097402034565158,0x823203809D31109e99F27092dE19F60a22DF61C5
_lakecity_,283.0186,318.3137,281.0186,0.0,2.0,0.0,0.0,0,1,1,,1.0,0x090A0a2d6b80a91e23E5aae94D7eC54EF8fA9aaC
muzo42,282.0186,318.3137,281.0186,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x8946AE2C406d18f211b984f8af6955F19829683C
f-machine,280.1708,319.6188,282.1708,0.0,-2.0,0.0,0.0,0,1,1,,1.0,0x6b2Dfb8f1F88A400E3aad648d9D8A1a5E1820a7b
fattestlion,241.508,1591.5686,1405.0929,0.0,-2.76,0.0,0.0,0,1,1,,0.17384471845105676,0x2dBB136D8DC31698ADA7C56E0853C255629d0cA6
poorbugger,171.6112,1909.8824,1686.1115,0.0,3.0,0.0,0.0,0,1,1,,0.10000000000000009,0xb4eC18135d80E7e1Bc474D4bc0850B8B4914830D
flashy-butterfly6310,114.4074,1273.2549,1124.0743,0.0,2.0,0.0,0.0,0,1,1,,0.10000000000000009,0xD5bB9395dB87015F8240D768ad9575987CEDAF3F
savi321,104.3478,1023.2549,1124.0743,0.0,1.0,0.0,0.0,-250.0,1,1,,0.11823688379179131,0x7eA45e32a4F75F79615e1C77fA017F2ac4fE66AB
updown_crypto,82.2798,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,0.14461637653127002,0x181BACB4c8bDc528Fa362001c0E4502723ABd279
aitalianstallion,68.1847,76.9258,0.0,317.1847,1.0,0.0,0.0,-250.0,1,1,,1.0,0x9B22c58ABAE0AcB8A64754710240294369A7E79A
abdeliq,59.2848,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,0.10370272111687306,0x68E5b83d9A4E82d3833dE0365543E7d26897B413
echoenclosure,57.2037,636.6275,562.0372,0.0,1.0,0.0,0.0,0,1,1,,0.10000000000000009,0x42e84F0bCe28696cF1D254F93DfDeaeEB6F0D67d
creative_ad7831,18.0,0.0,0,0,18.0,0.0,0.0,-4250.0,0,0,temp ban,1.0,0x5ce03C34F851066DA7a7392526a7EC4F81790e1D
prospero_quant,12.0,0.0,0,0,12.0,0.0,0.0,-4500.0,0,0,perma ban,1.0,0xF1F4f85EC7393d01fF52E5eA22Fc39457b62a19c
kingkai1998,7.0,188.7022,0,0,7.0,0.0,0.0,0,0,0,karma and/or age,1.0,0xa7f79958E3f43Bd688c0b2DF9076aE7B5a0a1975
physicallodging,4.6917,11.5407,0.0,253.7478,2.0,0.0,0.0,-250.0,1,1,,0.7182139950511293,0x100301F03299C90EC2945f64Db1f9F4e424d71F2
man_sloth,2.0,223.7709,0,0,2.0,0.0,0.0,0,0,0,karma and/or age,1.0,0xF5fdBdf8963F95aAcF2EF17363E632E7EED5721c
epicureanmystic,2.0,74.5903,0,0,2.0,0.0,0.0,0,0,0,deleted or shadow ban,1.0,0x67Ef1DA6A8cF5Fe5089874F3175eA09e7F8d1cA1
toughstatistician368,1.0,74.5903,0,0,1.0,0.0,0.0,0,0,0,karma and/or age,1.0,0x01Aa3B1039ADea2E127572Ef55FCFe49Be046177
newagebroker,1.0,36.3702,0,0,1.0,0.0,0.0,0,0,0,karma and/or age,1.0,0x09e12CA0908364Bf115a72F1c328e94Cb9182D93
BicycleOfLife,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x3Bfe6382e9df80a3223D2695D51607D5db6ce680
daltadka911,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1,1,,1.0,0x1A4429d4ABD53c2A0938830AB15De50Ef7E5c45b
emergensee13,0,223.7709,0,0,-12.0,0.0,0.0,0,0,0,karma and/or age,1.0,0xC73d8C34297F3d78Cb1d0708c6D458AC068fFC53
