address,qty,username,points
0xB1151e3F86D4FEbcc4f75Eb3ad8E6F39104daa06,1,Lillica_Golden_SHIB,663.7
0xC57E7Dbc975bBe02c0FEeE721B212f5162c4aC26,1,The_Rise_Of_Kyoshi,16.45
0x7b55b0b671f2952B092bEbC75dfcFb9B86cDD032,1,LightninHooker,5.1
0x37DCB9A9C7e39BA3FdC3e57721aDb08Ed1302335,1,,
0xc06479D09b3DE98Df54c77150075c5df38996138,1,Icy-Profile-1655,273.4
0xf2B0485b7E8551d3Bb1953fBf6c5197C29A3d15F,1,RUBEN4iK,6.15
0x556F5911Bc0F3a14b3427BB6d3e84c8022E44b20,1,boiboi3434,488.55
0x0e066ED845a6853557A0d580b3BA998b0283ACA8,1,Eth_Man,85.65
0xBD007Ad19Fa7a0Db0526bFfBdd634011D5DdB09c,1,KompolNakBroMek,572.95
0x002fb0c5d1209f8f5616BA3d211Be36c4D237d55,1,,
0xD50F8126B10dcdd03cF900A053f5Db78FBEA95b3,1,illbeback_69,1421.85
0xAacc079965F0F9473BF4299d930eF639690a9792,1,Visible-Ad743,114.8
0x7AdAe2238B6BCa88D9f64E468d2fD551E0587c96,1,falk_lhoste,20.65
0x5B45daBABe4756460D131C355d36cC4F82EDccf3,1,DIYrself,108.65
0x33493c3DB1F4Fa1061C0199ab81111236375F74b,1,SuperbCantaloupe1929,60.95
0x4df57f4A62f05dDB2eC4e6749677AA8e77740a2E,1,Lokiee0077,1735.4
0xb7d0101d367d51cE7a33Ce146eC44713306A94df,1,compressionwaves,2.85
0xFbF271152D5F4220D8c8340052c2e1E8451b9728,1,Electrical_Tension,1902.75
0xe1C712Df934f18486A7605D80ca0B310340A4E52,1,InevitableComplex895,0.4
0x95D9bED31423eb7d5B68511E0352Eae39a3CDD20,1,carlslarson,1016.0166666666667
0x5C31A6bAa7CE0A2f7b9388A9b89283C8bC12D0eB,1,,
0xD1906a5eDDD9034b7D369ACD254aBf0d0f763CA6,1,FranzJosephBalle,46.8
0xD388Ba04AdBcb68E4CC54B1B9391cCE7b43CA694,1,TheyAskWho,3.65
0x7C48CF841a4cd5754127148fB9B20580Fc51eBeb,1,bzzking,36.75
0xE003C45A1B4afbbeB0816053fD90c7c91c8d32AB,1,bkcrypt0,14.1
0xEdc0321b407b165CF926BE3E77ecB6C791f731bA,1,rootpl,1956.45
0x191692F362fC815F39ED894926cFd5E672e35B3E,1,ethereum88,54.5
0x753F545dCBbC15744C8441089b64D5c567a306b6,1,Fiddlers-list,104.75
0xEDBaF914C6cCEa8352512808060C6b253B6a69CB,1,lucashcy_97,44.1
0x801dd958bA458Cbd68D663d7D76432dD3c6EE60a,1,dont_agree_with_me,323.5
0xE0ae9458499f5F44F561b5DA6D0cd3355F9CE2Bf,1,spacsandspacs,0.65
0x177FcF75AF5a0324AfFFdfA578F7b14d42f71d80,1,Goonzoo,46.35
0xDbE3B1F7bea6c329F6DCb8b9fA0D4D27948c22C1,1,Sky-876,750.45
0xdea176973310D5bdfE5D8bE85Ff7B5Ea5Ab060f0,1,ShadowKnight324,75.65
0xA04C6Ce4a418E2B9b6BC95C06b9fAf664A705402,1,telejoshi,122.4
0xf8b2808E19413E0b14C2966dD6afB497c7F5A919,1,timbulance,84.35
0xbf452f324076b58b28F77F79fc4FC27CFBe7884B,1,garysei124,329.65
0x0445f84164f452Dc6204c734Cdd7c98BDab0c236,1,MotherSystem749,7.55
0x1b036f17F5DcB000005e14773f8636b4dde76e39,1,ReitHodlr,247.75
0x88B8073739F867126C96F392512dDB34EF3A350E,1,Top_Performance_732,1.55
0x7687fbc6D50EA1620105A0e271B8Cb6239905121,1,dead-spiral,463.4
0x18722119EA2D21ED8b5E13E796BD92A7345C1802,1,SuperNoise5209,89.2
0x0373d212375bEE0B59813a5B39F00B7BBADFec3E,1,Fumbles1231,11.75
0x3c1bCB3bb9d6A551cCb2F37201C084A407E8fB0c,1,good2youall,190
0xd5aD34CeE33bEF42e47B3eE90417aC1C6779477d,1,PirateSKB,56.95
0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,1,DBRiMatt,397.65
0xA792B45bc1Ce5B71a32B79F58D0d5D9fDD28d073,1,tambaybtc,828.3
0xFBddB66A587515789f4bF2bFA5e19FE98e980104,1,Security_Raven,1.3
0x8DfdD8E1f2EA3f70C7a5f0a42903A8239a83d313,1,Ok_Election7896,5.3
0x52C83fbEc050509468Dc7CEF0a2fFd81e95c9F1B,1,tahiraslam8k,45.85
0x5eD61dee19B3355cf125a5cB95bEC8f344523628,1,DrRobbe,17.1
0xEca23ebdfDf663d499891a833D22956a6f65DFA2,1,Kindly-Wolf6919,61.9
