username,comments,comment_upvotes,comment_score,posts,post_upvotes,post_score,total_posts,pay2post,points,blockchain_address,multiplier,need_to_buy,current_balance,earned,sent_to_lp,membership
coinfeeds-bot,9,24.0,7324.955116696588,0,0.0,0.0,0.0,-0.0,7324.955116696588,0xd056666321700092B032b2571431B2478cD6512E,1.0,0.0,88530.6771,88530.6771,0.0,0.0
WiseChest8227,13,10.0,3052.064631956912,2,35.25,3800.418569254186,2.0,-539.066463723998,6313.4167374871,0x5dA9d055e6d8EBE0bFD59BD15cf631cBEF786082,1.0,0.0,40312.0615,40312.061499999996,0.0,0.0
MA78L,1,19.0,5798.922800718133,0,0.0,0.0,0.0,-0.0,5798.922800718133,0x55358E4456aE69A250818ADD1701abad79C3e229,1.0,0.0,6779.8177,6779.8177,0.0,0.0
aminok,2,17.0,5188.50987432675,0,0.0,0.0,0.0,-0.0,5188.50987432675,0xbEA18A39a1cEe253705eB5e966fe23F26dD109eF,1.0,0.0,553659.6433,593805.1036000001,0.0,6292.0
Right-Shopping9589,25,14.0,4272.890484739677,0,0.0,0.0,0.0,-0.0,4272.890484739677,0xAb093C258B2E2159E4CEC3aC5c4A7FCb594b951F,1.0,0.0,0.0,0.0,0.0,0.0
Complete_Oven_9651,5,14.0,4272.890484739677,0,0.0,0.0,0.0,-0.0,4272.890484739677,0xBa4f232b8461e1f4d92253E587261076459274b3,0.10000000000000009,5178.652499999999,0.0,8631.0875,0.0,0.0
Serenaded,4,12.0,3662.477558348294,0,0.0,0.0,0.0,-0.0,3662.477558348294,0x08dA4BC3e2fb388b862d17c017c06F98D981C89A,1.0,0.0,2415.1804,2415.1804,0.0,0.0
DBRiMatt,69,4.5,1373.4290843806102,6,31.25,3369.165398274987,6.0,-1617.199391171994,3125.395091483603,0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,1.0,0.0,157.8684585692625,1117386.778325309,4890056.2120724255,5880.0
Kevkillerke,1,9.0,2746.8581687612204,0,0.0,0.0,0.0,-0.0,2746.8581687612204,0x3B6CE9e2D18B88266e7b5A2332207C51E6fEb7a7,1.0,0.0,72.3699,72.3699,0.0,0.0
Thorp1,10,7.0,2136.4452423698385,0,0.0,0.0,0.0,-0.0,2136.4452423698385,0x3f65Ad6363073D3328b3F47273D7F3C7f574fD13,1.0,0.0,29903.245,29903.245,0.0,0.0
PhysicalJoe3011,4,7.0,2136.4452423698385,0,0.0,0.0,0.0,-0.0,2136.4452423698385,0xA3B9703bE58185CC05C010B50Eba8f6dE69468a6,1.0,0.0,2449.9046,2449.9046,0.0,0.0
DrRobbe,11,5.0,1526.032315978456,1,8.0,862.5063419583968,1.0,-269.533231861999,2119.005426074854,0x5eD61dee19B3355cf125a5cB95bEC8f344523628,1.0,0.0,372568.3758315466,488611.04572489584,27236.38955926363,0.0
chiurro,3,6.0,1831.238779174147,0,0.0,0.0,0.0,-0.0,1831.238779174147,0xd26b84a7c98ca65e53025f01169CCB8D156CA711,1.0,0.0,2302.931,2302.9309999999996,0.0,0.0
Cartosys,1,4.0,1220.8258527827647,0,0.0,0.0,0.0,-0.0,1220.8258527827647,0x32a2d3EaAAD78Bcf17841AE49f24e678E2b32Bc3,1.0,0.0,0.0,0.0,0.0,0.0
anonuemus,4,4.0,1220.8258527827647,0,0.0,0.0,0.0,-0.0,1220.8258527827647,0xBe841BA99b428a3de26d938D6EF7c5df320D91AA,1.0,0.0,1610.6734,1610.6734,0.0,0.0
KRE1ON,1,3.0,915.6193895870736,0,0.0,0.0,0.0,-0.0,915.6193895870736,0xCeEC06CABe2B0d6fDC8fFc713cAD8fF4Ef45B5cB,1.0,0.0,0.0,0.0,0.0,0.0
ShibeCEO,1,3.0,915.6193895870736,0,0.0,0.0,0.0,-0.0,915.6193895870736,0x6423c5ce78E66d37172163D581469822879b1d4a,1.0,0.0,4158.573,4158.573,0.0,0.0
Admirral,5,3.0,915.6193895870736,0,0.0,0.0,0.0,-0.0,915.6193895870736,0x23930436f8ecBCC18149f68e82E60Eeb7b0aF4D0,1.0,0.0,6708.5362,6708.5362000000005,0.0,0.0
Nagemasu,1,2.0,610.4129263913824,0,0.0,0.0,0.0,-0.0,610.4129263913824,0x91d08fd2D95C18012859ca068DA9445E61B9f64a,1.0,0.0,1240.7444,1240.7444,0.0,0.0
sogdianus,1,2.0,610.4129263913824,0,0.0,0.0,0.0,-0.0,610.4129263913824,0x43cdc000059CB03D649F3c9B719B1d51f9a71647,1.0,0.0,120.205,120.205,0.0,0.0
na3than,1,2.0,610.4129263913824,0,0.0,0.0,0.0,-0.0,610.4129263913824,0x88c9Af16a88487e43F3A8fDbf1580Ab6399FcDFF,1.0,0.0,60.6305,60.6305,0.0,0.0
J-96788-EU,2,2.0,610.4129263913824,0,0.0,0.0,0.0,-0.0,610.4129263913824,0x2AAB3E4A213052C648A6331d28d5e0F3abD6C167,1.0,0.0,2402.5585,2402.5585,0.0,0.0
Olmops,1,2.0,610.4129263913824,0,0.0,0.0,0.0,-0.0,610.4129263913824,0xCA7d56f69C1321DA5ac0fc68B2433A4B3c4624Dc,1.0,0.0,8134.0792,8134.0792,0.0,0.0
owolf8,1,2.0,610.4129263913824,0,0.0,0.0,0.0,-0.0,610.4129263913824,0x79c84d864E0300a2baC3F632961594C8F48dF65d,1.0,0.0,0.0,0.0,0.0,0.0
CM19901,2,1.5,457.8096947935368,0,0.0,0.0,0.0,-0.0,457.8096947935368,0x676eDd42FcB0dC9852036cf6eCa52d3BE9204DFb,0.10000000000000009,3252.1214399999994,0.0,5420.202399999999,0.0,0.0
FattestLion,5,1.5,457.8096947935368,0,0.0,0.0,0.0,-0.0,457.8096947935368,0x2dBB136D8DC31698ADA7C56E0853C255629d0cA6,0.18096350028152774,241680.5022571036,30620.002802896408,453834.17510000005,0.0,0.0
Taykeshi,2,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0x814F56d1f9eea7d77020780861cB90Dc246d9A7D,1.0,0.0,1296.547,1296.547,0.0,0.0
Jaydikins,1,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0x743d1476Ceec6c65f441319EF8eA893Ca575D1bC,1.0,0.0,43.987,43.986999999999995,0.0,0.0
Mattie_Kadlec,2,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0xF443e10e9d0FadD4b5153320B3F27840c2c7e5DC,0.29668304858895245,2448.3635199999994,920.1911,5614.257699999999,0.0,0.0
Sharkytrs,1,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0xE120ffC02ff9E6685aD3D65f998D8e40b4578A17,1.0,0.0,35280.89362763142,1259.918345806501,47989.26996316954,0.0
Crazerz,3,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0xF593ef3227D6C88BE9B99e459278362BfB8417a7,1.0,0.0,1839.5967,1839.5967,0.0,0.0
SnooCalculations1742,3,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0xDcae928B358377FCEEaF6D681dC589300258C8d9,1.0,0.0,34126.479388054184,9031.0874,0.0,0.0
na7oul,1,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0x53D0F1e389548BF97A5c7Dd5715b2bDA7A2E83FE,1.0,0.0,986.8604,986.8603999999999,0.0,0.0
Wise-Grapefruit-1443,1,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0x0cCE45f35d6ee94819Ce16D2830A513739EF91E9,1.0,0.0,4799.495789327719,3843.6451,0.0,0.0
ReMeDyIII,4,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0x47F7f4a47e11e2B252aa9885C36B54cFa3Ce6eC1,1.0,0.0,12646.533,12646.533,0.0,0.0
dont_agree_with_me,1,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0x801dd958bA458Cbd68D663d7D76432dD3c6EE60a,0.10000000000000009,388.07196,0.0,646.7866,0.0,0.0
ftball21,4,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0xa9ca3263E29f68Ca87A6143F6aa940d8d6CA076D,1.0,0.0,1617.1203,1617.1203,0.0,0.0
lorem_epsom_dollar,1,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0xbA57aCa2547387c651cA32FE7b17D92F90253B44,1.0,0.0,69069.69046086613,52979.68070000001,0.0,13028.0
mauerfan,1,1.0,305.2064631956912,0,0.0,0.0,0.0,-0.0,305.2064631956912,0x5037F57F688CDB3c184e63BFb8e3dFAf004557E8,1.0,0.0,1090.1111,1090.1111,0.0,0.0
King__Robbo,29,0.5,152.6032315978456,0,0.0,0.0,0.0,-0.0,152.6032315978456,0x02977d017bf7002b5B8f32C1D2F3024f96eaB73b,1.0,0.0,99999.75169998613,117612.94760000001,0.0,0.0
CrossPuffs,0,0.0,0.0,1,3.75,404.2998477929985,1.0,-269.533231861999,134.76661593099948,0xc7e817e5970e294E269Ff63214393747cC1AF1cb,1.0,0.0,1.2411,1.2411,0.0,0.0
Due_Camel_4545,1,1.0,305.2064631956912,1,0.4,43.12531709791984,1.0,-269.533231861999,78.798548431612,0xD7A89a0372B777EC151a039c352754d608C278F6,1.0,0.0,2.0,2.0,0.0,0.0
Prospero_Quant,1,0.0,0.0,1,4.0,431.2531709791984,2.0,-539.066463723998,-107.81329274479964,0xF1F4f85EC7393d01fF52E5eA22Fc39457b62a19c,1.0,0.0,21.0,21.0,0.0,0.0
alt-co,0,0.0,0.0,1,-1.0,-107.8132927447996,1.0,-269.533231861999,-269.533231861999,0xc27141e41BfC20d37911E5D6178EaabA10F825d8,1.0,0.0,2638.8797,2638.8797,0.0,0.0
PhysicalLodging,4,0.0,0.0,0,0.0,0.0,1.0,-269.533231861999,-269.533231861999,0x100301F03299C90EC2945f64Db1f9F4e424d71F2,0.7251865695605005,559.1684399999999,3687.0789,7077.0788999999995,0.0,0.0
Mixdealyn,4,-0.5,-152.6032315978456,1,0.75,80.8599695585997,2.0,-539.066463723998,-458.2064941653984,0xd90deab1894f334febcB808b4b44265Be463aAa2,1.0,0.0,110222.43250369195,109644.8483,0.0,0.0
