user,points,funded,tips
DBRiMatt,-374.05000,0,-374.05000
0xMarcAurel,28.00000,0,28.00000
FattestLion,-1.95000,0,-1.95000
Odd-Radio-8500,-25.00000,0,-25.00000
Creative_Ad7831,4.00000,0,4.00000
kirtash93,-40.00000,0,-40.00000
Josefumi12,11.00000,0,11.00000
SigiNwanne,11.00000,0,11.00000
coinfeeds-bot,6.00000,0,6.00000
donut-bot,8.00000,0,8.00000
partymsl,4.00000,0,4.00000
According_Time5120,1.00000,0,1.00000
Denaneha,2.00000,0,2.00000
abcoathup,4.00000,0,4.00000
pizzatimedudes,154.00000,0,154.00000
WiseChest8227,-4.00000,0,-4.00000
CymandeTV,0.00000,0,0.00000
King__Robbo,-8.00000,0,-8.00000
bzzking,7.00000,0,7.00000
DrRobbe,17.00000,0,17.00000
xcreampye69x,2.00000,0,2.00000
PhysicalJoe3011,1.00000,0,1.00000
Complete_Oven_9651,1.00000,0,1.00000
Prospero_Quant,1.00000,0,1.00000
obolli,11.00000,0,11.00000
Admirral,1.00000,0,1.00000
Due_Camel_4545,1.00000,0,1.00000
mrjune2040,56.00000,0,56.00000
dont_agree_with_me,1.00000,0,1.00000
IncompetentDonuts,2.00000,0,2.00000
Mixdealyn,2.00000,0,2.00000
sogdianus,1.00000,0,1.00000
rv8n8,4.00000,0,4.00000
alt-co,3.00000,0,3.00000
ShibeCEO,1.00000,0,1.00000
chiurro,1.00000,0,1.00000
UFONomura808,1.00000,0,1.00000
Right-Shopping9589,101.00000,0,101.00000
SnooCalculations1742,1.00000,0,1.00000
J-96788-EU,1.00000,0,1.00000
CrossPuffs,1.00000,0,1.00000
aminok,1.00000,0,1.00000
TSErica,1.00000,0,1.00000
