user,address,amount,token,block_number,tx_hash,tx_timestamp,processed_at,created_at
Buzzalu,0xb89cb46a5cf811b99a3608c8b9e63ad0de990fe0,5000,DONUT,289489153,0xac752dc972e7d819f7fa229c4631f943db5ffe1d9e92c5bd2bfb37566e982800,2024-12-28 12:27:54,2024-12-28 12:40:09.010131,2024-12-28 12:40:08.031000
