address,qty,username,points
0x94f5926AD5902b41588097788A1e84884aCE4494,1,CymandeTV,244.1431968245848
0x873C3942A377E0AF01d0Cb13Aa2C9802CE779fcb,1,iShakeBanano,0.08052216254108998
0x9AcC45F7d562393778eCD748b6eae676f82FfA6c,1,Curious_Apartment_88,364.523829823514325
0xf555388F26E7e4a6011ac6d621f1217E500183D2,1,lebbadnurzzm,363.0744308977747
0x2dBB136D8DC31698ADA7C56E0853C255629d0cA6,2,FattestLion,659.07567067934622
0xbB70FB1529678f0F21CecD51Dbb41b78B9CC40C4,2,ChillCoyote,504.59419956233826
0x196b2bd780c5dEebab6485Bbb985658c63322BD7,2,KIG45,261.38505982323018
0x163D17b34cc97C82065b230ff14cA413f36133a9,2,actuatorsif5,541.11905249097678
0xb229761609FceEc218dF8a27b877B513AE55168C,2,GamerTechNews,0
0x4a5008a960Df61CE7CF1EFDe0CBc268C390ff94F,1,legionticket,11.434147080834778
0x68E5b83d9A4E82d3833dE0365543E7d26897B413,1,Abdeliq,599.2760096875605
0x6fa6922842FD09782A61b3B11ab4fb00EB87B1C0,1,AltruisticPops,211.89135665634085
0x740bd76dD50574E4DdabC1432Cd5e41148398451,2,JoNwOrDy,355.2094836161082
0xa9c8794aa432237095dCDDeff60CbA676B014641,1,Mundane-Farm-4117,154.3609855912695
0xB1151e3F86D4FEbcc4f75Eb3ad8E6F39104daa06,2,Lillica_Golden_SHIB,315.72772671725352
0x51fa5238F563A48B050bdc69A1Ca91358f1BB337,2,Every_Hunt_160,1213.93213573558566
0x2A043F315F24762937CBCf0EB6CB313a43bDE534,1,raymv1987,27.0765396311137635
0xEf3114817602E8d92cf35056a357c0Adc069d751,1,Goldbaerig,21.821506048635385
0x177FcF75AF5a0324AfFFdfA578F7b14d42f71d80,1,Goonzoo,64.1066672350584
0x7687fbc6D50EA1620105A0e271B8Cb6239905121,2,dead-spiral,31.708218944496546
0x0E26ffDc9185887a9e95aC97a94dF96645Ea168C,1,ArstotzkaHero,55.80185864097535
0x28abA2DFcf42eAdfEe60CeBFA650aC7184652424,2,OldDomainer,97.30219534450359
0xbfE08A5301906f5B5C1DB7E61Ae5A9420afcAF4A,1,goldyluckinblokchain,132.23026136409153
0x7AdAe2238B6BCa88D9f64E468d2fD551E0587c96,1,falk_lhoste,40.285968776347325
0x97EB58F86F1b67561990C933eB7a8426d139fa58,2,yester_philippines,1556.04385923711948
0xC86b8988Da8057d56B583a227253cB793509daf9,1,DrDynamicyt,61.7999312708655
0x0B3AB5A8d926d07275291c074225f258d00B4F08,2,,
0xc06479D09b3DE98Df54c77150075c5df38996138,1,Icy-Profile-1655,0
0x549ab2CfaA7fb1d1B8AF6E0654efb24CC65c76E6,2,Carretje,18.079293489072669
0x41520DA55f0cd3888b4115547b39D75EF151317d,1,Mrkay07,304.37900096408295
0x795065F0368BE7149140D2b134fe2bA072db42AE,2,Odd-Radio-8500,560.9448154147839
0x16Bd6F1d0d3a5c039ca67e0Da0DEa4bA3823bB23,2,MasterpieceLoud4931,104.339868094575216
0x8ad4F9ce9bC2dFEafF948Fd7E11e9cbd1c926438,2,raresanevoice,444.05587520113914
0x7C48CF841a4cd5754127148fB9B20580Fc51eBeb,1,bzzking,0
0xE809f4C6959610ad7d05C4117624f47d0554cCa7,1,GreedVault,16.668087646005625
0xDF2ffB4A4c766a322F1fBe6a6E344CA018bDeC9e,2,Huelino,250.96153409910312
0x01D3d24F754D64C7F9942c00aEF89E6F64B4C205,2,S-U_2,279.11095524112992
0xcBedBe4f7b04Def3b4ddb581c266a0c45023D99f,2,InsaneMcFries,53.04800068207008
0xd762e68a2d30ab4d836683c421121AbB5b3e1DcC,2,mattg1981,1467.0602190276879
0x1dE6FfC60B876124e315734C4772386192e67d96,2,Prog132487,534.606601577997
0xd7C9421Ab0Be1aaf83F08F058075a8B13BD72Df9,1,ContemplatingMeth_,268.62619136068025
0x0373d212375bEE0B59813a5B39F00B7BBADFec3E,2,Fumbles1231,5.0245829425640142
0xE7577A26478a5f70E1b85D3288be13E41072429C,2,Ben_Pars,155.196341007715272
0x5eD61dee19B3355cf125a5cB95bEC8f344523628,2,DrRobbe,83.365085969250006
0x95D9bED31423eb7d5B68511E0352Eae39a3CDD20,1,carlslarson,978.13217236066178
0x613fF14bF204127bc672Ddc8A4480FCf5c6D9F99,2,RealLeoPat,4.3481967772188588
0x4D96456D6E0CBFf7Aa847E681911f8DD1f208aa0,2,DrengDrengesen,25.606047688066614
0x12859b4528b8B9EFaDc5530e30721a6087FBB4Fd,1,Guldrion,0.80522162541089985
0x0e066ED845a6853557A0d580b3BA998b0283ACA8,2,Eth_Man,9.2586686894050614
0x64089F29287533eadb78f1e3Bf9830F4453e6C65,2,samer109,13.334470116804501
0x2ccE323E044Fe6669Bc7286f5445A20c93890d2b,1,MonitorFlat229,353.72133835744735
0xe03d2E34513ed45479e03364d5CD8B5FfeCb63D9,1,MantisToboggan66,63.12073540417389
0x52a7f4e8904F70Ea831ED31511b35AadCB36b1d9,2,bvandepol,160.689496719064518
0x8DfdD8E1f2EA3f70C7a5f0a42903A8239a83d313,1,Ok_Election7896,0.64417730032871985
0x21Fad3D263e0fE8380C7EDbE8d9432Caf1fAd105,2,,
0x870d6C65E99EeE634165150282c68Ee88A5eC6b1,2,ASingleGuitarString,461.65242530010222
0xaF29FACA9278f3FE68BaDd745BB7f5b1538A17Ff,2,Gubbie99,91.314112217037291
0x72BFACcD795B6E2B340c0B3639410C77F99D60AE,2,Cyrus-114,67.795362384278916
0xf8b2808E19413E0b14C2966dD6afB497c7F5A919,2,timbulance,277.567660215420456
0xb89CB46A5Cf811b99A3608C8b9e63aD0DE990Fe0,2,Buzzalu,1550.67471090413184
0x3A11c76440655D4DdFF16a4aDAbBa15E98E89786,2,TheNano100,119.6427858650440794
0xDbE3B1F7bea6c329F6DCb8b9fA0D4D27948c22C1,2,Sky-876,758.88856082500278
0x4b1f1C251Ce3Dc74C9Bb2EcBcEbC9bc7f855eF27,1,lordciders,529.3018102964259
0x1905f698505AAa9b925f5A4dbd0c75d9B57C60A1,1,emyfsh201,35.665374375799865
0xd38e0BF45e089EEd644c1A2F3B701fDf8Bd3c2b5,2,rikbona,1269.94336908702432
0x10006c92af4c697dB4d168cB4e2C56009450a493,2,ellileon,278.64864022103406
0xd1d0c56075B61cd28f62c3bd2b37647703319d6C,2,rare1994,980.296356788445
0xFEdD14d3a32FaAbfbd6E290fAA73Aec58e894650,2,DBRiMatt,759.46575082211304
0xa51731189c99832A2ba2f28C6c2dc1Db451F3a2e,2,kirtash93,3127.3731950667318
0x45051312DeA7a0b7302bCbCCC979E88e28a08e3F,2,Fredzoor,1240.90431129401562
0x33493c3DB1F4Fa1061C0199ab81111236375F74b,1,SuperbCantaloupe1929,289.0804891950809
0xCA7faf6c0441049e2F449fbA86B77587987A21Fe,2,Friendly-Airline2426,1193.001157180482
0xAacc079965F0F9473BF4299d930eF639690a9792,1,Visible-Ad743,0
0xEDBaF914C6cCEa8352512808060C6b253B6a69CB,1,lucashcy_97,34.99721961709343
0xEdc0321b407b165CF926BE3E77ecB6C791f731bA,1,rootpl,559.6041942918645
0x5DFa59d24554d3cb74e8153F7F44336C6eD287C1,1,ablablababla,23.232137342389707
0x556F5911Bc0F3a14b3427BB6d3e84c8022E44b20,1,boiboi3434,64.645275065024862
0x615574714C96ca4dF84Cb7f7dA4deF5990904D67,1,Downtown_Yam9137,13.985264297844742
0x6700ce7153e0D993221Ce4994e5F6Af57B1a559e,1,Modern_Orange,45.575543998256925
0x67Ef1DA6A8cF5Fe5089874F3175eA09e7F8d1cA1,1,EpicureanMystic,13.044590331656575
0xC0ab867a4750bf24141c59e5fa50967757cEfe51,1,NSFWCryptoPosting,66.40086300811853
0xb78D79845d0b1279CBcff339a53CFE28cC3e9CC2,1,Daddio_87,0.96626595049307975
0x4df57f4A62f05dDB2eC4e6749677AA8e77740a2E,1,Lokiee0077,158.581368895670265
